Mach, Altitude
   0.179714,    0.000000
   0.180784,  100.000000
   0.181862,  200.000000
   0.182950,  300.000000
   0.184046,  400.000000
   0.185151,  500.000000
   0.186266,  600.000000
   0.187390,  700.000000
   0.188523,  800.000000
   0.189665,  900.000000
   0.190818, 1000.000000
   0.191979, 1100.000000
   0.193151, 1200.000000
   0.194332, 1300.000000
   0.195523, 1400.000000
   0.196725, 1500.000000
   0.197936, 1600.000000
   0.199158, 1700.000000
   0.200390, 1800.000000
   0.201633, 1900.000000
   0.202887, 2000.000000
   0.204151, 2100.000000
   0.205426, 2200.000000
   0.206712, 2300.000000
   0.208009, 2400.000000
   0.209317, 2500.000000
   0.210637, 2600.000000
   0.211968, 2700.000000
   0.213310, 2800.000000
   0.214665, 2900.000000
   0.216031, 3000.000000
   0.217409, 3100.000000
   0.218800, 3200.000000
   0.220202, 3300.000000
   0.221618, 3400.000000
   0.223045, 3500.000000
   0.224485, 3600.000000
   0.225938, 3700.000000
   0.227405, 3800.000000
   0.228884, 3900.000000
   0.230376, 4000.000000
   0.231882, 4100.000000
   0.233402, 4200.000000
   0.234935, 4300.000000
   0.236482, 4400.000000
   0.238043, 4500.000000
   0.239618, 4600.000000
   0.241208, 4700.000000
   0.242812, 4800.000000
   0.244431, 4900.000000
   0.246065, 5000.000000
   0.247714, 5100.000000
   0.249378, 5200.000000
   0.251058, 5300.000000
   0.252753, 5400.000000
   0.254464, 5500.000000
   0.256191, 5600.000000
   0.257934, 5700.000000
   0.259694, 5800.000000
   0.261470, 5900.000000
   0.263262, 6000.000000
   0.265072, 6100.000000
   0.266899, 6200.000000
   0.268743, 6300.000000
   0.270605, 6400.000000
   0.272485, 6500.000000
   0.274383, 6600.000000
   0.276299, 6700.000000
   0.278233, 6800.000000
   0.280186, 6900.000000
   0.282158, 7000.000000
   0.284149, 7100.000000
   0.286160, 7200.000000
   0.288190, 7300.000000
   0.290240, 7400.000000
   0.292310, 7500.000000
   0.294400, 7600.000000
   0.296511, 7700.000000
   0.298643, 7800.000000
   0.300797, 7900.000000
   0.302971, 8000.000000
   0.305168, 8100.000000
   0.307386, 8200.000000
   0.373895, 8300.000000
   0.381570, 8200.000000
   0.388631, 8100.000000
   0.394373, 8000.000000
   0.398783, 7900.000000
   0.402548, 7800.000000
   0.406366, 7700.000000
   0.409528, 7600.000000
   0.412738, 7500.000000
   0.415283, 7400.000000
   0.418581, 7300.000000
   0.420496, 7200.000000
   0.423163, 7100.000000
   0.425151, 7000.000000
   0.426454, 6900.000000
   0.428511, 6800.000000
   0.429877, 6700.000000
   0.431273, 6600.000000
   0.432698, 6500.000000
   0.433423, 6400.000000
   0.434905, 6300.000000
   0.435681, 6200.000000
   0.436482, 6100.000000
   0.437307, 6000.000000
   0.438155, 5900.000000
   0.438286, 5800.000000
   0.439179, 5700.000000
   0.439351, 5600.000000
   0.439542, 5500.000000
   0.439752, 5400.000000
   0.439980, 5300.000000
   0.440227, 5200.000000
   0.440492, 5100.000000
   0.440775, 5000.000000
   0.441076, 4900.000000
   0.440636, 4800.000000
   0.440970, 4700.000000
   0.440560, 4600.000000
   0.440164, 4500.000000
   0.439781, 4400.000000
   0.439412, 4300.000000
   0.439056, 4200.000000
   0.438713, 4100.000000
   0.437612, 4000.000000
   0.437294, 3900.000000
   0.436214, 3800.000000
   0.435919, 3700.000000
   0.435637, 3600.000000
   0.434588, 3500.000000
   0.434329, 3400.000000
   0.433300, 3300.000000
   0.433063, 3200.000000
   0.432054, 3100.000000
   0.431054, 3000.000000
   0.429276, 2900.000000
   0.427504, 2800.000000
   0.426527, 2700.000000
   0.424768, 2600.000000
   0.423807, 2500.000000
   0.422060, 2400.000000
   0.421114, 2300.000000
   0.419380, 2200.000000
   0.418448, 2100.000000
   0.416727, 2000.000000
   0.415810, 1900.000000
   0.414100, 1800.000000
   0.413197, 1700.000000
   0.412302, 1600.000000
   0.410610, 1500.000000
   0.408923, 1400.000000
   0.407241, 1300.000000
   0.405565, 1200.000000
   0.403893, 1100.000000
   0.402226, 1000.000000
   0.400563,  900.000000
   0.398906,  800.000000
   0.397253,  700.000000
   0.395605,  600.000000
   0.393962,  500.000000
   0.392323,  400.000000
   0.390688,  300.000000
   0.389058,  200.000000
   0.387433,  100.000000
   0.385812,    0.000000
