Time, Emission CO2
   8.000000, 39111.671591
   8.100000, 39601.930263
   8.200000, 40092.211948
   8.300000, 40582.496507
   8.400000, 41072.781065
   8.500000, 41563.065623
   8.600000, 42053.350181
   8.700000, 42543.634740
   8.800000, 43033.919298
   8.900000, 43524.203856
   9.000000, 44014.488415
   9.100000, 44504.772973
   9.200000, 44994.986981
   9.300000, 45485.192181
   9.400000, 45975.397381
   9.500000, 46465.602581
   9.600000, 46955.807780
   9.700000, 47446.012980
   9.800000, 47936.218180
   9.900000, 48426.423380
  10.000000, 48916.628579
  10.100000, 49406.833779
  10.200000, 49896.878556
  10.300000, 50386.903302
  10.400000, 50876.928048
  10.500000, 51366.952795
  10.600000, 51856.977541
  10.700000, 52347.002287
  10.800000, 52837.027034
  10.900000, 53327.051780
  11.000000, 53817.076526
  11.100000, 54307.101272
  11.200000, 54796.879368
  11.300000, 55286.626666
  11.400000, 55776.373965
  11.500000, 56266.121264
  11.600000, 56755.868562
  11.700000, 57245.615861
  11.800000, 57735.363160
  11.900000, 58225.110459
  12.000000, 58714.857757
  12.100000, 59204.605056
  12.200000, 59694.128353
  12.300000, 60183.623681
  12.400000, 60673.119009
  12.500000, 61162.614338
  12.600000, 61652.109666
  12.700000, 62141.604994
  12.800000, 62631.100323
  12.900000, 63120.595651
  13.000000, 63610.090979
  13.100000, 64099.586307
  13.200000, 64591.883966
  13.300000, 65084.531522
  13.400000, 65577.179077
  13.500000, 66069.826633
  13.600000, 66562.474188
  13.700000, 67055.121744
  13.800000, 67547.769300
  13.900000, 68040.416855
  14.000000, 68533.064411
  14.100000, 69025.711967
  14.200000, 69519.277725
  14.300000, 70012.958130
  14.400000, 70506.638535
  14.500000, 71000.318939
  14.600000, 71493.999344
  14.700000, 71987.679749
  14.800000, 72481.360154
  14.900000, 72975.040558
  15.000000, 73468.720963
  15.100000, 73962.401368
  15.200000, 74456.917807
  15.300000, 74951.538633
  15.400000, 75446.159459
  15.500000, 75940.780285
  15.600000, 76435.401112
  15.700000, 76930.021938
  15.800000, 77424.642764
  15.900000, 77919.263590
  16.000000, 78413.884416
  16.100000, 78908.505242
  16.200000, 79403.882293
  16.300000, 79899.353765
  16.400000, 80394.825237
  16.500000, 80890.296709
  16.600000, 81385.768182
  16.700000, 81881.239654
  16.800000, 82376.711126
  16.900000, 82872.182598
  17.000000, 83367.654070
  17.100000, 83863.125543
  17.200000, 84359.275782
  17.300000, 84855.510773
  17.400000, 85351.745763
  17.500000, 85847.980753
  17.600000, 86344.215743
  17.700000, 86840.450734
  17.800000, 87336.685724
  17.900000, 87832.920714
  18.000000, 88329.155704
  18.100000, 88825.390695
  18.200000, 89322.229342
  18.300000, 89819.143361
  18.400000, 90316.057381
  18.500000, 90812.971400
  18.600000, 91309.885419
  18.700000, 91806.799439
  18.800000, 92303.713458
  18.900000, 92800.627478
  19.000000, 93297.541497
  19.100000, 93794.455517
  19.200000, 94291.900418
  19.300000, 94789.411605
  19.400000, 95286.922792
  19.500000, 95784.433979
  19.600000, 96281.945167
  19.700000, 96779.456354
  19.800000, 97276.967541
  19.900000, 97774.478728
  20.000000, 98271.989915
  20.100000, 98769.501102
  20.200000, 99266.438267
  20.300000, 99763.303759
  20.400000, 100260.169251
  20.500000, 100757.034744
  20.600000, 101253.900236
  20.700000, 101750.765729
  20.800000, 102247.631221
  20.900000, 102744.496713
  21.000000, 103241.362206
  21.100000, 103738.227698
  21.200000, 104234.989720
  21.300000, 104731.738823
  21.400000, 105228.487926
  21.500000, 105725.237029
  21.600000, 106221.986132
  21.700000, 106718.735235
  21.800000, 107215.484338
  21.900000, 107712.233440
  22.000000, 108208.982543
  22.100000, 108705.731646
  22.200000, 109203.256185
  22.300000, 109700.877543
  22.400000, 110198.498902
  22.500000, 110696.120261
  22.600000, 111193.741620
  22.700000, 111691.362978
  22.800000, 112188.984337
  22.900000, 112686.605696
  23.000000, 113184.227055
  23.100000, 113681.848413
  23.200000, 114180.183611
  23.300000, 114678.607938
  23.400000, 115177.032265
  23.500000, 115675.456592
  23.600000, 116173.880919
  23.700000, 116672.305246
  23.800000, 117170.729573
  23.900000, 117669.153900
  24.000000, 118167.578227
  24.100000, 118666.002554
  24.200000, 119165.080973
  24.300000, 119664.241061
  24.400000, 120163.401149
  24.500000, 120662.561236
  24.600000, 121161.721324
  24.700000, 121660.881412
  24.800000, 122160.041500
  24.900000, 122659.201588
  25.000000, 123158.361676
  25.100000, 123657.521764
  25.200000, 124157.278032
  25.300000, 124657.108738
  25.400000, 125156.939445
  25.500000, 125656.770151
  25.600000, 126156.600858
  25.700000, 126656.431564
  25.800000, 127156.262270
  25.900000, 127656.092977
  26.000000, 128155.923683
  26.100000, 128655.754390
  26.200000, 129156.125185
  26.300000, 129656.563415
  26.400000, 130157.001646
  26.500000, 130657.439876
  26.600000, 131157.878107
  26.700000, 131658.316337
  26.800000, 132158.754568
  26.900000, 132659.192798
  27.000000, 133159.631028
  27.100000, 133660.069259
  27.200000, 134160.993290
  27.300000, 134661.977979
  27.400000, 135162.962667
  27.500000, 135663.947355
  27.600000, 136164.932044
  27.700000, 136665.916732
  27.800000, 137166.901420
  27.900000, 137667.886109
  28.000000, 138168.870797
  28.100000, 138669.855486
  28.200000, 139169.234348
  28.300000, 139668.412708
  28.400000, 140167.591068
  28.500000, 140666.769429
  28.600000, 141165.947789
  28.700000, 141665.126149
  28.800000, 142164.304509
  28.900000, 142663.482869
  28.974222, 143033.984189
  29.074222, 143522.754729
  29.174222, 144011.584440
  29.274222, 144500.448720
  29.374222, 144989.313000
  29.474222, 145478.177281
  29.574222, 145967.041561
  29.674222, 146455.905841
  29.774222, 146944.770121
  29.874222, 147433.634402
  29.974222, 147922.498682
  30.074222, 148411.362962
  30.174222, 148900.337020
  30.274222, 149389.375212
  30.374222, 149878.413405
  30.474222, 150367.451597
  30.574222, 150856.489790
  30.674222, 151345.527983
  30.774222, 151834.566175
  30.874222, 152323.604368
  30.974222, 152812.642560
  31.074222, 153301.680753
  31.174222, 153790.843172
  31.274222, 154280.078167
  31.374222, 154769.313163
  31.474222, 155258.548158
  31.574222, 155747.783153
  31.674222, 156237.018149
  31.774222, 156726.253144
  31.874222, 157215.488140
  31.974222, 157704.723135
  32.074222, 158193.958131
  32.111100, 158374.377078
  32.211100, 158865.147827
  32.311100, 159355.918575
  32.411100, 159846.689324
  32.511100, 160337.460073
  32.611100, 160828.230822
  32.711100, 161319.001570
  32.811100, 161809.772319
  32.911100, 162300.543068
  33.011100, 162791.313817
  33.111100, 163282.084565
  33.211100, 163773.654137
  33.311100, 164265.223708
  33.411100, 164756.793279
  33.511100, 165248.362851
  33.611100, 165739.932422
  33.711100, 166231.738377
  33.811100, 166723.544332
  33.911100, 167215.350286
  34.011100, 167707.156241
  34.111100, 168198.962196
  34.211100, 168690.615145
  34.311100, 169182.268094
  34.411100, 169673.921043
  34.511100, 170165.573992
  34.611100, 170657.226942
  34.711100, 171148.879891
  34.811100, 171640.532840
  34.911100, 172132.185789
  35.011100, 172623.838738
