Ground Distance, 
   0.000000,   57.927649
 250.745195,   57.927649
 259.651597,   57.184987
 268.558000,   56.442325
 277.464402,   55.699663
 286.370804,   54.957000
 295.277206,   54.214338
 304.183609,   53.471676
 313.090011,   52.729014
 321.996413,   51.986352
 330.902816,   51.243690
 331.646776,   51.233588
 339.078318,   51.132689
 389.865521,   50.443330
 399.940509,   50.306612
 409.988191,   50.170274
 420.008643,   50.034315
 430.001942,   49.898733
 431.997350,   49.871662
 432.006798,   49.871533
 432.009893,   49.871491
 432.011097,   49.871475
 432.011551,   49.871469
 432.011906,   49.871451
 432.012226,   49.871434
 432.015425,   49.871262
 432.047416,   49.869546
 432.367271,   49.852373
 435.559737,   49.679548
 466.849179,   47.836779
 497.981317,   45.686540
 526.433221,   43.367303
 552.133144,   40.893689
 575.157408,   38.275202
 595.619655,   35.521521
 613.654700,   32.642140
 619.384226,   31.612989
 623.380218,   30.856049
 627.509632,   30.036365
 628.398225,   29.854652
 629.209181,   29.687120
 637.064106,   27.973569
 642.020120,   26.796536
 645.711843,   25.863218
 646.479303,   25.662500
 647.335126,   25.435780
 655.468661,   23.108911
 658.991159,   21.986730
 662.046974,   20.943662
 664.390854,   20.092626
 664.732294,   19.964551
 665.063764,   19.839171
 668.262832,   18.571967
 676.417265,   14.710373
 682.763490,   10.553914
 683.119573,   10.263786
 683.371226,   10.053183
 683.475865,    9.964175
 683.574717,    9.879275
 684.516570,    9.026133
 688.008079,    4.504553
 688.591430,    3.130618
 688.820354,    2.377594
 688.970607,    1.708249
 689.065993,    1.084058
 689.122864,    0.363658
 689.126917,    0.240262
 689.129323,    0.115971
 689.129924,    0.048867
 689.130043,    0.014002
 689.130053,   -0.004091
