eta, CL
   0.000000,    1.400567
   0.020408,    1.411338
   0.040816,    1.431789
   0.061224,    1.451098
   0.081633,    1.469485
   0.102041,    1.487096
   0.122449,    1.504039
   0.142857,    1.520400
   0.163265,    1.536252
   0.183673,    1.551660
   0.204082,    1.566685
   0.224490,    1.581387
   0.244898,    1.595829
   0.265306,    1.610093
   0.285714,    1.623744
   0.306122,    1.633921
   0.326531,    1.637794
   0.346939,    1.640027
   0.367347,    1.641774
   0.387755,    1.643010
   0.408163,    1.643719
   0.428571,    1.643887
   0.448980,    1.643502
   0.469388,    1.642546
   0.489796,    1.641000
   0.510204,    1.638833
   0.530612,    1.636009
   0.551020,    1.632496
   0.571429,    1.628241
   0.591837,    1.623182
   0.612245,    1.617242
   0.632653,    1.610325
   0.653061,    1.602312
   0.673469,    1.593058
   0.693878,    1.582381
   0.714286,    1.570054
   0.734694,    1.555792
   0.755102,    1.539231
   0.775510,    1.519903
   0.795918,    1.497199
   0.816327,    1.470313
   0.836735,    1.438161
   0.857143,    1.399247
   0.877551,    1.351450
   0.897959,    1.291660
   0.918367,    1.215081
   0.938776,    1.113786
   0.959184,    0.973092
   0.979592,    0.758921
   1.000000,    0.000000
