eta, CL
   0.000000,    0.603460
   0.020408,    0.608087
   0.040816,    0.616851
   0.061224,    0.625089
   0.081633,    0.632891
   0.102041,    0.640317
   0.122449,    0.647408
   0.142857,    0.654197
   0.163265,    0.660708
   0.183673,    0.666961
   0.204082,    0.672970
   0.224490,    0.678749
   0.244898,    0.684306
   0.265306,    0.689649
   0.285714,    0.694554
   0.306122,    0.697718
   0.326531,    0.697857
   0.346939,    0.697052
   0.367347,    0.695857
   0.387755,    0.694290
   0.408163,    0.692365
   0.428571,    0.690093
   0.448980,    0.687482
   0.469388,    0.684536
   0.489796,    0.681259
   0.510204,    0.677645
   0.530612,    0.673689
   0.551020,    0.669388
   0.571429,    0.664728
   0.591837,    0.659693
   0.612245,    0.654260
   0.632653,    0.648399
   0.653061,    0.642073
   0.673469,    0.635233
   0.693878,    0.627820
   0.714286,    0.619756
   0.734694,    0.610943
   0.755102,    0.601256
   0.775510,    0.590532
   0.795918,    0.578558
   0.816327,    0.565053
   0.836735,    0.549634
   0.857143,    0.531772
   0.877551,    0.510718
   0.897959,    0.485368
   0.918367,    0.454014
   0.938776,    0.413827
   0.959184,    0.359548
   0.979592,    0.278916
   1.000000,    0.000000
