Fuel used, Altitude
   0.000073,    0.000000
   0.073306,    0.000000
   0.146650,    0.000000
   0.219998,    0.000000
   0.293346,    0.000000
   0.366694,    0.000000
   0.440042,    0.000000
   0.513390,    0.000000
   0.586738,    0.000000
   0.660087,    0.000000
   0.733435,    0.000000
   0.806783,    0.000000
   0.880186,    0.000000
   0.953596,    0.000000
   1.027006,    0.000000
   1.100416,    0.000000
   1.173826,    0.000000
   1.247236,    0.000000
   1.320646,    0.000000
   1.394056,    0.000000
   1.467466,    0.000000
   1.540876,    0.000000
   1.614324,    0.000000
   1.687778,    0.000000
   1.761231,    0.000000
   1.834684,    0.000000
   1.908137,    0.000000
   1.981590,    0.000000
   2.055043,    0.000000
   2.128497,    0.000000
   2.201950,    0.000000
   2.275403,    0.000000
   2.348878,    0.000000
   2.422357,    0.000000
   2.495835,    0.000000
   2.569313,    0.000000
   2.642791,    0.000000
   2.716269,    0.000000
   2.789748,    0.000000
   2.863226,    0.000000
   2.936704,    0.000000
   3.010182,    0.000000
   3.083667,    0.000000
   3.157153,    0.000000
   3.230639,    0.000000
   3.304125,    0.000000
   3.377610,    0.000000
   3.451096,    0.000000
   3.524582,    0.000000
   3.598068,    0.000000
   3.671554,    0.000000
   3.745040,    0.000000
   3.818553,    0.000000
   3.892070,    0.000000
   3.965587,    0.000000
   4.039104,    0.000000
   4.112620,    0.000000
   4.186137,    0.000000
   4.259654,    0.000000
   4.333171,    0.000000
   4.406688,    0.000000
   4.480205,    0.000000
   4.553799,    0.000000
   4.627403,    0.000000
   4.701007,    0.000000
   4.774610,    0.000000
   4.848214,    0.000000
   4.921818,    0.000000
   4.995422,    0.000000
   5.069025,    0.000000
   5.142629,    0.000000
   5.216233,    0.000000
   5.289881,    0.000000
   5.363536,    0.000000
   5.437190,    0.000000
   5.510844,    0.000000
   5.584498,    0.000000
   5.658152,    0.000000
   5.731806,    0.000000
   5.805460,    0.000000
   5.879114,    0.000000
   5.952768,    0.000000
   6.026435,    0.000000
   6.100103,    0.000000
   6.173770,    0.000000
   6.247438,    0.000000
   6.321106,    0.000000
   6.394774,    0.000000
   6.468442,    0.000000
   6.542110,    0.000000
   6.615777,    0.000000
   6.689445,    0.000000
   6.763095,    0.000000
   6.836742,    0.000000
   6.910389,    0.000000
   6.984036,    0.000000
   7.057683,    0.000000
   7.131331,    0.000000
   7.204978,    0.000000
   7.278625,    0.000000
   7.352272,    0.000000
   7.425920,    0.000000
   7.499520,    0.000000
   7.573114,    0.000000
   7.646708,    0.000000
   7.720303,    0.000000
   7.793897,    0.000000
   7.867492,    0.000000
   7.941086,    0.000000
   8.014680,    0.000000
   8.088275,    0.000000
   8.161869,    0.000000
   8.235516,    0.000000
   8.309169,    0.000000
   8.382822,    0.000000
   8.456475,    0.000000
   8.530127,    0.000000
   8.603780,    0.000000
   8.677433,    0.000000
   8.751086,    0.000000
   8.824739,    0.000000
   8.898392,    0.000000
   8.972191,    0.000000
   9.046007,    0.000000
   9.119823,    0.000000
   9.193640,    0.000000
   9.267456,    0.000000
   9.341273,    0.000000
   9.415089,    0.000000
   9.488905,    0.000000
   9.562722,    0.000000
   9.636538,    0.000000
   9.710434,    0.000000
   9.784340,    0.000000
   9.858246,    0.000000
   9.932152,    0.000000
  10.006058,    0.000000
  10.079964,    0.000000
  10.153870,    0.000000
  10.227776,    0.000000
  10.301682,    0.000000
  10.375588,    0.000000
  10.449512,    0.000000
  10.523439,    0.000000
  10.597366,    0.000000
  10.671293,    0.000000
  10.745220,    0.000000
  10.819146,    0.000000
  10.893073,    0.000000
  10.967000,    0.000000
  11.040927,    0.000000
  11.114854,    0.000000
  11.188743,    0.000000
  11.262628,    0.000000
  11.336513,    0.000000
  11.410398,    0.000000
  11.484283,    0.000000
  11.558168,    0.000000
  11.632053,    0.000000
  11.705938,    0.000000
  11.779823,    0.000000
  11.853708,    0.000000
  11.927506,    0.000000
  12.001292,    0.000000
  12.075078,    0.000000
  12.148864,    0.000000
  12.222650,    0.000000
  12.296437,    0.000000
  12.370223,    0.000000
  12.444009,    0.000000
  12.517795,    0.000000
  12.591581,    0.000000
  12.665236,    0.000000
  12.738873,    0.000000
  12.812511,    0.000000
  12.886149,    0.000000
  12.959786,    0.000000
  13.033424,    0.000000
  13.107062,    0.000000
  13.180700,    0.000000
  13.254337,    0.000000
  13.327975,    0.000000
  13.401600,    0.000000
  13.475222,    0.000000
  13.548845,    0.000000
  13.622468,    0.000000
  13.696091,    0.000000
  13.769714,    0.000000
  13.812796,    0.000000
  13.886500,    0.000000
  13.960203,    0.000000
  14.033906,    0.000000
  14.107647,    0.000000
  14.181430,    0.000000
  14.255212,    0.000000
  14.328994,    0.000000
  14.402777,    0.000000
  14.476559,    0.000000
  14.550342,    0.000000
  14.624124,    0.000000
  14.697906,    0.000000
  14.771689,    0.000000
  14.845504,    0.000000
  14.919356,    0.000000
  14.993208,    0.000000
  15.067060,    0.000000
  15.140912,    0.000000
  15.214764,    0.000000
  15.288616,    0.000000
  15.362468,    0.000000
  15.436320,    0.000000
  15.510172,    0.000000
  15.584032,    0.000000
  15.657901,    0.000000
  15.731770,    0.000000
  15.805639,    0.000000
  15.879507,    0.000000
  15.953376,    0.000000
  16.027245,    0.000000
  16.101114,    0.000000
  16.174983,    0.000000
  16.248852,    0.000000
  16.287694,    0.000000
  16.361542,    0.500213
  16.435389,    1.000426
  16.509237,    1.500639
  16.583085,    2.000852
  16.656933,    2.501065
  16.730781,    3.001278
  16.804628,    3.501491
  16.878476,    4.001704
  16.952324,    4.501917
  17.026172,    5.002130
  17.099998,    6.308679
  17.173824,    7.615227
  17.247650,    8.921775
  17.321477,   10.228323
  17.395303,   11.534871
  17.469117,   13.410579
  17.542930,   15.286286
  17.616744,   17.161993
  17.690557,   19.037700
  17.764371,   20.913407
  17.838174,   23.404974
  17.911978,   25.896540
  17.985781,   28.388106
  18.059585,   30.879672
  18.133388,   33.371239
  18.133388,   35.000000
  63.166985, 1920.000000
 108.445422, 3805.000000
 154.196518, 5690.000000
 201.412578, 7575.000000
 251.005502, 9460.000000
 303.556252, 11345.000000
 359.895645, 13230.000000
 421.264433, 15115.000000
 490.708476, 17000.000000
 490.708476, 17000.000000
 514.393000, 17000.000000
 538.073677, 17000.000000
 561.750506, 17000.000000
 585.423487, 17000.000000
 609.092619, 17000.000000
 632.757904, 17000.000000
 656.419341, 17000.000000
 680.076930, 17000.000000
 703.730670, 17000.000000
 727.380563, 17000.000000
 751.026608, 17000.000000
 774.668804, 17000.000000
 798.307153, 17000.000000
 821.941653, 17000.000000
 845.572306, 17000.000000
 869.199110, 17000.000000
 892.822066, 17000.000000
 916.441174, 17000.000000
 940.056434, 17000.000000
 963.667846, 17000.000000
 987.275409, 17000.000000
1010.879124, 17000.000000
1034.478992, 17000.000000
1058.075011, 17000.000000
1081.667182, 17000.000000
1105.255504, 17000.000000
1128.839979, 17000.000000
1152.420605, 17000.000000
1175.997383, 17000.000000
1175.997383, 17000.000000
1195.638330, 15277.777778
1214.989302, 13555.555556
1234.174221, 11833.333333
1252.962168, 10111.111111
1271.368365, 8388.888889
1289.398801, 6666.666667
1306.774292, 4944.444444
1323.774971, 3222.222222
1340.516997, 1500.000000
1340.516997, 1500.000000
1362.182199, 2444.444444
1383.891641, 3388.888889
1405.631984, 4333.333333
1427.449663, 5277.777778
1449.555064, 6222.222222
1472.122810, 7166.666667
1495.204571, 8111.111111
1518.858631, 9055.555556
1543.143597, 10000.000000
1543.143597, 10000.000000
1581.840649, 10000.000000
1620.522795, 10000.000000
1659.190012, 10000.000000
1697.842272, 10000.000000
1736.479552, 10000.000000
1775.101825, 10000.000000
1813.709066, 10000.000000
1852.301250, 10000.000000
1890.878351, 10000.000000
1890.878351, 10000.000000
1902.583714, 9055.555556
1914.143708, 8111.111111
1924.490831, 7166.666667
1934.863059, 6222.222222
1945.229657, 5277.777778
1955.602810, 4333.333333
1966.020078, 3388.888889
1976.473879, 2444.444444
1986.940540, 1500.000000
1986.940540, 1500.000000
2087.098966, 1500.000000
2187.061745, 1500.000000
2286.829085, 1500.000000
2386.403055, 1500.000000
2485.788794, 1500.000000
2584.986499, 1500.000000
2683.996367, 1500.000000
2782.818594, 1500.000000
2881.453380, 1500.000000
2881.453380, 1500.000000
2881.484379, 1499.051587
2881.515378, 1498.103184
2881.546378, 1497.154781
2881.577380, 1496.206792
2881.608383, 1495.258884
2881.639386, 1494.310976
2881.670389, 1493.363068
2881.701392, 1492.415160
2881.732394, 1491.467252
2881.763397, 1490.519343
2881.794400, 1489.571435
2881.825403, 1488.623527
2881.856406, 1487.675619
2881.887413, 1486.728314
2881.918421, 1485.781126
2881.949429, 1484.833938
2881.980437, 1483.886750
2882.011445, 1482.939563
2882.042454, 1481.992375
2882.073462, 1481.045187
2882.104470, 1480.097999
2882.135478, 1479.150812
2882.166486, 1478.203624
2882.197498, 1477.256688
2882.228512, 1476.309800
2882.259525, 1475.362913
2882.290538, 1474.416025
2882.321552, 1473.469138
2882.352565, 1472.522251
2882.383578, 1471.575363
2882.414591, 1470.628476
2882.445605, 1469.681589
2882.476618, 1468.734701
2882.507636, 1467.788731
2882.538654, 1466.842939
2882.569673, 1465.897147
2882.600691, 1464.951354
2882.631710, 1464.005562
2882.662728, 1463.059770
2882.693747, 1462.113978
2882.724765, 1461.168186
2882.755784, 1460.222394
2882.786802, 1459.276602
2882.817825, 1458.330796
2882.848848, 1457.384988
2882.879872, 1456.439179
2882.910896, 1455.493371
2882.941919, 1454.547562
2882.972943, 1453.601754
2883.003967, 1452.655945
2883.034990, 1451.710137
2883.066014, 1450.764329
2883.097037, 1449.818520
2883.128065, 1448.872613
2883.159094, 1447.926687
2883.190123, 1446.980761
2883.221152, 1446.034835
2883.252181, 1445.088909
2883.283209, 1444.142983
2883.314238, 1443.197056
2883.345267, 1442.251130
2883.376296, 1441.305204
2883.407325, 1440.359278
2883.438358, 1439.413657
2883.469392, 1438.468095
2883.500426, 1437.522534
2883.531460, 1436.576972
2883.562494, 1435.631411
2883.593528, 1434.685849
2883.624561, 1433.740288
2883.655595, 1432.794726
2883.686629, 1431.849164
2883.717663, 1430.903603
2883.748702, 1429.957695
2883.779741, 1429.011719
2883.810780, 1428.065743
2883.841819, 1427.119768
2883.872858, 1426.173792
2883.903897, 1425.227817
2883.934936, 1424.281841
2883.965975, 1423.335865
2883.997015, 1422.389890
2884.028054, 1421.443914
2884.059097, 1420.498057
2884.090141, 1419.552222
2884.121186, 1418.606388
2884.152230, 1417.660553
2884.183274, 1416.714719
2884.214319, 1415.768884
2884.245363, 1414.823050
2884.276407, 1413.877215
2884.307451, 1412.931381
2884.338496, 1411.985546
2884.369544, 1411.039984
2884.400594, 1410.094475
2884.431643, 1409.148967
2884.462692, 1408.203458
2884.493742, 1407.257949
2884.524791, 1406.312441
2884.555841, 1405.366932
2884.586890, 1404.421423
2884.617940, 1403.475915
2884.648989, 1402.530406
2884.680043, 1401.585796
2884.711097, 1400.641360
2884.742152, 1399.696925
2884.773206, 1398.752490
2884.804261, 1397.808054
2884.835315, 1396.863619
2884.866370, 1395.919184
2884.897424, 1394.974749
2884.928479, 1394.030313
2884.959533, 1393.085878
2884.990592, 1392.142046
2885.021652, 1391.198330
2885.052711, 1390.254615
2885.083771, 1389.310900
2885.114830, 1388.367185
2885.145890, 1387.423469
2885.176949, 1386.479754
2885.208009, 1385.536039
2885.239069, 1384.592324
2885.270128, 1383.648608
2885.301192, 1382.705409
2885.332256, 1381.762310
2885.363321, 1380.819211
2885.394386, 1379.876112
2885.425450, 1378.933013
2885.456515, 1377.989914
2885.487579, 1377.046814
2885.518644, 1376.103715
2885.549709, 1375.160616
2885.580773, 1374.217517
2885.611842, 1373.274172
2885.642912, 1372.330779
2885.673981, 1371.387385
2885.705051, 1370.443992
2885.736120, 1369.500599
2885.767190, 1368.557206
2885.798260, 1367.613812
2885.829329, 1366.670419
2885.860399, 1365.727026
2885.891469, 1364.783632
2885.922542, 1363.840348
2885.953617, 1362.897085
2885.984692, 1361.953821
2886.015766, 1361.010558
2886.046841, 1360.067295
2886.077916, 1359.124031
2886.108990, 1358.180768
2886.140065, 1357.237505
2886.171140, 1356.294241
2886.202214, 1355.350978
2886.233293, 1354.408123
2886.264373, 1353.465347
2886.295452, 1352.522571
2886.326532, 1351.579796
2886.357612, 1350.637020
2886.388691, 1349.694244
2886.419771, 1348.751469
2886.450851, 1347.808693
2886.481930, 1346.865918
2886.513010, 1345.923142
2886.544094, 1344.980014
2886.575179, 1344.036817
2886.606263, 1343.093620
2886.637348, 1342.150424
2886.668433, 1341.207227
2886.699517, 1340.264030
2886.730602, 1339.320833
2886.761687, 1338.377637
2886.792771, 1337.434440
2886.823856, 1336.491243
2886.854945, 1335.548058
2886.886035, 1334.604875
2886.917124, 1333.661692
2886.948214, 1332.718509
2886.979304, 1331.775326
2887.010394, 1330.832143
2887.041483, 1329.888959
2887.072573, 1328.945776
2887.103663, 1328.002593
2887.134752, 1327.059410
2887.165846, 1326.116551
2887.196941, 1325.173755
2887.228036, 1324.230959
2887.259130, 1323.288163
2887.290225, 1322.345367
2887.321320, 1321.402570
2887.352414, 1320.459774
2887.383509, 1319.516978
2887.414604, 1318.574182
2887.445699, 1317.631386
2887.476797, 1316.688174
2887.507897, 1315.744882
2887.538997, 1314.801589
2887.570097, 1313.858297
2887.601196, 1312.915004
2887.632296, 1311.971712
2887.663396, 1311.028419
2887.694496, 1310.085127
2887.725595, 1309.141834
2887.756695, 1308.198541
2887.787799, 1307.255218
2887.818904, 1306.311888
2887.850008, 1305.368559
2887.881113, 1304.425229
2887.912218, 1303.481900
2887.943323, 1302.538570
2887.974427, 1301.595240
2888.005532, 1300.651911
2888.036637, 1299.708581
2888.067742, 1298.765252
2888.098851, 1297.822227
2888.129960, 1296.879262
2888.161070, 1295.936298
2888.192180, 1294.993333
2888.223290, 1294.050368
2888.254399, 1293.107403
2888.285509, 1292.164438
2888.316619, 1291.221473
2888.347729, 1290.278508
2888.378838, 1289.335543
2888.409952, 1288.392167
2888.441067, 1287.448711
2888.472182, 1286.505255
2888.503297, 1285.561799
2888.534411, 1284.618343
2888.565526, 1283.674887
2888.596641, 1282.731431
2888.627756, 1281.787975
2888.658870, 1280.844518
2888.689985, 1279.901062
2888.721104, 1278.957602
2888.752224, 1278.014141
2888.783344, 1277.070681
2888.814463, 1276.127220
2888.845583, 1275.183759
2888.876703, 1274.240298
2888.907823, 1273.296837
2888.938943, 1272.353376
2888.970062, 1271.409915
2889.001182, 1270.466455
2889.032306, 1269.523348
2889.063431, 1268.580310
2889.094556, 1267.637271
2889.125680, 1266.694233
2889.156805, 1265.751195
2889.187930, 1264.808157
2889.219055, 1263.865119
2889.250180, 1262.922081
2889.281304, 1261.979043
2889.312429, 1261.036005
2889.343558, 1260.092616
2889.374688, 1259.149159
2889.405818, 1258.205702
2889.436947, 1257.262245
2889.468077, 1256.318788
2889.499207, 1255.375331
2889.530337, 1254.431874
2889.561467, 1253.488416
2889.592596, 1252.544959
2889.623726, 1251.601502
2889.654860, 1250.658115
2889.685995, 1249.714741
2889.717130, 1248.771368
2889.748265, 1247.827994
2889.779399, 1246.884620
2889.810534, 1245.941247
2889.841669, 1244.997873
2889.872804, 1244.054500
2889.903939, 1243.111126
2889.935073, 1242.167752
2889.966212, 1241.224813
2889.997352, 1240.281958
2890.028492, 1239.339104
2890.059632, 1238.396249
2890.090771, 1237.453394
2890.121911, 1236.510539
2890.153051, 1235.567685
2890.184191, 1234.624830
2890.215330, 1233.681975
2890.246470, 1232.739121
2890.277614, 1231.795996
2890.308759, 1230.852819
2890.339904, 1229.909641
2890.371049, 1228.966464
2890.402193, 1228.023287
2890.433338, 1227.080109
2890.464483, 1226.136932
2890.495628, 1225.193755
2890.526772, 1224.250577
2890.557917, 1223.307400
2890.589066, 1222.364370
2890.620216, 1221.421368
2890.651366, 1220.478366
2890.682515, 1219.535365
2890.713665, 1218.592363
2890.744815, 1217.649361
2890.775965, 1216.706359
2890.807114, 1215.763358
2890.838264, 1214.820356
2890.869414, 1213.877354
2890.900568, 1212.934134
2890.931722, 1211.990871
2890.962877, 1211.047609
2890.994032, 1210.104346
2891.025187, 1209.161083
2891.056341, 1208.217821
2891.087496, 1207.274558
2891.118651, 1206.331295
2891.149806, 1205.388033
2891.180960, 1204.444770
2891.212119, 1203.500320
2891.243279, 1202.555638
2891.274439, 1201.610956
2891.305599, 1200.666274
2891.336758, 1199.721592
2891.367918, 1198.776911
2891.399078, 1197.832229
2891.430238, 1196.887547
2891.461398, 1195.942865
2891.492557, 1194.998183
2891.523721, 1194.053909
2891.554886, 1193.109715
2891.586051, 1192.165520
2891.617216, 1191.221325
2891.648381, 1190.277131
2891.679546, 1189.332936
2891.710710, 1188.388742
2891.741875, 1187.444547
2891.773040, 1186.500352
2891.804205, 1185.556158
2891.835374, 1184.612541
2891.866544, 1183.669036
2891.897713, 1182.725532
2891.928883, 1181.782027
2891.960053, 1180.838522
2891.991223, 1179.895018
2892.022393, 1178.951513
2892.053563, 1178.008009
2892.084732, 1177.064504
2892.115902, 1176.121000
2892.147076, 1175.177925
2892.178251, 1174.234934
2892.209426, 1173.291943
2892.240600, 1172.348951
2892.271775, 1171.405960
2892.302950, 1170.462969
2892.334125, 1169.519978
2892.365300, 1168.576987
2892.396474, 1167.633996
2892.427649, 1166.691005
2892.458828, 1165.747776
2892.490008, 1164.804501
2892.521188, 1163.861226
2892.552367, 1162.917951
2892.583547, 1161.974676
2892.614727, 1161.031402
2892.645907, 1160.088127
2892.677086, 1159.144852
2892.708266, 1158.201577
2892.739446, 1157.258302
2892.770630, 1156.315243
2892.801815, 1155.372225
2892.832999, 1154.429208
2892.864184, 1153.486191
2892.895369, 1152.543173
2892.926553, 1151.600156
2892.957738, 1150.657139
2892.988923, 1149.714121
2893.020108, 1148.771104
2893.051292, 1147.828087
2893.082481, 1146.885420
2893.113671, 1145.942821
2893.144861, 1145.000223
2893.176050, 1144.057624
2893.207240, 1143.115025
2893.238430, 1142.172427
2893.269619, 1141.229828
2893.300809, 1140.287230
2893.331999, 1139.344631
2893.363188, 1138.402032
2893.394382, 1137.460391
2893.425577, 1136.518936
2893.456771, 1135.577481
2893.487966, 1134.636026
2893.519160, 1133.694572
2893.550355, 1132.753117
2893.581549, 1131.811662
2893.612744, 1130.870207
2893.643938, 1129.928752
2893.675133, 1128.987297
2893.706332, 1128.046474
2893.737531, 1127.105774
2893.768730, 1126.165073
2893.799930, 1125.224373
2893.831129, 1124.283673
2893.862329, 1123.342973
2893.893528, 1122.402273
2893.924728, 1121.461572
2893.955927, 1120.520872
2893.987126, 1119.580172
2894.018330, 1118.639989
2894.049534, 1117.699906
2894.080738, 1116.759823
2894.111942, 1115.819740
2894.143147, 1114.879657
2894.174351, 1113.939575
