Speed (CAS), Climb Angle
 121.971636,    0.675239
 122.824348,    0.671748
 123.677060,    0.669606
 124.529772,    0.666416
 125.382485,    0.662138
 126.235197,    0.657385
 127.087909,    0.651088
 127.940621,    0.644558
 128.793334,    0.636572
 129.646046,    0.628264
 130.498758,    0.618713
 131.351470,    0.612350
 132.204182,    0.605588
 133.056895,    0.598477
 133.909607,    0.590150
 134.762319,    0.581673
 135.615031,    0.571783
 136.467743,    0.561937
 137.320456,    0.550641
 138.173168,    0.539226
 139.025880,    0.526883
 139.878592,    0.513906
 140.731304,    0.500677
 141.584017,    0.486147
 142.436729,    0.471630
 143.289441,    0.456125
 144.142153,    0.440056
 144.994865,    0.423989
 145.847578,    0.406416
 146.700290,    0.388800
 147.553002,    0.370905
 148.405714,    0.351754
 149.258427,    0.332588
 150.111139,    0.313055
 150.963851,    0.292361
 151.816563,    0.271644
 152.669275,    0.250710
 153.521988,    0.228476
 154.374700,    0.206209
 155.227412,    0.183910
 156.080124,    0.160950
 156.932836,    0.139895
 157.785549,    0.118800
 158.638261,    0.097130
 159.490973,    0.074538
 160.343685,    0.051898
 161.196397,    0.029209
 162.049110,    0.005514
 162.901822,   -0.018661
 163.754534,   -0.042892
 164.607246,   -0.067179
 165.459958,   -0.092566
 166.312671,   -0.118326
 167.165383,   -0.144149
 168.018095,   -0.170035
 168.870807,   -0.196762
 169.723520,   -0.224104
 170.576232,   -0.251516
 171.428944,   -0.278998
 172.281656,   -0.306696
 173.134368,   -0.335614
 173.987081,   -0.364609
 174.839793,   -0.393680
 175.692505,   -0.422829
 176.545217,   -0.452445
 177.397929,   -0.483013
 178.250642,   -0.513664
 179.103354,   -0.544398
 179.956066,   -0.575215
 180.808778,   -0.606283
 181.661490,   -0.637047
 182.514203,   -0.666965
 183.366915,   -0.696973
 184.219627,   -0.727069
 185.072339,   -0.757254
 185.925051,   -0.788180
 186.777764,   -0.819747
 187.630476,   -0.851408
 188.483188,   -0.883164
 189.335900,   -0.915014
 190.188613,   -0.946959
 191.041325,   -0.979549
 191.894037,   -1.012853
 192.746749,   -1.046257
 193.599461,   -1.079762
 194.452174,   -1.113366
 195.304886,   -1.147071
 196.157598,   -1.180876
 197.010310,   -1.215739
 197.863022,   -1.250881
 198.715735,   -1.286128
 199.568447,   -1.321481
 200.421159,   -1.356939
 201.273871,   -1.392502
 202.126583,   -1.428171
 202.979296,   -1.464579
 203.832008,   -1.501558
 204.684720,   -1.538648
 205.537432,   -1.575847
 206.390144,   -1.613157
