Time, Aircraft mass
   0.000000, 22241.839357
   0.515827, 22232.286629
  15.895285, 22005.980107
 187.945817, 19874.003934
 199.245817, 19796.984295
 199.245817, 19796.984294
 199.245817, 19796.984294
 199.245817, 19796.984294
 199.245817, 19796.984294
 199.245817, 19796.984294
 199.414381, 19796.537600
