CLe, Static Stability Margin
  -0.348733,   -0.493867
  -0.274500,   -0.497743
  -0.200290,   -0.505154
  -0.126098,   -0.514875
  -0.051919,   -0.517878
   0.022253,   -0.520167
   0.096421,   -0.530957
   0.170591,   -0.541268
   0.244767,   -0.516124
   0.319945,   -0.559290
   0.393201,   -0.636780
   0.466477,   -0.644780
   0.539779,   -0.651992
   0.613110,   -0.658522
   0.686474,   -0.664871
   0.759878,   -0.670438
   0.833324,   -0.674661
