Fuel used, Altitude
   0.000000,    0.000000
  94.846769,   35.000000
3298.060232, 33000.000000
13818.180365, 33000.000000
13942.451871, 1500.000000
14543.885437, 15000.000000
16024.382345, 15000.000000
16070.526600, 1500.000000
16343.222527, 1500.000000
16343.124786,   50.000000
16343.124786,    0.000000
