Ground Roll distance, Vertical Forces
1123.401227, 120723.529917
1150.347272, 120086.633830
1337.266456, 115735.363142
1374.238936, 114888.366776
1411.075987, 114048.919608
1447.778321, 113216.936876
1484.346647, 112392.334984
1491.949805, 112221.429230
1492.088829, 112218.305960
1492.181420, 112216.225863
1492.208562, 112215.608024
1492.233508, 112214.976303
1492.482960, 112208.658290
1494.977092, 112145.397705
1519.879383, 111504.685818
1664.029667, 107447.720183
1806.800529, 102764.554100
1941.376200, 97627.296313
1980.998154, 95961.559572
2022.897437, 94116.384330
2138.668808, 88526.349698
2249.654008, 82394.712920
2351.957503, 75951.317710
2445.482891, 69277.346448
2530.404059, 62455.660610
2606.988217, 55576.016981
2675.575441, 48731.916227
2736.559731, 42017.321530
2790.367554, 35524.010130
2801.751453, 34074.111148
2808.960422, 33141.257285
2812.912859, 32624.865451
2816.712588, 32125.160762
2853.061065, 27179.203945
2865.343622, 25436.526853
2872.947971, 24338.479092
2875.710676, 23935.840551
2878.682331, 23500.483998
2906.870211, 19248.849173
2918.933729, 17358.148262
2934.443206, 14859.924591
2936.140661, 14581.697738
2937.371674, 14379.322850
2938.472283, 14197.976270
2949.091369, 12428.049179
2974.671362, 8004.580414
2994.911614, 4325.123159
2997.207921, 3896.330465
2998.208876, 3708.632704
2998.624296, 3630.590681
2999.283214, 3506.618777
3005.238701, 2374.901301
3015.193846,  430.329723
3016.228399,  223.208371
3016.727650,  122.717215
3017.055094,   56.557856
3017.248078,   17.437298
3017.328550,    1.078540
3017.333541,    0.061955
3017.333829,    0.003314
3017.333837,    0.001693
