Time, Rate of Climb
   0.000000, -585.072364
   0.100000, -584.791612
   0.200000, -584.774766
   0.300000, -584.757921
   0.400000, -584.695972
   0.500000, -584.630178
   0.600000, -584.564384
   0.700000, -584.498590
   0.800000, -584.432796
   0.900000, -584.367003
   1.000000, -584.301209
   1.100000, -584.235415
   1.200000, -584.169621
   1.300000, -584.103828
   1.400000, -584.069306
   1.500000, -584.037449
   1.600000, -584.005593
   1.700000, -583.973737
   1.800000, -583.941881
   1.900000, -583.910024
   2.000000, -583.878168
   2.100000, -583.846312
   2.200000, -583.814456
   2.300000, -583.782599
   2.400000, -583.773186
   2.500000, -583.765686
   2.600000, -583.758185
   2.700000, -583.750685
   2.800000, -583.743185
   2.900000, -583.735684
   3.000000, -583.728184
   3.100000, -583.720684
   3.200000, -583.713183
   3.300000, -583.705683
   3.400000, -583.710960
   3.500000, -583.717326
   3.600000, -583.723692
   3.700000, -583.730058
   3.800000, -583.736423
   3.900000, -583.742789
   4.000000, -583.749155
   4.100000, -583.755521
   4.200000, -583.761887
   4.300000, -583.768253
   4.400000, -583.798358
   4.500000, -583.830487
   4.600000, -583.862616
   4.700000, -583.894745
   4.800000, -583.926875
   4.900000, -583.959004
   5.000000, -583.991133
   5.100000, -584.023262
   5.200000, -584.055391
   5.300000, -584.087520
   5.400000, -584.046982
   5.500000, -584.000250
   5.600000, -583.953517
   5.700000, -583.906785
   5.800000, -583.860053
   5.900000, -583.813321
   6.000000, -583.766589
   6.100000, -583.719856
   6.200000, -583.673124
   6.300000, -583.626392
   6.400000, -583.611465
   6.500000, -583.599249
   6.600000, -583.587032
   6.700000, -583.574816
   6.800000, -583.562600
   6.900000, -583.550384
   7.000000, -583.538168
   7.100000, -583.525951
   7.200000, -583.513735
   7.300000, -583.501519
   7.400000, -583.502237
   7.500000, -583.504058
   7.600000, -583.505879
   7.700000, -583.507700
   7.800000, -583.509521
   7.900000, -583.511341
   8.000000, -583.513162
   8.100000, -583.514983
   8.200000, -583.516804
   8.300000, -583.518625
   8.400000, -583.544601
   8.500000, -583.572636
   8.600000, -583.600671
   8.700000, -583.628706
   8.800000, -583.656742
   8.900000, -583.684777
   9.000000, -583.712812
   9.100000, -583.740847
   9.200000, -583.768882
   9.300000, -583.796917
   9.400000, -583.752763
   9.500000, -583.702455
   9.600000, -583.652147
   9.700000, -583.601839
   9.800000, -583.551531
   9.900000, -583.501223
  10.000000, -583.450915
  10.100000, -583.400607
  10.200000, -583.350299
  10.300000, -583.299991
  10.400000, -583.282289
  10.500000, -583.267367
  10.600000, -583.252445
  10.700000, -583.237523
  10.800000, -583.222600
  10.900000, -583.207678
  11.000000, -583.192756
  11.100000, -583.177834
  11.200000, -583.162912
  11.300000, -583.147989
  11.400000, -583.147717
  11.500000, -583.148693
  11.600000, -583.149669
  11.700000, -583.150645
  11.800000, -583.151622
  11.900000, -583.152598
  12.000000, -583.153574
  12.100000, -583.154550
  12.200000, -583.155526
  12.300000, -583.156503
  12.400000, -583.180951
  12.500000, -583.207401
  12.600000, -583.233851
  12.700000, -583.260300
  12.800000, -583.286750
  12.900000, -583.313200
  13.000000, -583.339649
  13.100000, -583.366099
  13.200000, -583.392548
  13.300000, -583.418998
  13.400000, -583.374893
  13.500000, -583.324774
  13.600000, -583.274654
  13.700000, -583.224535
  13.800000, -583.174416
  13.900000, -583.124297
  14.000000, -583.074177
  14.100000, -583.024058
  14.200000, -582.973939
  14.300000, -582.923819
  14.400000, -582.907226
  14.500000, -582.893490
  14.600000, -582.879755
  14.700000, -582.866019
  14.800000, -582.852284
  14.900000, -582.838548
  15.000000, -582.824812
  15.100000, -582.811077
  15.200000, -582.797341
  15.300000, -582.783605
  15.400000, -582.784479
  15.500000, -582.786597
  15.600000, -582.788716
  15.700000, -582.790834
  15.800000, -582.792953
  15.900000, -582.795071
  16.000000, -582.797190
  16.100000, -582.799308
  16.200000, -582.801426
  16.300000, -582.803545
  16.400000, -582.831442
  16.500000, -582.861536
  16.600000, -582.891630
  16.700000, -582.921724
  16.800000, -582.951818
  16.900000, -582.981912
  17.000000, -583.012006
  17.100000, -583.042100
  17.200000, -583.072194
  17.300000, -583.102288
  17.400000, -583.061353
  17.500000, -583.014364
  17.600000, -582.967374
  17.700000, -582.920385
  17.800000, -582.873396
  17.900000, -582.826406
  18.000000, -582.779417
  18.100000, -582.732427
  18.200000, -582.685438
  18.300000, -582.638449
  18.400000, -582.625294
  18.500000, -582.615024
  18.600000, -582.604754
  18.700000, -582.594484
