Mach, Rate of Climb
   0.257812,  582.895651
   0.261268,  593.045071
   0.264725,  602.270735
   0.268181,  610.643586
   0.271638,  618.383683
   0.275094,  625.201035
   0.278551,  631.100575
   0.282007,  636.205454
   0.285463,  640.785983
   0.288920,  644.500991
   0.292376,  647.252946
   0.295833,  649.204111
   0.299289,  650.754361
   0.302746,  651.511754
   0.306202,  651.428455
   0.309659,  650.453759
   0.313115,  649.203044
   0.316571,  647.218520
   0.320028,  644.086077
   0.323484,  640.521666
   0.326941,  636.399197
   0.330397,  631.404436
   0.333854,  625.741125
   0.337310,  619.138497
   0.340767,  612.345134
   0.344223,  604.324939
   0.347679,  595.867653
   0.351136,  586.332592
   0.354592,  576.533258
   0.358049,  565.653535
   0.361505,  554.077880
   0.364962,  541.830330
   0.368418,  528.703354
   0.371875,  515.153695
   0.375331,  500.248519
   0.378787,  484.864690
   0.382244,  468.876647
   0.385700,  451.633228
   0.389157,  433.901645
   0.392613,  415.340636
   0.396070,  395.628799
   0.399526,  375.394118
   0.402983,  354.403009
   0.406439,  332.052659
   0.409895,  309.118799
   0.413352,  285.622780
   0.416808,  260.717567
   0.420265,  235.006764
   0.423721,  208.671759
   0.427178,  181.639385
   0.430634,  153.066160
   0.434091,  123.831469
   0.437547,   93.938156
   0.441003,   63.403434
   0.444460,   31.207550
   0.447916,   -1.697359
   0.451373,  -35.295307
   0.454829,  -69.574050
   0.458286, -104.982814
   0.461742, -141.692226
   0.465199, -179.128974
   0.468655, -217.285530
   0.472111, -256.165746
   0.475568, -296.145505
   0.479024, -337.542052
   0.482481, -379.696892
   0.485937, -422.614042
   0.489394, -466.305307
   0.492850, -510.770516
   0.496307, -556.642967
   0.499763, -603.701910
   0.503220, -651.565491
   0.506676, -700.237755
   0.510132, -749.722794
   0.513589, -800.024778
   0.517045, -851.230915
   0.520502, -904.196622
   0.523958, -958.012454
   0.527415, -1012.682721
   0.530871, -1068.193394
   0.534328, -1124.561762
   0.537784, -1181.797190
   0.541240, -1239.903986
   0.544697, -1299.430932
   0.548153, -1360.294124
   0.551610, -1422.061014
   0.555066, -1484.736037
   0.558523, -1548.281855
   0.561979, -1612.736351
   0.565436, -1678.111674
   0.568892, -1744.412260
   0.572348, -1811.586988
   0.575805, -1880.453886
   0.579261, -1950.531506
   0.582718, -2021.570166
   0.586174, -2093.503619
   0.589631, -2166.398794
   0.593087, -2240.267728
   0.596544, -2315.114971
   0.600000, -2390.857663
