Speed (CAS), Rate of Climb
 121.965363, 1118.733285
 123.129075, 1126.040251
 124.292787, 1132.892185
 125.456500, 1139.304008
 126.620212, 1145.292419
 127.783924, 1150.749881
 128.947637, 1155.696738
 130.111349, 1160.251156
 131.275061, 1164.359763
 132.438774, 1167.878569
 133.602486, 1171.046929
 134.766198, 1173.721196
 135.929911, 1175.874999
 137.093623, 1178.664590
 138.257336, 1181.224904
 139.421048, 1183.525847
 140.584760, 1185.281997
 141.748473, 1186.669161
 142.912185, 1187.591274
 144.075897, 1188.087160
 145.239610, 1188.146638
 146.403322, 1187.779627
 147.567034, 1186.949246
 148.730747, 1185.753806
 149.894459, 1184.007799
 151.058171, 1182.024697
 152.221884, 1179.338846
 153.385596, 1176.470502
 154.549308, 1172.967087
 155.713021, 1169.122652
 156.876733, 1166.080059
 158.040446, 1162.479724
 159.204158, 1158.687550
 160.367870, 1154.331122
 161.531583, 1149.545948
 162.695295, 1144.555040
 163.859007, 1138.866313
 165.022720, 1132.852081
 166.186432, 1126.618185
 167.350144, 1119.660837
 168.513857, 1112.375594
 169.677569, 1104.856756
 170.841281, 1096.708806
 172.004994, 1088.113069
 173.168706, 1079.269836
 174.332419, 1070.024257
 175.496131, 1060.307171
 176.659843, 1051.183634
 177.823556, 1041.812300
 178.987268, 1031.829005
 180.150980, 1021.353145
 181.314693, 1010.615675
 182.478405,  999.615832
 183.642117,  987.948415
 184.805830,  975.814216
 185.969542,  963.403896
 187.133254,  950.716620
 188.296967,  937.497741
 189.460679,  923.649870
 190.624391,  909.511401
 191.788104,  895.081432
 192.951816,  880.359059
 194.115529,  864.858797
 195.279241,  849.696085
 196.442953,  835.066756
 197.606666,  820.149335
 198.770378,  804.942853
 199.934090,  788.983453
 201.097803,  772.588693
 202.261515,  755.891444
 203.425227,  738.890678
 204.588940,  721.585365
 205.752652,  703.825526
 206.916364,  685.306516
 208.080077,  666.469709
 209.243789,  647.314022
 210.407502,  627.838367
 211.571214,  608.041659
 212.734926,  587.831160
 213.898639,  566.788766
 215.062351,  546.466813
 216.226063,  526.184177
 217.389776,  505.580458
 218.553488,  484.654516
 219.717200,  463.405212
 220.880913,  441.605315
 222.044625,  419.103647
 223.208337,  396.265724
 224.372050,  373.090358
 225.535762,  349.576361
 226.699474,  325.722542
 227.863187,  301.527714
 229.026899,  276.990688
 230.190612,  251.637934
 231.354324,  225.807304
 232.518036,  199.621783
 233.681749,  173.094700
 234.845461,  147.423461
 236.009173,  121.405795
 237.172886,   95.040465
