Time, Powers
   0.000000,    0.020875
   0.001667,   20.841993
   0.003333,   41.530749
   0.005000,   62.164809
   0.006667,   82.757995
   0.008333,  103.310308
   0.010000,  123.821748
   0.011667,  144.292315
   0.013333,  164.722008
   0.015000,  185.110829
   0.016667,  205.458776
   0.018333,  225.765850
   0.020000,  245.830192
   0.021667,  265.829319
   0.023333,  285.788484
   0.025000,  305.707687
   0.026667,  325.586929
   0.028333,  345.426210
   0.030000,  365.225529
   0.031667,  384.984886
   0.033333,  404.704282
   0.035000,  424.383716
   0.036667,  443.818740
   0.038333,  463.189155
   0.040000,  482.520540
   0.041667,  501.812894
   0.043333,  521.066218
   0.045000,  540.280512
   0.046667,  559.455776
   0.048333,  578.592010
   0.050000,  597.689213
   0.051667,  616.747387
   0.053333,  635.560089
   0.055000,  654.308881
   0.056667,  673.019591
   0.058333,  691.692218
   0.060000,  710.326764
   0.061667,  728.923228
   0.063333,  747.481610
   0.065000,  766.001910
   0.066667,  784.484128
   0.068333,  802.928264
   0.070000,  821.126459
   0.071667,  839.261527
   0.073333,  857.359476
   0.075000,  875.420305
   0.076667,  893.444014
   0.078333,  911.430604
   0.080000,  929.380074
   0.081667,  947.292425
   0.083333,  965.167656
   0.085000,  983.005767
   0.086667, 1000.460755
   0.088333, 1017.831060
   0.090000, 1035.159628
   0.091667, 1052.446458
   0.093333, 1069.691552
   0.095000, 1086.894908
   0.096667, 1104.056528
   0.098333, 1121.176410
   0.100000, 1138.254555
   0.101667, 1155.290963
   0.103333, 1171.709945
   0.105000, 1188.006567
   0.106667, 1204.252197
   0.108333, 1220.446834
   0.110000, 1236.590477
   0.111667, 1252.683128
   0.113333, 1268.724785
   0.115000, 1284.715449
   0.116667, 1300.655121
   0.118333, 1316.543799
   0.120000, 1332.113983
   0.121667, 1347.601589
   0.123333, 1363.040124
   0.125000, 1378.429589
   0.126667, 1393.769983
   0.128333, 1409.061306
   0.130000, 1424.303558
   0.131667, 1439.496739
   0.133333, 1454.640850
   0.135000, 1469.735890
   0.136667, 1484.521582
   0.138333, 1499.227495
   0.140000, 1513.886231
   0.141667, 1528.497790
   0.143333, 1543.062173
   0.145000, 1557.579379
   0.146667, 1572.049408
   0.148333, 1586.472261
   0.150000, 1600.847937
   0.151667, 1615.176436
   0.153333, 1629.204991
   0.155000, 1643.156569
   0.156667, 1657.062833
   0.158333, 1670.923782
   0.160000, 1684.739418
   0.161667, 1698.509740
   0.163333, 1712.234748
   0.165000, 1725.914443
   0.166667, 1739.548823
   0.168333, 1753.137889
   0.170000, 1766.436616
   0.171667, 1779.661163
   0.173333, 1792.842224
   0.175000, 1805.979800
   0.176667, 1819.073890
   0.178333, 1832.124495
   0.180000, 1845.131614
   0.181667, 1858.095248
   0.183333, 1871.015397
   0.185000, 1883.892061
   0.186667, 1896.488140
   0.188333, 1909.012821
   0.190000, 1921.495809
   0.191667, 1933.937103
   0.193333, 1946.336704
   0.195000, 1958.694610
   0.196667, 1971.010823
   0.198333, 1983.285342
   0.200000, 1995.518168
   0.201667, 2007.709299
   0.203333, 2018.605134
   0.205000, 2029.289414
   0.206667, 2039.917880
   0.208333, 2050.490531
   0.210000, 2061.007367
   0.211667, 2071.468390
   0.213333, 2081.873597
   0.215000, 2092.222991
   0.216667, 2102.516570
   0.218333, 2112.754335
   0.220000, 2122.646032
   0.221667, 2132.448078
   0.223333, 2142.196856
   0.225000, 2151.892364
   0.226667, 2161.534603
   0.228333, 2171.123573
   0.230000, 2180.659274
   0.231667, 2190.141706
   0.233333, 2199.570869
   0.235000, 2208.946762
   0.236667, 2218.033991
   0.238333, 2227.041384
   0.240000, 2235.998499
   0.241667, 2244.905337
   0.243333, 2253.761896
   0.245000, 2262.568178
   0.246667, 2271.324182
   0.248333, 2280.029908
   0.250000, 2288.685356
   0.251667, 2297.290526
   0.253333, 2305.626484
   0.255000, 2313.887531
   0.256667, 2322.101161
   0.258333, 2330.267374
   0.260000, 2338.386170
   0.261667, 2346.457549
   0.263333, 2354.481512
   0.265000, 2362.458058
   0.266667, 2370.387187
   0.268333, 2378.268900
   0.270000, 2385.900105
   0.271667, 2393.461118
   0.273333, 2400.977447
   0.275000, 2408.449091
   0.276667, 2415.876053
   0.278333, 2423.258330
   0.280000, 2430.595923
   0.281667, 2437.888833
   0.283333, 2445.137059
   0.285000, 2452.340601
   0.286667, 2459.311578
   0.288333, 2466.216875
   0.290000, 2473.080095
