Speed (TAS), Rate of Climb
 123.767960, 1335.493583
 125.324051, 1345.022511
 126.880142, 1353.745003
 128.436233, 1361.663200
 129.992324, 1368.781742
 131.548415, 1375.079354
 133.104507, 1380.533644
 134.660598, 1385.186306
 136.216689, 1389.051051
 137.772780, 1393.321653
 139.328871, 1397.700789
 140.884963, 1401.270329
 142.441054, 1404.033227
 143.997145, 1406.124713
 145.553236, 1407.547403
 147.109327, 1408.019547
 148.665419, 1407.873936
 150.221510, 1407.018342
 151.777601, 1405.275671
 153.333692, 1402.988641
 154.889783, 1399.736693
 156.445875, 1395.902270
 158.001966, 1391.224488
 159.558057, 1385.866581
 161.114148, 1381.517679
 162.670239, 1376.641531
 164.226331, 1370.988488
 165.782422, 1364.741392
 167.338513, 1357.609559
 168.894604, 1350.046232
 170.450695, 1341.398080
 172.006786, 1332.325519
 173.562878, 1322.385197
 175.118969, 1311.740477
 176.675060, 1300.616628
 178.231151, 1288.368255
 179.787242, 1275.651969
 181.343334, 1262.273001
 182.899425, 1248.461311
 184.455516, 1235.676525
 186.011607, 1222.230015
 187.567698, 1207.817030
 189.123790, 1192.926182
 190.679881, 1177.509644
 192.235972, 1160.949532
 193.792063, 1143.889178
 195.348154, 1126.326736
 196.904246, 1107.864270
 198.460337, 1088.575644
 200.016428, 1068.762551
 201.572519, 1048.423014
 203.128610, 1027.032570
 204.684702, 1004.915361
 206.240793,  983.555825
 207.796884,  962.495087
 209.352975,  940.527319
 210.909066,  917.707691
 212.465157,  894.347238
 214.021249,  870.443742
 215.577340,  845.994985
 217.133431,  820.347340
 218.689522,  794.081066
 220.245613,  767.247546
 221.801705,  739.844452
 223.357796,  711.869458
 224.913887,  682.769484
 226.469978,  652.926223
 228.026069,  622.489320
 229.582161,  593.567176
 231.138252,  564.175224
 232.694343,  534.196522
 234.250434,  502.954159
 235.806525,  471.121856
 237.362617,  438.697092
 238.918708,  405.677346
 240.474799,  372.060093
 242.030890,  337.842814
 243.586981,  302.664486
 245.143073,  266.527254
 246.699164,  229.768864
 248.255255,  192.386708
 249.811346,  154.378176
 251.367437,  116.217749
 252.923528,   78.569199
 254.479620,   40.260099
 256.035711,    0.674368
 257.591802,  -39.543781
 259.147893,  -80.397035
 260.703984, -121.888081
 262.260076, -164.019604
 263.816167, -206.794293
 265.372258, -250.214833
 266.928349, -294.283912
 268.484440, -339.315089
 270.040532, -385.399534
 271.596623, -432.152859
 273.152714, -479.577823
 274.708805, -526.964720
 276.264896, -574.615007
 277.820988, -622.932564
