Mach, Rate of Climb
   0.217300,    4.114545
   0.222984,    4.346879
   0.228668,    4.566792
   0.234352,    4.774746
   0.240035,    4.970956
   0.245719,    5.153989
   0.251403,    5.326432
   0.257087,    5.486844
   0.262771,    5.637828
   0.268455,    5.776147
   0.274138,    5.904877
   0.279822,    6.023438
   0.285506,    6.132068
   0.291190,    6.230905
   0.296874,    6.319618
   0.302558,    6.399572
   0.308241,    6.469793
   0.313925,    6.531796
   0.319609,    6.581786
   0.325293,    6.623562
   0.330977,    6.657083
   0.336661,    6.677593
   0.342344,    6.689697
   0.348028,    6.691986
   0.353712,    6.683087
   0.359396,    6.666449
   0.365080,    6.637102
   0.370764,    6.600422
   0.376447,    6.551369
   0.382131,    6.493482
   0.387815,    6.426284
   0.393499,    6.347131
   0.399183,    6.261844
   0.404867,    6.165445
   0.410551,    6.059640
   0.416234,    5.948863
   0.421918,    5.822900
   0.427602,    5.686912
   0.433286,    5.542413
   0.438970,    5.385451
   0.444654,    5.212667
   0.450337,    5.031499
   0.456021,    4.842909
   0.461705,    4.643075
   0.467389,    4.433752
   0.473073,    4.226636
   0.478757,    4.017929
   0.484440,    3.821426
   0.490124,    3.611043
   0.495808,    3.407320
   0.501492,    3.196873
   0.507176,    2.982703
   0.512860,    2.760396
   0.518543,    2.523849
   0.524227,    2.272655
   0.529911,    2.011921
   0.535595,    1.740827
   0.541279,    1.460111
   0.546963,    1.169339
   0.552646,    0.868821
   0.558330,    0.548110
   0.564014,    0.216564
   0.569698,   -0.125305
   0.575382,   -0.477559
   0.581066,   -0.840337
   0.586750,   -1.213717
   0.592433,   -1.597836
   0.598117,   -1.992793
   0.603801,   -2.405411
   0.609485,   -2.833499
   0.615169,   -3.273063
   0.620853,   -3.724213
   0.626536,   -4.187056
   0.632220,   -4.661699
   0.637904,   -5.148250
   0.643588,   -5.646818
   0.649272,   -6.157509
   0.654956,   -6.680433
   0.660639,   -7.215696
   0.666323,   -7.770831
   0.672007,   -8.342201
   0.677691,   -8.926517
   0.683375,   -9.523890
   0.689059,  -10.134430
   0.694742,  -10.758248
   0.700426,  -11.395452
   0.706110,  -12.046155
   0.711794,  -12.710465
   0.717478,  -13.388493
   0.723162,  -14.080350
   0.728845,  -14.786146
   0.734529,  -15.505990
   0.740213,  -16.239993
   0.745897,  -16.988266
   0.751581,  -17.755386
   0.757265,  -18.543526
   0.762948,  -19.346516
   0.768632,  -20.164467
   0.774316,  -20.997492
   0.780000,  -21.845702
