CL_e, CD_e
   0.162375,    0.156051
   0.161693,    0.231106
   0.161046,    0.306151
   0.160443,    0.381190
   0.159909,    0.456228
   0.159460,    0.531269
   0.159117,    0.606320
   0.158881,    0.681385
   0.158807,    0.756468
   0.159001,    0.832689
   0.160032,    0.906908
