CL_e, CD_e
   0.162375,    0.158634
   0.161693,    0.235220
   0.161031,    0.311798
   0.160422,    0.388373
   0.159865,    0.464948
   0.159401,    0.541529
   0.159024,    0.618117
   0.158754,    0.694718
   0.158602,    0.771335
   0.158582,    0.849108
   0.158767,    0.924835
   0.159910,    1.000589
   0.160447,    1.076374
