CL_e, CD_e
   0.162375,    0.162483
   0.161693,    0.241347
   0.161028,    0.320210
   0.160393,    0.399074
   0.159828,    0.477940
   0.159334,    0.556812
   0.158922,    0.635692
   0.158619,    0.714581
   0.158414,    0.793483
   0.158323,    0.873569
   0.158404,    0.951541
   0.158628,    1.029533
   0.159060,    1.107547
   0.159719,    1.185584
   0.161282,    1.263648
   0.162307,    1.341741
