Speed(TAS), Altitude
 146.059496,    0.000000
 146.763073,  328.083990
 147.471620,  656.167979
 148.185185,  984.251969
 148.903814, 1312.335958
 149.627554, 1640.419948
 150.356454, 1968.503937
 151.090562, 2296.587927
 151.829928, 2624.671916
 152.574601, 2952.755906
 153.324631, 3280.839895
 154.080070, 3608.923885
 154.840968, 3937.007874
 155.607379, 4265.091864
 156.379354, 4593.175853
 157.156948, 4921.259843
 157.940213, 5249.343832
 158.729206, 5577.427822
 159.523981, 5905.511811
 160.324594, 6233.595801
 161.131102, 6561.679790
 161.943562, 6889.763780
 162.762032, 7217.847769
 163.586571, 7545.931759
 164.417239, 7874.015748
 165.254095, 8202.099738
 166.097201, 8530.183727
 166.946618, 8858.267717
 167.802408, 9186.351706
 168.664636, 9514.435696
 169.533364, 9842.519685
 170.408658, 10170.603675
 171.290583, 10498.687664
 172.179205, 10826.771654
 173.074592, 11154.855643
 173.976812, 11482.939633
 174.885933, 11811.023622
 175.802026, 12139.107612
 176.725161, 12467.191601
 177.655410, 12795.275591
 178.592844, 13123.359580
 179.537538, 13451.443570
 180.489566, 13779.527559
 181.449003, 14107.611549
 182.415924, 14435.695538
 183.390408, 14763.779528
 184.372533, 15091.863517
 185.362377, 15419.947507
 186.360021, 15748.031496
 187.365545, 16076.115486
 188.379034, 16404.199475
 189.400568, 16732.283465
 190.430234, 17060.367454
 191.468117, 17388.451444
 192.514302, 17716.535433
 193.568879, 18044.619423
 194.631936, 18372.703412
 195.703563, 18700.787402
 196.783852, 19028.871391
 197.872894, 19356.955381
 198.970784, 19685.039370
 200.077617, 20013.123360
 201.193489, 20341.207349
 202.318497, 20669.291339
 203.452741, 20997.375328
 204.596321, 21325.459318
 205.749338, 21653.543307
 206.911895, 21981.627297
 208.084097, 22309.711286
 209.266049, 22637.795276
 210.457858, 22965.879265
 211.659633, 23293.963255
 212.871485, 23622.047244
 214.093525, 23950.131234
 215.325866, 24278.215223
 216.568623, 24606.299213
 217.821913, 24934.383202
 219.085853, 25262.467192
 220.360562, 25590.551181
 221.646164, 25918.635171
 222.942779, 26246.719160
 224.250534, 26574.803150
 225.569554, 26902.887139
 226.899968, 27230.971129
 228.241907, 27559.055118
 229.595501, 27887.139108
 230.960885, 28215.223097
 232.338195, 28543.307087
