Speed (TAS), Climb Angle
  93.723504,    2.530063
  95.281755,    2.599035
  96.840005,    2.662330
  98.398255,    2.719433
  99.956506,    2.770237
 101.514756,    2.816006
 103.073007,    2.856805
 104.631257,    2.892798
 106.189507,    2.924341
 107.747758,    2.951654
 109.306008,    2.975494
 110.864258,    2.995598
 112.422509,    3.012220
 113.980759,    3.026329
 115.539009,    3.037504
 117.097260,    3.045161
 118.655510,    3.050342
 120.213760,    3.054646
 121.772011,    3.055354
 123.330261,    3.053667
 124.888511,    3.050943
 126.446762,    3.044636
 128.005012,    3.037086
 129.563262,    3.027179
 131.121513,    3.015915
 132.679763,    3.003031
 134.238013,    2.987667
 135.796264,    2.972613
 137.354514,    2.956029
 138.912764,    2.937927
 140.471015,    2.919265
 142.029265,    2.901008
 143.587515,    2.882821
 145.145766,    2.860869
 146.704016,    2.841683
 148.262266,    2.821801
 149.820517,    2.799712
 151.378767,    2.778207
 152.937017,    2.755836
 154.495268,    2.731935
 156.053518,    2.707986
 157.611768,    2.681960
 159.170019,    2.654067
 160.728269,    2.626091
 162.286519,    2.597254
 163.844770,    2.564627
 165.403020,    2.531885
 166.961270,    2.499027
 168.519521,    2.464643
 170.077771,    2.427919
 171.636021,    2.391049
 173.194272,    2.354413
 174.752522,    2.317651
 176.310772,    2.277963
 177.869023,    2.238127
 179.427273,    2.199102
 180.985523,    2.159903
 182.543774,    2.119397
 184.102024,    2.076849
 185.660274,    2.034132
 187.218525,    1.991216
 188.776775,    1.948058
 190.335025,    1.904359
 191.893276,    1.857656
 193.451526,    1.810640
 195.009776,    1.763456
 196.568027,    1.716079
 198.126277,    1.668480
 199.684528,    1.620704
 201.242778,    1.570880
 202.801028,    1.520085
 204.359279,    1.469046
 205.917529,    1.417753
 207.475779,    1.366213
 209.034030,    1.314428
 210.592280,    1.262444
 212.150530,    1.209195
 213.708781,    1.154225
 215.267031,    1.098992
 216.825281,    1.043821
 218.383532,    0.988458
 219.941782,    0.932833
 221.500032,    0.877088
 223.058283,    0.821337
 224.616533,    0.765321
 226.174783,    0.707244
 227.733034,    0.648562
 229.291284,    0.589635
 230.849534,    0.530427
 232.407785,    0.471038
 233.966035,    0.411495
 235.524285,    0.351672
 237.082536,    0.291567
 238.640786,    0.231295
 240.199036,    0.170744
 241.757287,    0.109657
 243.315537,    0.046444
 244.873787,   -0.016904
 246.432038,   -0.080547
 247.990288,   -0.144436
