Speed (TAS), Efficiency
 124.228804,    8.154134
 126.002274,    8.829459
 127.775744,    9.309536
 129.549215,    9.689461
 131.322685,    9.998497
 133.096155,   10.266063
 134.869626,   10.542102
 136.643096,   10.757549
 138.416566,   10.984979
 140.190037,   11.217794
 141.963507,   11.415064
 143.736977,   11.622011
 145.510448,   11.839315
 147.283918,   12.024348
 149.057388,   12.204222
 150.830859,   12.391811
 152.604329,   12.587582
 154.377799,   12.737149
 156.151270,   12.887369
 157.924740,   13.042953
 159.698210,   13.204162
 161.471681,   13.341149
 163.245151,   13.448099
 165.018621,   13.557973
 166.792092,   13.670875
 168.565562,   13.786911
 170.339032,   13.890054
 172.112503,   13.944767
 173.885973,   14.000486
 175.659443,   14.057230
 177.432914,   14.115019
 179.206384,   14.173872
 180.979854,   14.233812
 182.753325,   14.229151
 184.526795,   14.223093
 186.300265,   14.216982
 188.073736,   14.210818
 189.847206,   14.204600
 191.620676,   14.198330
 193.394147,   14.192007
 195.167617,   14.169923
 196.941087,   14.109411
 198.714558,   14.048873
 200.488028,   13.988317
 202.261498,   13.927749
 204.034969,   13.867177
 205.808439,   13.806608
 207.581909,   13.746048
 209.355380,   13.685505
 211.128850,   13.624984
 212.902320,   13.540007
 214.675791,   13.434378
 216.449261,   13.329529
 218.222731,   13.225461
 219.996202,   13.122176
 221.769672,   13.019675
 223.543142,   12.917960
 225.316613,   12.817029
 227.090083,   12.716885
 228.863553,   12.617527
 230.637024,   12.518954
 232.410494,   12.421166
 234.183964,   12.324162
 235.957435,   12.208570
 237.730905,   12.080939
 239.504375,   11.955023
 241.277846,   11.830798
 243.051316,   11.708239
 244.824786,   11.587324
 246.598257,   11.468028
 248.371727,   11.350329
 250.145197,   11.234204
 251.918668,   11.119629
 253.692138,   11.006583
 255.465608,   10.895043
 257.239079,   10.784987
 259.012549,   10.676394
 260.786019,   10.569242
 262.559490,   10.463510
 264.332960,   10.359177
 266.106430,   10.256222
 267.879901,   10.150126
 269.653371,   10.029699
 271.426841,    9.911329
 273.200312,    9.794971
 274.973782,    9.680582
 276.747252,    9.568120
 278.520723,    9.457542
 280.294193,    9.348809
 282.067663,    9.241880
 283.841134,    9.136718
 285.614604,    9.033286
 287.388074,    8.931547
 289.161545,    8.831464
 290.935015,    8.733005
 292.708485,    8.636135
 294.481956,    8.540820
 296.255426,    8.447030
 298.028896,    8.354732
 299.802367,    8.263896
