Mach, Efficiency
   0.223534,   14.813951
   0.226759,   15.067523
   0.229983,   15.306849
   0.233208,   15.531802
   0.236432,   15.742384
   0.239656,   15.938716
   0.242881,   16.121029
   0.246105,   16.289658
   0.249330,   16.445028
   0.252554,   16.587650
   0.255779,   16.718112
   0.259003,   16.837075
   0.262228,   16.943081
   0.265452,   17.035723
   0.268677,   17.118406
   0.271901,   17.192030
   0.275126,   17.252647
   0.278350,   17.302445
   0.281575,   17.345356
   0.284799,   17.375175
   0.288023,   17.396748
   0.291248,   17.411204
   0.294472,   17.413002
   0.297697,   17.412004
   0.300921,   17.395845
   0.304146,   17.378649
   0.307370,   17.347413
   0.310595,   17.315961
   0.313819,   17.270194
   0.317044,   17.224059
   0.320268,   17.166981
   0.323493,   17.106707
   0.326717,   17.040823
   0.329942,   16.967080
   0.333166,   16.893257
   0.336391,   16.808527
   0.339615,   16.722148
   0.342839,   16.634494
   0.346064,   16.536443
   0.349288,   16.438639
   0.352513,   16.339640
   0.355737,   16.231286
   0.358962,   16.123393
   0.362186,   16.015969
   0.365411,   15.899939
   0.368635,   15.783352
   0.371860,   15.667461
   0.375084,   15.549194
   0.378309,   15.425313
   0.381533,   15.302355
   0.384758,   15.180322
   0.387982,   15.055722
   0.391207,   14.927044
   0.394431,   14.799509
   0.397655,   14.673114
   0.400880,   14.547395
   0.404104,   14.415600
   0.407329,   14.285143
   0.410553,   14.156018
   0.413778,   14.028216
   0.417002,   13.900320
   0.420227,   13.768412
   0.423451,   13.637997
   0.426676,   13.509060
   0.429900,   13.381588
   0.433125,   13.255566
   0.436349,   13.126669
   0.439574,   12.997794
   0.442798,   12.870503
   0.446022,   12.744779
   0.449247,   12.620600
   0.452471,   12.497950
   0.455696,   12.374302
   0.458920,   12.249793
   0.462145,   12.126913
   0.465369,   12.005638
   0.468594,   11.885948
   0.471818,   11.767817
   0.475043,   11.651226
   0.478267,   11.534843
   0.481492,   11.417240
   0.484716,   11.301246
   0.487941,   11.186833
   0.491165,   11.073978
   0.494390,   10.962656
   0.497614,   10.852844
   0.500838,   10.744516
   0.504063,   10.637651
   0.507287,   10.529276
   0.510512,   10.422122
   0.513736,   10.316468
   0.516961,   10.212289
   0.520185,   10.109561
   0.523410,   10.008260
   0.526634,    9.908361
   0.529859,    9.809841
   0.533083,    9.712678
   0.536308,    9.616848
   0.539532,    9.520138
   0.542757,    9.424493
