Ground Roll Distance, Acceleration
1088.079973, -4952.546564
1112.461672, -4944.885415
1279.086354, -4893.188853
1312.140776, -4883.069868
1345.105613, -4873.023137
1377.981114, -4863.048160
1410.767526, -4853.144442
1417.314140, -4851.172206
1417.345139, -4851.162871
1417.355292, -4851.159814
1417.359241, -4851.158625
1417.360732, -4851.158175
1417.361896, -28455.768874
1417.362945, -28455.806988
1417.373441, -28456.188135
1417.478401, -28459.999844
1418.527793, -28498.141045
1429.001763, -28881.972676
1531.657412, -32971.193130
1633.796971, -37727.947612
1727.143115, -42828.182811
1811.460447, -48217.365906
1886.999371, -53846.373343
1954.132725, -59659.627862
2013.302823, -65595.922094
2032.100479, -67677.239201
2045.210688, -69193.243638
2058.758636, -70820.115923
2061.673967, -71165.936024
2064.334584, -71481.038110
2090.105336, -74658.042717
2106.365224, -76790.182496
2118.477174, -78450.617793
2120.995089, -78802.812280
2123.802905, -79195.574672
2150.487731, -83129.271040
2162.044484, -84960.724176
2172.070123, -86623.129826
2179.760021, -87950.201911
2180.880229, -88143.944796
2181.967730, -88323.645826
2192.463359, -90104.334649
2219.216750, -95118.609493
2240.037697, -99782.770014
2241.205949, -100078.590197
2242.031583, -100290.831010
2242.374886, -100383.934416
2242.699204, -100478.110361
2245.789272, -101405.815637
2257.244352, -105734.977026
2259.158233, -106845.850221
2259.909296, -107412.538527
2260.402254, -107890.769008
2260.715201, -108314.860155
2260.901784, -108777.760018
2260.915082, -108854.170243
2260.922977, -108930.278257
2260.924949, -108971.011145
2260.925339, -108992.074822
2260.925371, -109000.514945
