Ground Roll distance, Vertical Forces
1140.467782, 95745.078133
1168.587910, 95361.210339
1365.345203, 92703.417961
1404.364394, 92182.150819
1443.273774, 91664.246910
1482.073745, 91149.678039
1520.764702, 90638.416305
1528.489847, 90536.558380
1529.202752, 90527.162268
1529.236604, 90526.716111
1529.266072, 90526.327746
1529.271621, 90526.254604
1529.274775, 90526.169069
1529.277660, 90526.087153
1529.306514, 90525.267996
1529.595047, 90517.076361
1532.479651, 90435.153855
1561.253724, 89615.324645
1750.363240, 84105.622251
1933.357992, 78567.533170
2110.005115, 73021.512034
2280.071416, 67489.625000
2443.324302, 61995.459112
2599.532771, 56563.999434
2748.468465, 51221.472714
2889.906768, 45995.157098
3023.627955, 40913.158253
3149.418374, 36004.153173
3267.071650, 31297.104036
3376.389902, 26820.945470
3477.184959, 22604.249731
3569.279563, 18674.875280
3652.508533, 15059.605211
3726.719897, 11783.782789
3791.775955, 8870.951968
3847.554266, 6342.511126
3893.948547, 4217.388401
3930.869472, 2511.746798
3958.245344, 1238.726794
3976.022656,  408.233330
3984.166498,   26.773088
3984.737572,    0.000000
