Ground Roll distance, Vertical Forces
1140.467782, 141549.484730
1168.587910, 141549.484730
1365.345203, 141549.484730
1404.364394, 141549.484730
1443.273774, 141549.484730
1482.073745, 141549.484730
1520.764702, 141549.484730
1528.489847, 141549.484730
1529.202752, 141549.484730
1529.236604, 141549.484730
1529.266072, 141549.484730
1529.271621, 141549.484730
1529.274775, 141549.484730
1529.277660, 141549.484730
1529.306514, 141549.484730
1529.595047, 141549.484730
1532.479651, 141549.484730
1561.253724, 141549.484730
1750.363240, 141549.484730
1933.357992, 141549.484730
2110.005115, 141549.484730
2280.071416, 141549.484730
2443.324302, 141549.484730
2599.532771, 141549.484730
2748.468465, 141549.484730
2889.906768, 141549.484730
3023.627955, 141549.484730
3149.418374, 141549.484730
3267.071650, 141549.484730
3376.389902, 141549.484730
3477.184959, 141549.484730
3569.279563, 141549.484730
3652.508533, 141549.484730
3726.719897, 141549.484730
3791.775955, 141549.484730
3847.554266, 141549.484730
3893.948547, 141549.484730
3930.869472, 141549.484730
3958.245344, 141549.484730
3976.022656, 141549.484730
3984.166498, 141549.484730
3984.737572, 141549.484730
