Mach, Climb Angle
   0.202084,   10.283535
   0.206104,   10.231293
   0.210123,   10.172549
   0.214142,   10.107426
   0.218162,   10.036122
   0.222181,    9.958823
   0.226201,    9.877731
   0.230220,    9.791681
   0.234239,    9.700274
   0.238259,    9.605730
   0.242278,    9.507901
   0.246297,    9.406073
   0.250317,    9.300874
   0.254336,    9.194826
   0.258355,    9.085043
   0.262375,    8.971736
   0.266394,    8.858123
   0.270413,    8.743104
   0.274433,    8.625367
   0.278452,    8.505128
   0.282471,    8.386604
   0.286491,    8.265721
   0.290510,    8.141690
   0.294529,    8.020769
   0.298549,    7.897628
   0.302568,    7.773391
   0.306588,    7.648086
   0.310607,    7.525637
   0.314626,    7.400289
   0.318646,    7.274330
   0.322665,    7.149559
   0.326684,    7.025125
   0.330704,    6.897952
   0.334723,    6.771427
   0.338742,    6.646781
   0.342762,    6.519022
   0.346781,    6.390811
   0.350800,    6.265148
   0.354820,    6.137059
   0.358839,    6.008482
   0.362858,    5.880733
   0.366878,    5.751713
   0.370897,    5.622172
   0.374916,    5.492267
   0.378936,    5.362763
   0.382955,    5.231681
   0.386974,    5.100044
   0.390994,    4.969219
   0.395013,    4.836939
   0.399033,    4.703179
   0.403052,    4.569100
   0.407071,    4.435929
   0.411091,    4.301798
   0.415110,    4.164873
   0.419129,    4.028368
   0.423149,    3.891700
   0.427168,    3.754422
   0.431187,    3.616835
   0.435207,    3.477268
   0.439226,    3.336910
   0.443245,    3.195917
   0.447265,    3.055069
   0.451284,    2.913789
   0.455303,    2.771873
   0.459323,    2.627633
   0.463342,    2.482845
   0.467361,    2.337397
   0.471381,    2.191291
   0.475400,    2.044963
   0.479420,    1.898030
   0.483439,    1.750436
   0.487458,    1.601066
   0.491478,    1.450208
   0.495497,    1.298668
   0.499516,    1.146445
   0.503536,    0.993546
   0.507555,    0.839961
   0.511574,    0.685690
   0.515594,    0.530607
   0.519613,    0.374725
   0.523632,    0.216773
   0.527652,    0.057435
   0.531671,   -0.103054
   0.535690,   -0.264251
   0.539710,   -0.426159
   0.543729,   -0.589228
   0.547748,   -0.753284
   0.551768,   -0.918053
   0.555787,   -1.083703
   0.559807,   -1.250873
   0.563826,   -1.418762
   0.567845,   -1.588302
   0.571865,   -1.760378
   0.575884,   -1.933533
   0.579903,   -2.107428
   0.583923,   -2.282449
   0.587942,   -2.459285
   0.591961,   -2.636866
   0.595981,   -2.815194
   0.600000,   -2.995654
