Ground Roll distance, Vertical Forces
1088.079973, 33647.442025
1112.461672, 33515.041701
1279.086354, 32617.449363
1312.140776, 32440.881081
1345.105613, 32265.281253
1377.981114, 32090.643581
1410.767526, 31916.961815
1417.314140, 31882.339624
1417.345139, 31882.175729
1417.355292, 31882.122050
1417.359241, 31882.101170
1417.360732, 31882.093285
1417.361896, 31882.070481
1417.362945, 31882.048540
1417.373441, 31881.829127
1417.478401, 31879.634901
1418.527793, 31857.682828
1429.001763, 31637.180401
1531.657412, 29333.667172
1633.796971, 26755.868167
1727.143115, 24108.341652
1811.460447, 21436.560182
1886.999371, 18779.217666
1954.132725, 16174.304935
2013.302823, 13658.397886
2032.100479, 12810.722421
2045.210688, 12204.588276
2058.758636, 11564.776850
2061.673967, 11425.271635
2064.334584, 11297.403481
2090.105336, 10030.862114
2106.365224, 9204.492106
2118.477174, 8574.476704
2120.995089, 8441.904729
2123.802905, 8293.400511
2150.487731, 6845.441359
2162.044484, 6196.747435
2172.070123, 5622.736567
2179.760021, 5175.066315
2180.880229, 5109.302527
2181.967730, 5045.329746
2192.463359, 4421.384607
2219.216750, 2773.894177
2240.037697, 1427.807212
2241.205949, 1350.385246
2242.031583, 1295.536620
2242.374886, 1272.697499
2242.699204, 1251.101852
2245.789272, 1044.349802
2257.244352,  260.103273
2259.158233,  125.632728
2259.909296,   72.463285
2260.402254,   37.406314
2260.715201,   15.064259
2260.901784,    1.695233
2260.915082,    0.739967
2260.922977,    0.172402
2260.924949,    0.030610
2260.925339,    0.002513
2260.925371,    0.000215
