CD, CL
   0.013883,   -0.834892
   0.012475,   -0.797646
   0.011290,   -0.760614
   0.010325,   -0.723776
   0.009578,   -0.687126
   0.009043,   -0.650656
   0.008720,   -0.614362
   0.008604,   -0.578236
   0.008690,   -0.542272
   0.008981,   -0.506464
   0.009469,   -0.470806
   0.010172,   -0.434494
   0.011112,   -0.397143
   0.012276,   -0.359588
   0.013673,   -0.321822
   0.015312,   -0.283639
   0.017277,   -0.243571
   0.019736,   -0.199441
   0.022904,   -0.149228
   0.027065,   -0.091132
   0.032497,   -0.024434
   0.039141,    0.047513
   0.045279,    0.107281
   0.051809,    0.165591
   0.058943,    0.224459
   0.066696,    0.283882
   0.075026,    0.343464
   0.083818,    0.402414
   0.092863,    0.459548
   0.101844,    0.513284
