CD, CL
   0.010783,   -0.468010
   0.009375,   -0.430764
   0.008190,   -0.393732
   0.007225,   -0.356895
   0.006478,   -0.320244
   0.005943,   -0.283775
   0.005620,   -0.247480
   0.005504,   -0.211354
   0.005590,   -0.175390
   0.005881,   -0.139583
   0.006369,   -0.103925
   0.007072,   -0.067612
   0.008012,   -0.030262
   0.009176,    0.007293
   0.010573,    0.045059
   0.012212,    0.083242
   0.014177,    0.123310
   0.016636,    0.167441
   0.019804,    0.217654
   0.023965,    0.275750
   0.029397,    0.342448
   0.036041,    0.414395
   0.042179,    0.474162
   0.048709,    0.532473
   0.055843,    0.591341
   0.063596,    0.650764
   0.071926,    0.710345
   0.080718,    0.769296
   0.089763,    0.826430
   0.098744,    0.880165
