Time, Fuel used
   0.000000,    0.000034
   0.500000,    0.170150
   1.000000,    0.340321
   1.500000,    0.510598
   2.000000,    0.680905
   2.500000,    0.851290
   3.000000,    1.021697
   3.500000,    1.192152
   4.000000,    1.362621
   4.500000,    1.533110
   5.000000,    1.703606
   5.500000,    1.874113
   6.000000,    2.044624
   6.500000,    2.215276
   7.000000,    2.385969
   7.500000,    2.556776
   8.000000,    2.727617
   8.500000,    2.898512
   9.000000,    3.069423
   9.500000,    3.240334
  10.000000,    3.411244
  10.500000,    3.582100
  11.000000,    3.752942
  11.500000,    3.923689
  12.000000,    4.094410
  12.500000,    4.265319
  13.000000,    4.436281
  13.500000,    4.607502
  14.000000,    4.778797
  14.500000,    4.950233
  15.000000,    5.121711
  15.500000,    5.293222
  16.000000,    5.464743
  16.500000,    5.636199
  17.000000,    5.807637
  17.500000,    5.978920
  18.000000,    6.150158
  18.500000,    6.321160
  19.000000,    6.492093
  19.500000,    6.662906
  20.000000,    6.833685
  20.500000,    7.004708
  21.000000,    7.175801
  21.500000,    7.347052
  22.000000,    7.518348
  22.224789,    7.595374
  22.724789,    7.766758
  23.224789,    7.938137
  23.724789,    8.109497
  24.224789,    8.280833
  24.724789,    8.452081
  25.224789,    8.623288
  25.724789,    8.794351
  26.111100,    8.926519
  26.611100,    9.097413
  26.707482,    9.130355
  27.207482,    9.301176
  27.707482,    9.471956
  28.196666,    9.639040
  28.493379,    9.740377
  28.993379,    9.911128
  29.493379,   10.081855
  29.993379,   10.252562
  30.493379,   10.423246
  30.993379,   10.593901
  31.493379,   10.764539
  31.759212,   10.855261
  32.259212,   11.025864
  32.759212,   11.196446
  33.259212,   11.367002
  33.759212,   11.537534
  34.259212,   11.708052
  34.759212,   11.878538
  35.259212,   12.049011
  35.759212,   12.219454
  36.259212,   12.389883
  36.759212,   12.560277
  37.259212,   12.730665
  37.759212,   12.901011
  38.259212,   13.071354
  38.759212,   13.241655
  39.259212,   13.411954
  39.759212,   13.582209
  40.259212,   13.752463
  40.493379,   13.832186
  40.993379,   14.002392
  41.493379,   14.172575
  41.993379,   14.342742
  42.493379,   14.512882
  42.993379,   14.683005
  43.493379,   14.853100
  43.993379,   15.023178
  44.493379,   15.193228
  44.993379,   15.363260
  45.493379,   15.533267
  45.993379,   15.703256
  46.493379,   15.873213
  46.993379,   16.043159
  47.493379,   16.213071
  47.993379,   16.382972
  48.493379,   16.552839
  48.993379,   16.722696
  49.493379,   16.892518
  49.993379,   17.062329
  50.493379,   17.232108
  50.993379,   17.401877
  51.493379,   17.571605
  51.993379,   17.741331
  52.493379,   17.911014
  52.993379,   18.080695
  53.493379,   18.250334
  53.993379,   18.419970
  54.493379,   18.589574
  54.993379,   18.759151
  55.493379,   18.928705
  55.993379,   19.098247
  56.493379,   19.267756
  56.993379,   19.437253
  57.493379,   19.606717
  57.993379,   19.776170
  58.493379,   19.945589
  58.993379,   20.114997
  59.493379,   20.284371
  59.993379,   20.453735
  60.493379,   20.623067
  60.993379,   20.792380
  61.493379,   20.961669
  61.993379,   21.130939
  62.493379,   21.300183
  62.993379,   21.469408
  63.493379,   21.638608
  63.993379,   21.807789
  64.493379,   21.976946
  64.993379,   22.146077
  65.493379,   22.315191
  65.993379,   22.484280
  66.493379,   22.653351
  66.993379,   22.822390
  67.493379,   22.991419
  67.993379,   23.160413
  68.493379,   23.329397
  68.993379,   23.498347
  69.493379,   23.667286
  69.993379,   23.836193
  70.493379,   24.005091
  70.993379,   24.173949
  71.493379,   24.342798
  71.993379,   24.511614
  72.493379,   24.680420
  72.993379,   24.849191
  73.493379,   25.017953
  73.993379,   25.186680
  74.493379,   25.355397
  74.993379,   25.524080
  75.493379,   25.692752
  75.993379,   25.861391
  76.493379,   26.030019
  76.993379,   26.198613
  77.493379,   26.367198
  77.993379,   26.535756
  78.493379,   26.704289
  78.993379,   26.872800
  79.493379,   27.041284
  79.993379,   27.209748
  80.493379,   27.378192
  80.993379,   27.546614
  81.493379,   27.715017
  81.993379,   27.883390
  82.493379,   28.051752
  82.993379,   28.220078
  83.493379,   28.388397
  83.993379,   28.556678
  84.493379,   28.724952
