Ground Distance, 
   0.000000,   15.240000
 246.488297,    2.322096
 256.341326,    1.834478
 266.194355,    1.404344
 276.047383,    1.031649
 285.900412,    0.716357
 295.753441,    0.458433
 305.606469,    0.257853
 315.459498,    0.114597
 325.312527,    0.028648
 335.165555,    0.000000
 335.941767,    0.000000
 343.692742,    0.000000
 396.953039,    0.000000
 407.490236,    0.000000
 417.989572,    0.000000
 428.451227,    0.000000
 438.875380,    0.000000
 440.955725,    0.000000
 440.988999,    0.000000
 441.014511,    0.000000
 441.027570,    0.000000
 441.033783,    0.000000
 441.036360,    0.000000
 441.036942,    0.000000
 441.037292,    0.000000
 441.037613,    0.000000
 441.040819,    0.000000
 441.072879,    0.000000
 441.393424,    0.000000
 444.592635,    0.000000
 451.914282,    0.000000
 459.730798,    0.000000
 495.167102,    0.000000
 528.442532,    0.000000
 558.246024,    0.000000
 584.661761,    0.000000
 607.885574,    0.000000
 628.140556,    0.000000
 645.654052,    0.000000
 647.908274,    0.000000
 649.168702,    0.000000
 656.840380,    0.000000
 663.472511,    0.000000
 666.241684,    0.000000
 667.448922,    0.000000
 668.594855,    0.000000
 679.263479,    0.000000
 682.261959,    0.000000
 684.651159,    0.000000
 685.144580,    0.000000
 685.710612,    0.000000
 691.026427,    0.000000
 699.023139,    0.000000
 700.555893,    0.000000
 701.902603,    0.000000
 703.196869,    0.000000
 703.616127,    0.000000
 703.757323,    0.000000
 703.895729,    0.000000
 705.187892,    0.000000
 708.482720,    0.000000
 708.944709,    0.000000
 709.175237,    0.000000
 709.315893,    0.000000
 709.392988,    0.000000
 709.420395,    0.000000
 709.420817,    0.000000
 709.420919,    0.000000
 709.420926,    0.000000
