eta, Cl
   0.000000,    0.691819
   0.020408,    0.694429
   0.040816,    0.699448
   0.061224,    0.704268
   0.081633,    0.708882
   0.102041,    0.713281
   0.122449,    0.717459
   0.142857,    0.721411
   0.163265,    0.725130
   0.183673,    0.728612
   0.204082,    0.731850
   0.224490,    0.734839
   0.244898,    0.737571
   0.265306,    0.740039
   0.285714,    0.742235
   0.306122,    0.744148
   0.326531,    0.745769
   0.346939,    0.747085
   0.367347,    0.748083
   0.387755,    0.748746
   0.408163,    0.749059
   0.428571,    0.749001
   0.448980,    0.748551
   0.469388,    0.747683
   0.489796,    0.746369
   0.510204,    0.744573
   0.530612,    0.742258
   0.551020,    0.739386
   0.571429,    0.735911
   0.591837,    0.731780
   0.612245,    0.726931
   0.632653,    0.721294
   0.653061,    0.714788
   0.673469,    0.707319
   0.693878,    0.698777
   0.714286,    0.689033
   0.734694,    0.677936
   0.755102,    0.665302
   0.775510,    0.650914
   0.795918,    0.634504
   0.816327,    0.615740
   0.836735,    0.594203
   0.857143,    0.569353
   0.877551,    0.540466
   0.897959,    0.506540
   0.918367,    0.466098
   0.938776,    0.416774
   0.959184,    0.354226
   0.979592,    0.268184
   1.000000,    0.000000
