Ground distance, Vertical Forces
   0.000000,    0.000003
   0.016710,    3.040627
   0.183420,   33.158040
   0.368626,   66.613636
   0.553832,  100.069231
   0.739038,  133.524827
   0.924244,  166.980422
   1.109450,  200.436018
   1.294656,  233.891613
   1.479861,  267.347209
   1.665067,  300.802804
   1.850273,  334.258400
   2.302722,  415.190519
   2.788539,  502.050528
   3.274355,  588.910537
   3.760172,  675.770546
   4.245989,  762.630555
   4.731805,  849.490565
   5.217622,  936.350574
   5.703439, 1023.210583
   6.189255, 1110.070592
   6.675072, 1196.930601
   7.425098, 1329.614983
   8.208113, 1468.020967
   8.991129, 1606.426952
   9.774144, 1744.832937
  10.557159, 1883.238922
  11.340174, 2021.644906
  12.123190, 2160.050891
  12.906205, 2298.456876
  13.689220, 2436.862861
  14.472235, 2575.268845
  15.516345, 2757.809815
  16.593054, 2945.861452
  17.669764, 3133.913089
  18.746474, 3321.964726
  19.823183, 3510.016363
  20.899893, 3698.068000
  21.976602, 3886.119637
  23.053312, 4074.171274
  24.130021, 4262.222911
  25.206731, 4450.274548
  26.541343, 4680.740707
  27.908156, 4916.502718
  29.274969, 5152.264728
  30.641782, 5388.026738
  32.008595, 5623.788749
  33.375408, 5859.550759
  34.742222, 6095.312769
  36.109035, 6331.074780
  37.475848, 6566.836790
  38.842661, 6802.598801
  40.464113, 7078.983689
  42.117358, 7360.440725
  43.770603, 7641.897762
  45.423849, 7923.354798
  47.077094, 8204.811835
  48.730340, 8486.268871
  50.383585, 8767.725907
  52.036831, 9049.182944
  53.690076, 9330.639980
  55.343321, 9612.097017
  57.247422, 9931.226704
  59.182843, 10255.060175
  61.118265, 10578.893646
  63.053687, 10902.727118
  64.989109, 11226.560589
  66.924530, 11550.394060
  68.859952, 11874.227532
  70.795374, 12198.061003
  72.730796, 12521.894474
  74.666217, 12845.727946
  76.847931, 13204.667763
  79.060396, 13567.990937
  81.272861, 13931.314111
  83.485326, 14294.637284
  85.697791, 14657.960458
  87.910256, 15021.283632
  90.122721, 15384.606806
  92.335186, 15747.929980
  94.547651, 16111.253154
  96.760117, 16474.576328
  99.214249, 16870.710943
 101.698557, 17270.942375
 104.182864, 17671.173807
 106.667172, 18071.405238
 109.151479, 18471.636670
 111.635787, 18871.868102
 114.120094, 19272.099534
 116.604402, 19672.330966
 119.088709, 20072.562398
 121.573017, 20472.793829
 124.294359, 20903.586864
 127.045296, 21338.195802
 129.796234, 21772.804741
 132.547172, 22207.413679
 135.298110, 22642.022617
 138.049047, 23076.631555
 140.799985, 23511.240493
 143.550923, 23945.849431
 146.301861, 24380.458369
 149.052799, 24815.067307
 152.036133, 25278.037606
 155.048485, 25744.549088
 158.060836, 26211.060569
 161.073187, 26677.572051
 164.085539, 27144.083532
 167.097890, 27610.595014
 170.110242, 28077.106495
 173.122593, 28543.617976
 176.134945, 29010.129458
 179.147296, 29476.640939
 182.387408, 29969.367189
 185.655958, 30465.366598
 188.924509, 30961.366007
 192.193059, 31457.365416
 195.461609, 31953.364826
 198.730159, 32449.364235
 201.998709, 32945.363644
 205.267259, 33441.363054
 208.535809, 33937.362463
 211.804360, 34433.361872
 215.295818, 34952.003518
 218.815110, 35473.472260
 222.334401, 35994.941003
 225.853692, 36516.409745
 229.372983, 37037.878487
 232.892274, 37559.347229
 236.411565, 38080.815971
 239.930856, 38602.284713
 243.450148, 39123.753455
 246.969439, 39645.222197
 250.705861, 40185.344172
 254.469395, 40727.795178
 258.232928, 41270.246184
 261.996462, 41812.697190
 265.759995, 42355.148196
 269.523529, 42897.599203
 273.287062, 43440.050209
 277.050596, 43982.501215
 280.814129, 44524.952221
 284.577663, 45067.403227
 288.552362, 45626.119327
 292.553427, 46186.866276
 296.554492, 46747.613226
 300.555557, 47308.360175
 304.556622, 47869.107125
 308.557687, 48429.854075
 312.558752, 48990.601024
 316.559817, 49551.347974
 320.560882, 50112.094923
 324.561947, 50672.841873
 328.768302, 51247.604883
 333.000290, 51824.117930
 337.232278, 52400.630977
 341.464266, 52977.144024
 345.696254, 53553.657071
 349.928242, 54130.170118
 354.160229, 54706.683165
 358.392217, 55283.196213
 362.624205, 55859.709260
 366.856193, 56436.222307
 371.287690, 57024.631415
 375.744098, 57614.525859
 380.200506, 58204.420302
 384.656914, 58794.314746
 389.113322, 59384.209189
 393.569730, 59974.103633
 398.026138, 60563.998076
 402.482546, 61153.892520
 406.938954, 61743.786963
 411.395362, 62333.681407
 416.045596, 62933.478393
 420.720032, 63534.511805
 425.394467, 64135.545216
 430.068902, 64736.578628
 434.743337, 65337.612040
 439.417773, 65938.645451
