Ground Roll Distance, Horizontal Forces
   0.000000, 4059.683767
   0.000000, 4121.740776
   0.000000, 4540.693610
   0.000000, 4621.608385
   0.000000, 4701.593393
   0.000000, 4780.660636
   0.000000, 4858.821940
   0.000000, 4874.346517
   0.000000, 4874.740342
   0.000000, 4874.920952
   0.000000, 4875.099748
   0.000000, 4875.207522
   0.000000, 4875.243375
   0.000000, 4875.263782
   0.000000, 78004.272133
   0.000000, 78004.371765
   0.000000, 78005.368089
   0.000000, 78015.331335
   0.000000, 78114.964939
   0.000000, 79111.404322
   0.000000, 81764.634979
   0.000000, 83476.113861
   0.000000, 84266.965783
   0.000000, 85122.031368
   0.000000, 93669.570026
   0.000000, 106557.549671
   0.000000, 119228.865288
   0.000000, 131534.711480
   0.000000, 143322.555146
   0.000000, 154440.712308
   0.000000, 164743.357035
   0.000000, 174095.698761
   0.000000, 174898.361448
   0.000000, 175373.471644
   0.000000, 175553.583947
   0.000000, 175739.946572
   0.000000, 177577.807749
   0.000000, 185457.495843
   0.000000, 192181.564430
   0.000000, 197644.398263
   0.000000, 201767.101699
   0.000000, 204500.886971
   0.000000, 205799.854783
   0.000000, 205899.166054
   0.000000, 205950.380262
   0.000000, 205970.491061
   0.000000, 205971.054298
   0.000000, 205971.180991
   0.000000, 205971.187558
