Ground Roll Distance, Horizontal Forces
 337.923087, 21699.315721
 345.838624, 21524.962329
 400.307209, 20323.246131
 411.041852, 20086.040830
 421.724295, 19849.877960
 432.354885, 19614.755866
 442.933966, 19380.672831
 445.043631, 19333.980755
 445.097186, 19332.795420
 445.121746, 19332.251804
 445.146061, 19331.713641
 445.160717, 19331.389245
 445.165593, 19331.281329
 445.168368, 19331.219904
 445.168762, -53797.794933
 445.169167, -53797.907082
 445.173219, -53799.028569
 445.213730, -53810.243513
 445.618755, -53922.400091
 449.660320, -55044.669791
 460.342087, -58038.237780
 467.171980, -59973.420041
 470.312232, -60861.952063
 473.695863, -61797.899404
 506.867854, -71195.786313
 554.801279, -85524.765085
 599.743270, -99832.368715
 641.555497, -113982.990334
 680.108495, -127835.257966
 715.283912, -141245.960850
 746.976701, -154074.431781
 775.097154, -166187.164636
 777.485138, -167253.602470
 778.896876, -167887.178916
 779.431719, -168115.284366
 779.984834, -168320.212257
 785.422309, -170349.019661
 808.397165, -179242.838674
 827.607336, -187197.449249
 842.986340, -194110.968559
 854.488740, -199903.524651
 862.091175, -204520.419732
 865.711235, -207808.404897
 865.989170, -208290.623475
 866.132711, -208673.324658
 866.189155, -209012.400445
 866.190737, -209053.400659
 866.191093, -209077.791543
 866.191112, -209085.125518
