Ground distance, Thrust
   0.000000, 73982.747348
   0.738987, 73612.035670
   1.664951, 73241.756330
   3.759739, 72874.739754
   6.188434, 72508.655276
   9.772443, 72145.927048
  13.686500, 71784.157625
  18.741992, 71425.832232
  24.123566, 71068.490720
  30.632350, 70714.675275
  37.463153, 70361.867148
  45.406533, 69959.352343
  53.667751, 69542.637456
  63.024321, 69061.241298
  72.693808, 68561.367152
  83.438238, 68068.856940
  94.489756, 67578.450439
 106.595634, 67095.427328
 119.002719, 66614.513487
 132.443541, 66140.992901
 146.179677, 65669.584402
 160.928911, 65205.569781
 175.967564, 64743.667425
 191.998685, 64263.743530
 208.313333, 63778.671285
 225.598109, 63183.692962
 243.160028, 62557.316941
 261.665867, 61944.508135
 280.441363, 61335.575178
 300.134324, 60740.002651
 320.089383, 60148.246901
 340.935864, 59569.636174
 362.037006, 58994.780686
 384.003959, 58432.847150
 406.218255, 57874.605125
 429.273198, 57329.055234
 452.568295, 56787.131201
 476.679331, 56257.663620
 501.023463, 55731.754567
 526.159315, 55223.425872
 551.521345, 54720.119490
 577.651547, 54230.048973
 604.001199, 53743.759646
 631.096038, 53268.843776
 658.403760, 52797.177046
 670.799418, 52586.950346
 699.088476, 52130.407947
 727.568757, 51678.597319
 756.698806, 51242.865088
 786.020541, 50813.624052
 815.993617, 50406.439871
 846.144547, 50006.588633
 876.899822, 49631.654477
 900.662028, 49341.972052
 931.951063, 49103.539344
 937.982452, 49057.578184
 969.454965, 48948.693439
1000.990534, 48948.847566
1031.845913, 48959.097901
1050.541211, 48957.439339
1082.045261, 48953.972119
1113.549382, 48950.476951
1145.053416, 48947.155153
1176.557282, 48943.758301
1208.061104, 48940.228513
1239.564941, 48936.677831
1256.314488, 48934.790051
1287.818279, 48931.344748
1319.322077, 48927.757584
1350.825942, 48924.177370
1382.329875, 48920.585076
1413.833849, 48916.985670
1445.338020, 48913.357423
1476.842269, 48909.717749
1508.346631, 48906.104267
1539.851037, 48902.501163
1571.355433, 48899.028712
1602.859827, 48895.580285
1634.364090, 48892.134798
1665.868348, 48888.689430
1697.372527, 48885.207316
1728.876702, 48881.723719
1760.381032, 48878.106464
1791.885367, 48874.483816
1806.639917, 48872.881238
1838.144233, 48869.452470
1869.648588, 48865.934005
1901.152967, 48862.356456
1932.657338, 48858.854656
1964.161703, 48855.402750
1995.666039, 48851.934160
2027.170355, 48848.454581
2058.674777, 48844.897284
2090.179268, 48841.288795
2121.683752, 48837.806868
2153.188231, 48834.408305
2184.692609, 48830.982793
2216.196957, 48827.549470
2247.701204, 48824.125403
2279.205422, 48820.704019
2310.709584, 48817.255377
2342.213728, 48813.798835
2373.718001, 48810.236269
2405.222312, 48806.642970
2436.726621, 48803.204241
2468.230930, 48799.810314
2499.735142, 48796.374763
2531.239348, 48792.936869
2562.743478, 48789.501090
2594.247605, 48786.065430
2625.751726, 48782.588192
2657.255848, 48779.108613
2688.759910, 48775.790634
2720.263981, 48772.256487
2751.768160, 48768.717108
2783.272329, 48765.220261
2814.776472, 48761.849327
2846.280568, 48758.478386
2877.784535, 48755.107423
2909.288473, 48751.725460
2940.792329, 48748.312374
2972.296223, 48744.861546
3003.800224, 48741.303919
3035.304225, 48737.794732
3066.808226, 48734.422618
3098.312194, 48731.026447
3129.816119, 48727.598459
3161.320033, 48724.172289
3192.823932, 48720.748524
3224.327896, 48717.279283
3255.831947, 48713.749901
3287.335970, 48710.314654
3318.839956, 48707.003900
3350.343972, 48703.552705
3381.848007, 48700.007603
3413.352078, 48696.544385
3444.856171, 48693.135920
3476.360242, 48689.732919
3507.864306, 48686.331572
3539.368370, 48682.896256
3570.872434, 48679.450651
3602.376439, 48676.117897
3633.880425, 48672.819322
3665.384438, 48669.355583
3696.888459, 48665.841821
3728.392466, 48662.477305
3759.896450, 48659.117475
3791.400349, 48655.760848
3822.904237, 48652.394588
3854.408088, 48648.994513
3885.911928, 48645.608078
3917.415735, 48642.269528
3948.919519, 48638.923917
3980.423223, 48635.553523
4011.926910, 48632.183763
4043.430538, 48628.816230
4074.934167, 48625.438471
4106.437797, 48622.024811
4137.941418, 48618.647678
4169.445005, 48615.398774
4200.948543, 48611.937208
4232.452173, 48608.460246
4263.955919, 48604.980857
4295.459789, 48601.499695
4326.963798, 48598.016636
4358.467867, 48594.555065
4389.971986, 48591.111959
4421.476062, 48587.778992
4452.980120, 48584.490818
4484.484105, 48581.129792
4515.988078, 48577.756201
4547.492188, 48574.310282
4578.996323, 48570.851888
4610.500406, 48567.604254
4642.004464, 48564.203646
4673.508562, 48560.793362
4705.012816, 48557.341817
4736.517073, 48553.924657
4768.021262, 48550.674404
4799.525486, 48547.245045
4831.029793, 48543.814561
4862.534079, 48540.448357
4894.038333, 48537.178500
4925.542518, 48533.904856
4957.046598, 48530.625562
4988.550644, 48527.324404
5020.054641, 48523.990626
5051.558615, 48520.675279
5083.062559, 48517.387432
5114.566430, 48514.115646
5146.070194, 48510.867823
5177.573889, 48507.607304
5209.077480, 48504.327843
5240.581058, 48501.017897
5272.084613, 48497.662469
5303.588143, 48494.353257
5335.091634, 48491.112999
5366.595083, 48487.839402
5398.098469, 48484.516067
5429.601912, 48481.161081
5461.105442, 48477.758877
5492.608961, 48474.411587
5524.112465, 48471.146226
5555.615902, 48467.878432
5587.119287, 48464.608750
5618.622589, 48461.350709
5650.125827, 48458.101698
5681.629020, 48454.858221
5713.132151, 48451.560132
5744.635366, 48448.187152
5776.138652, 48444.764351
5807.641945, 48441.435537
5839.145242, 48438.179628
5870.648443, 48434.935185
5902.151607, 48431.695111
5933.654702, 48428.430642
5965.157771, 48425.156873
5996.660949, 48421.783278
6028.164169, 48418.371634
6059.667399, 48415.079880
6091.170634, 48411.833822
6122.673755, 48408.600773
6154.176860, 48405.369427
6185.679889, 48402.107075
6217.182907, 48398.840661
6248.686068, 48395.451269
6280.189248, 48392.045766
6311.692455, 48388.783803
6343.195661, 48385.541167
6374.698763, 48382.310015
6406.201863, 48379.077222
6437.704906, 48375.808397
6469.207945, 48372.541977
6500.710930, 48369.328402
6532.213911, 48366.112976
6563.716799, 48362.856876
6595.219685, 48359.600787
6626.722536, 48356.344925
6658.225393, 48353.084150
6689.728400, 48349.715434
6721.231406, 48346.354649
6752.734391, 48343.168053
6784.237355, 48339.969961
6815.740240, 48336.726347
6847.243120, 48333.481121
6878.745975, 48330.229517
6910.248867, 48326.953608
6941.751903, 48323.581441
6973.254943, 48320.244198
7004.757998, 48317.045274
7036.261001, 48313.854366
7067.763911, 48310.677778
7099.266779, 48307.490721
7130.769571, 48304.284962
7162.272362, 48301.049258
7193.775148, 48297.760065
7225.277941, 48294.502590
7256.780745, 48291.301774
7288.283522, 48288.100044
7319.786252, 48284.896684
7351.288973, 48281.673813
7382.791680, 48278.416090
7414.294364, 48275.200714
7445.797006, 48272.060983
7477.299610, 48268.891578
7508.802144, 48265.669168
7540.304731, 48262.418002
7571.807413, 48259.115468
7603.310067, 48255.895477
7634.812665, 48252.743313
7666.315299, 48249.444281
7697.818000, 48246.143183
7729.320798, 48242.846446
7760.823696, 48239.566603
7792.326654, 48236.276090
7823.829698, 48232.969397
7855.332809, 48229.661437
7886.836058, 48226.376853
7918.339355, 48223.127477
7949.842683, 48219.904714
7981.346033, 48216.607328
8000.000000, 48214.589210
