Ground Roll distance, Vertical Forces
1123.401227, 114644.153212
1150.347271, 114644.153212
1337.266429, 114644.153212
1374.238899, 114644.153212
1411.075939, 114644.153212
1447.778261, 114644.153212
1484.346572, 114644.153212
1491.949666, 114644.153212
1492.088686, 114644.153212
1492.181274, 114644.153212
1492.208415, 114644.153212
1492.233360, 114644.153212
1492.482802, 114644.153212
1494.976841, 114644.153212
1519.878202, 114644.153212
1664.028045, 114644.153212
1806.798650, 114644.153212
1941.374045, 114644.153212
1980.971419, 114644.153212
2022.893978, 114644.153212
2138.666162, 114644.153212
2249.651050, 114644.153212
2351.954151, 114644.153212
2445.479119, 114644.153212
2530.399852, 114644.153212
2606.983566, 114644.153212
2675.570346, 114644.153212
2736.554199, 114644.153212
2790.361597, 114644.153212
2801.747088, 114644.153212
2808.953854, 114644.153212
2812.912285, 114644.153212
2816.702898, 114644.153212
2852.968158, 114644.153212
2865.382153, 114644.153212
2872.969393, 114644.153212
2875.802934, 114644.153212
2878.747721, 114644.153212
2906.693631, 114644.153212
2918.964949, 114644.153212
2933.873512, 114644.153212
2936.099524, 114644.153212
2937.160568, 114644.153212
2938.148464, 114644.153212
2947.716952, 114644.153212
2973.548661, 114644.153212
2994.044217, 114644.153212
2997.803253, 114644.153212
2998.455303, 114644.153212
2998.880099, 114644.153212
2999.312930, 114644.153212
3003.366097, 114644.153212
3014.194198, 114644.153212
3015.671070, 114644.153212
3016.333745, 114644.153212
3016.789402, 114644.153212
3017.090228, 114644.153212
3017.261156, 114644.153212
3017.323292, 114644.153212
3017.324339, 114644.153212
3017.324467, 114644.153212
3017.324468, 114644.153212
