alpha body, Efficiency
 -10.000000,    3.501121
  -9.090909,    4.506851
  -8.181818,    5.556743
  -7.272727,    6.641006
  -6.363636,    7.748428
  -5.454545,    8.854739
  -4.545455,    9.914224
  -3.636364,   10.914411
  -2.727273,   11.840871
  -1.818182,   12.678077
  -0.909091,   13.396388
  -0.000000,   13.980663
   0.909091,   14.424712
   1.818182,   14.740018
   2.727273,   14.934076
   3.636364,   15.018503
   4.545455,   14.996298
   5.454545,   14.874204
   6.363636,   14.677556
   7.272727,   14.427050
   8.181818,   14.130621
   9.090909,   13.797169
  10.000000,   13.431704
  10.909091,   13.047533
  11.818182,   12.652448
  12.727273,   12.237551
  13.636364,   11.790217
  14.545455,   11.306497
  15.454545,   10.791142
  16.363636,   10.254789
  17.272727,    9.704062
  18.181818,    9.146521
  19.090909,    8.625700
  20.000000,    8.249040
