alpha body, Efficiency
 -10.000000,    3.495646
  -9.000000,    4.601709
  -8.000000,    5.767236
  -7.000000,    6.963685
  -6.000000,    8.177170
  -5.000000,    9.377026
  -4.000000,   10.524843
  -3.000000,   11.571113
  -2.000000,   12.507021
  -1.000000,   13.306275
   0.000000,   13.953279
   1.000000,   14.440013
   2.000000,   14.779735
   3.000000,   14.970145
   4.000000,   15.011276
   5.000000,   14.927855
   6.000000,   14.749714
   7.000000,   14.491673
   8.000000,   14.174998
   9.000000,   13.813291
  10.000000,   13.420585
  11.000000,   13.003537
  12.000000,   12.564732
  13.000000,   12.094064
  14.000000,   11.585081
  15.000000,   11.039380
  16.000000,   10.462354
  17.000000,    9.862886
  18.000000,    9.250655
  19.000000,    8.662926
  20.000000,    8.241408
