Speed, Power
  95.715990, 8276742.317003
  97.338884, 8385252.715446
  98.961778, 8493090.749864
 100.584672, 8600660.376959
 102.207566, 8707383.081392
 103.830459, 8813599.240178
 105.453353, 8918750.513814
 107.076247, 9022930.281269
 108.699141, 9125937.799803
 110.322035, 9227659.317553
 111.944929, 9328262.581387
 113.567823, 9427768.818995
 115.190717, 9526286.800990
 116.813611, 9624387.647974
 118.436505, 9721593.860263
 120.059399, 9819196.670196
 121.682292, 9915913.988495
 123.305186, 10013503.704299
 124.928080, 10110173.525561
 126.550974, 10207728.343546
 128.173868, 10304336.749292
 129.796762, 10401539.008190
 131.419656, 10497835.830118
 133.042550, 10594122.037014
 134.665444, 10689563.577292
 136.288338, 10784001.753997
 137.911231, 10877542.068015
 139.534125, 10968802.475023
 141.157019, 11058941.395505
 142.779913, 11145683.948335
 144.402807, 11230945.635814
 146.025701, 11312338.574110
 147.648595, 11391911.002331
 149.271489, 11468747.268983
 150.894383, 11543914.815045
 152.517277, 11620202.581550
 154.140171, 11696342.885897
 155.763064, 11780157.761583
 157.385958, 11867479.572709
 159.008852, 11966585.225212
 160.631746, 12072721.686184
 162.254640, 12186472.771128
 163.877534, 12305722.164419
 165.500428, 12427968.603804
 167.123322, 12552795.798619
 168.746216, 12678095.573268
 170.369110, 12803875.471846
 171.992003, 12929322.961353
 173.614897, 13054364.722176
 175.237791, 13179064.819800
 176.860685, 13303272.316167
 178.483579, 13427306.817692
 180.106473, 13551045.508618
 181.729367, 13674732.782163
 183.352261, 13798316.286435
 184.975155, 13921899.088679
 186.598049, 14045482.543825
 188.220942, 14169075.510289
 189.843836, 14292699.789070
 191.466730, 14416330.611248
 193.089624, 14539988.099903
 194.712518, 14663647.671295
 196.335412, 14787318.316943
 197.958306, 14910989.124698
 199.581200, 15034661.150379
 201.204094, 15158333.176059
 202.826988, 15282005.201739
 204.449882, 15405677.227420
 206.072775, 15529349.253100
 207.695669, 15653021.278780
 209.318563, 15776693.304460
 210.941457, 15900365.330141
 212.564351, 16024037.355821
 214.187245, 16147709.381501
 215.810139, 16271381.407182
 217.433033, 16395053.432862
 219.055927, 16518725.458542
 220.678821, 16642397.484222
 222.301714, 16766069.509903
 223.924608, 16889741.535583
 225.547502, 17013413.561263
 227.170396, 17137085.586944
 228.793290, 17260757.612624
 230.416184, 17384429.638304
 232.039078, 17508101.663984
 233.661972, 17631773.689665
 235.284866, 17755445.715345
 236.907760, 17879117.741025
 238.530653, 18002789.766706
 240.153547, 18126461.792386
 241.776441, 18250133.818066
 243.399335, 18373805.843746
 245.022229, 18497477.869427
 246.645123, 18621149.895107
 248.268017, 18744821.920787
 249.890911, 18868493.946468
 251.513805, 18992165.972148
 253.136699, 19115837.997828
 254.759593, 19239510.023508
 256.382486, 19363182.049189
