Speed (CAS), Efficiency
 132.229088,   17.691213
 132.681741,   17.719145
 133.134393,   17.747261
 133.587046,   17.775563
 134.039699,   17.800537
 134.492351,   17.819904
 134.945004,   17.839379
 135.397656,   17.858962
 135.850309,   17.874247
 136.302962,   17.886953
 136.755614,   17.899719
 137.208267,   17.912546
 137.660919,   17.918475
 138.113572,   17.921781
 138.566224,   17.925099
 139.018877,   17.928428
 139.471530,   17.929184
 139.924182,   17.928673
 140.376835,   17.928161
 140.829487,   17.927648
 141.282140,   17.925475
 141.734793,   17.921297
 142.187445,   17.917108
 142.640098,   17.912907
 143.092750,   17.908478
 143.545403,   17.900633
 143.998056,   17.892769
 144.450708,   17.884888
 144.903361,   17.876989
 145.356013,   17.867191
 145.808666,   17.855313
 146.261318,   17.843413
 146.713971,   17.831493
 147.166624,   17.819552
 147.619276,   17.804822
 148.071929,   17.788844
 148.524581,   17.772845
 148.977234,   17.756827
 149.429887,   17.740789
 149.882539,   17.721775
 150.335192,   17.701423
 150.787844,   17.681057
 151.240497,   17.660677
 151.693150,   17.640283
 152.145802,   17.618477
 152.598455,   17.594984
 153.051107,   17.571484
 153.503760,   17.547977
 153.956412,   17.524464
 154.409065,   17.500945
 154.861718,   17.474450
 155.314370,   17.447860
 155.767023,   17.421274
 156.219675,   17.394692
 156.672328,   17.368114
 157.124981,   17.340987
 157.577633,   17.311670
 158.030286,   17.282369
 158.482938,   17.253083
 158.935591,   17.223812
 159.388244,   17.194558
 159.840896,   17.164964
 160.293549,   17.133070
 160.746201,   17.101204
 161.198854,   17.069368
 161.651507,   17.037561
 162.104159,   17.005784
 162.556812,   16.974036
 163.009464,   16.940328
 163.462117,   16.905955
 163.914769,   16.871627
 164.367422,   16.837343
 164.820075,   16.803105
 165.272727,   16.768911
 165.725380,   16.734764
 166.178032,   16.697828
 166.630685,   16.660912
 167.083338,   16.624061
 167.535990,   16.587272
 167.988643,   16.550547
 168.441295,   16.513886
 168.893948,   16.477289
 169.346601,   16.438759
 169.799253,   16.399932
 170.251906,   16.361185
 170.704558,   16.322518
 171.157211,   16.283932
 171.609863,   16.245426
 172.062516,   16.207000
 172.515169,   16.168016
 172.967821,   16.127408
 173.420474,   16.086897
 173.873126,   16.046485
 174.325779,   16.006171
 174.778432,   15.965955
 175.231084,   15.925837
 175.683737,   15.885817
 176.136389,   15.845449
 176.589042,   15.803607
 177.041695,   15.761878
