Fuel used, Altitude
   0.000068,    0.000000
   0.067876,    0.000000
   0.135784,    0.000000
   0.203695,    0.000000
   0.271607,    0.000000
   0.339519,    0.000000
   0.407431,    0.000000
   0.475343,    0.000000
   0.543254,    0.000000
   0.611166,    0.000000
   0.679078,    0.000000
   0.746990,    0.000000
   0.814950,    0.000000
   0.882916,    0.000000
   0.950882,    0.000000
   1.018848,    0.000000
   1.086814,    0.000000
   1.154780,    0.000000
   1.222746,    0.000000
   1.290712,    0.000000
   1.358678,    0.000000
   1.426644,    0.000000
   1.494645,    0.000000
   1.562650,    0.000000
   1.630656,    0.000000
   1.698661,    0.000000
   1.766666,    0.000000
   1.834672,    0.000000
   1.902677,    0.000000
   1.970683,    0.000000
   2.038688,    0.000000
   2.106693,    0.000000
   2.174721,    0.000000
   2.242752,    0.000000
   2.310782,    0.000000
   2.378813,    0.000000
   2.446843,    0.000000
   2.514873,    0.000000
   2.582904,    0.000000
   2.650934,    0.000000
   2.718965,    0.000000
   2.786995,    0.000000
   2.855036,    0.000000
   2.923078,    0.000000
   2.991119,    0.000000
   3.059161,    0.000000
   3.127203,    0.000000
   3.195245,    0.000000
   3.263287,    0.000000
   3.331328,    0.000000
   3.399370,    0.000000
   3.467412,    0.000000
   3.535455,    0.000000
   3.603499,    0.000000
   3.671543,    0.000000
   3.739586,    0.000000
   3.807630,    0.000000
   3.875674,    0.000000
   3.943717,    0.000000
   4.011761,    0.000000
   4.079804,    0.000000
   4.147848,    0.000000
   4.215953,    0.000000
   4.284066,    0.000000
   4.352179,    0.000000
   4.420292,    0.000000
   4.488404,    0.000000
   4.556517,    0.000000
   4.624630,    0.000000
   4.692743,    0.000000
   4.760856,    0.000000
   4.828968,    0.000000
   4.897136,    0.000000
   4.965310,    0.000000
   5.033484,    0.000000
   5.101658,    0.000000
   5.169832,    0.000000
   5.238007,    0.000000
   5.306181,    0.000000
   5.374355,    0.000000
   5.442529,    0.000000
   5.510703,    0.000000
   5.578906,    0.000000
   5.647112,    0.000000
   5.715317,    0.000000
   5.783523,    0.000000
   5.851729,    0.000000
   5.919935,    0.000000
   5.988141,    0.000000
   6.056347,    0.000000
   6.124553,    0.000000
   6.192759,    0.000000
   6.260968,    0.000000
   6.329177,    0.000000
   6.397387,    0.000000
   6.465596,    0.000000
   6.533806,    0.000000
   6.602016,    0.000000
   6.670225,    0.000000
   6.738435,    0.000000
   6.806644,    0.000000
   6.874854,    0.000000
   6.943043,    0.000000
   7.011230,    0.000000
   7.079417,    0.000000
   7.147604,    0.000000
   7.215791,    0.000000
   7.283978,    0.000000
   7.352165,    0.000000
   7.420352,    0.000000
   7.488539,    0.000000
   7.556725,    0.000000
   7.624870,    0.000000
   7.693010,    0.000000
   7.761149,    0.000000
   7.829289,    0.000000
   7.897428,    0.000000
