Ground distance, CD
   0.000000,    0.078002
   1.548757,    0.078002
   6.169300,    0.078002
  13.822748,    0.078002
  24.469864,    0.078002
  38.071078,    0.078002
  54.586525,    0.078002
  73.976065,    0.078002
  96.199315,    0.078002
 121.215689,    0.078002
 148.984405,    0.078002
 179.464540,    0.078002
 212.615040,    0.078002
 248.394761,    0.078002
 286.762509,    0.078002
 327.677085,    0.078002
 371.097342,    0.078002
 416.982240,    0.078002
 465.290878,    0.078002
 515.982564,    0.078002
 569.016800,    0.078002
 624.353311,    0.078002
 681.952009,    0.078002
 688.328143,    0.078002
 748.394714,    0.074268
 810.683161,    0.072819
 844.610418,    0.072759
 900.042340,    0.074934
 933.481435,    0.088274
1001.645514,    0.142031
1071.033011,    0.156009
1095.271281,    0.157303
1165.560093,    0.157498
1196.255076,    0.157180
1266.738685,    0.125502
1337.221332,    0.121329
1407.703322,    0.119995
1478.185440,    0.118863
1548.668153,    0.117727
1619.151394,    0.116589
1689.635174,    0.115449
1760.119517,    0.114308
1830.604403,    0.113166
1901.089858,    0.112024
1940.874550,    0.111319
1995.290304,    0.110999
2065.775737,    0.111000
2136.261577,    0.111214
2206.748012,    0.111322
2277.235008,    0.111429
2347.722588,    0.111536
2418.210775,    0.111643
2488.699551,    0.111750
2559.188880,    0.111857
2629.678788,    0.111964
2677.437898,    0.111965
2747.927966,    0.102988
2818.417341,    0.102908
2888.907210,    0.103318
2959.397824,    0.103598
3029.889273,    0.113122
3100.381529,    0.113964
3170.874411,    0.114084
3241.367772,    0.114136
3311.861631,    0.114205
3382.355963,    0.114325
3452.850701,    0.114325
3523.345979,    0.114445
3593.841750,    0.114566
3664.337955,    0.114566
3734.834694,    0.114686
3805.331893,    0.114806
3875.829526,    0.114806
3946.327688,    0.114927
4016.826336,    0.115047
4087.325458,    0.115047
4157.825099,    0.115167
4228.325208,    0.115288
4298.825802,    0.115288
4369.326881,    0.115408
4439.828430,    0.115408
4510.330516,    0.115528
4580.833078,    0.115649
4651.336066,    0.115649
4721.839573,    0.115769
4792.343532,    0.115889
4862.847969,    0.115889
4933.352947,    0.116009
5003.858376,    0.116130
5074.364253,    0.116130
5144.870642,    0.116250
5215.377491,    0.116370
5285.884823,    0.116370
5356.392661,    0.116491
5426.900987,    0.116491
5497.409838,    0.116611
5567.919182,    0.116731
5638.429002,    0.116731
5708.939339,    0.116852
5779.450123,    0.116972
5849.961397,    0.116972
5920.473217,    0.117092
5990.985490,    0.117212
6061.498223,    0.117212
6132.011479,    0.117333
6202.525182,    0.117453
6273.039403,    0.117453
6343.554160,    0.117573
6414.069347,    0.117573
6484.585079,    0.117694
6555.101349,    0.117818
6625.618050,    0.117819
6696.135236,    0.117952
6766.652861,    0.118086
6837.170913,    0.118086
6907.689498,    0.118220
6978.208548,    0.118353
7048.727991,    0.118353
7119.247945,    0.118487
7189.768350,    0.118621
7260.289174,    0.118621
7330.810508,    0.118754
7401.332291,    0.118888
7471.854525,    0.118888
7542.377276,    0.119022
7612.900485,    0.119156
7683.424138,    0.119156
7753.948261,    0.119289
7824.472797,    0.119289
7894.997829,    0.119423
7965.523113,    0.119423
8000.000000,    0.119423
