CL_e, CD_e
   0.063890,    1.197203
   0.062114,    1.280379
   0.060777,    1.363715
   0.059862,    1.447214
   0.059405,    1.530877
   0.059609,    1.614820
   0.060980,    1.698805
   0.062296,    1.782958
   0.063639,    1.867283
