eta, Cd
   0.000000, 1071.024425
   0.020408, 1040.623447
   0.040816, 1010.291018
   0.061224,  979.109822
   0.081633,  947.445469
   0.102041,  915.456476
   0.122449,  883.543008
   0.142857,  851.686029
   0.163265,  819.659208
   0.183673,  787.490681
   0.204082,  755.201492
   0.224490,  722.807649
   0.244898,  690.321335
   0.265306,  658.089033
   0.285714,  626.062115
   0.306122,  593.931237
   0.326531,  561.639155
   0.346939,  530.510927
   0.367347,  513.415066
   0.387755,  496.678809
   0.408163,  480.093056
   0.428571,  463.666830
   0.448980,  447.408501
   0.469388,  431.325826
   0.489796,  415.427465
   0.510204,  399.709678
   0.530612,  384.186243
   0.551020,  368.870699
   0.571429,  353.957241
   0.591837,  339.318284
   0.612245,  324.895766
   0.632653,  310.694673
   0.653061,  296.720168
   0.673469,  282.977565
   0.693878,  269.472318
   0.714286,  256.210019
   0.734694,  243.393821
   0.755102,  230.847254
   0.775510,  218.553261
   0.795918,  206.518313
   0.816327,  194.749684
   0.836735,  183.256149
   0.857143,  172.248919
   0.877551,  161.568292
   0.897959,  151.231670
   0.918367,  141.348418
   0.938776,  132.404626
   0.959184,  126.064059
   0.979592,  138.863150
   1.000000,  -37.177845
