eta, Cd
   0.000000, 1265.237568
   0.020408, 1230.032648
   0.040816, 1195.815845
   0.061224, 1161.118282
   0.081633, 1125.682894
   0.102041, 1089.718811
   0.122449, 1053.343766
   0.142857, 1016.633408
   0.163265,  980.092280
   0.183673,  943.604564
   0.204082,  906.862612
   0.224490,  869.889418
   0.244898,  832.703461
   0.265306,  795.853069
   0.285714,  759.008358
   0.306122,  721.964049
   0.326531,  684.626088
   0.346939,  648.806860
   0.367347,  629.514559
   0.387755,  610.806511
   0.408163,  592.218459
   0.428571,  573.754985
   0.448980,  555.560038
   0.469388,  537.521020
   0.489796,  519.637639
   0.510204,  501.905119
   0.530612,  484.337016
   0.551020,  466.951294
   0.571429,  449.751210
   0.591837,  432.743007
   0.612245,  415.933236
   0.632653,  399.328441
   0.653061,  382.935053
   0.673469,  366.943261
   0.693878,  351.187680
   0.714286,  335.657069
   0.734694,  320.356657
   0.755102,  305.291330
   0.775510,  290.465564
   0.795918,  275.883394
   0.816327,  261.768672
   0.836735,  247.912798
   0.857143,  234.317990
   0.877551,  221.006066
   0.897959,  208.163968
   0.918367,  196.127157
   0.938776,  185.399130
   0.959184,  179.845391
   0.979592,  216.580894
   1.000000, -176.612384
