alpha body, CM
  -4.000000,    0.436463
  -3.172414,    0.457361
  -2.344828,    0.478796
  -1.517241,    0.500760
  -0.689655,    0.523245
   0.137931,    0.546696
   0.965517,    0.570178
   1.793103,    0.594172
   2.620690,    0.618668
   3.448276,    0.643656
   4.275862,    0.669127
   5.103448,    0.694236
   5.931034,    0.718577
   6.758621,    0.743005
   7.586207,    0.767454
   8.413793,    0.790676
   9.241379,    0.809460
  10.068966,    0.820311
  10.896552,    0.820442
  11.724138,    0.807890
  12.551724,    0.782473
  13.379310,    0.748951
  14.206897,    0.727604
  15.034483,    0.710178
  15.862069,    0.698347
  16.689655,    0.696773
  17.517241,    0.711423
  18.344828,    0.749612
  19.172414,    0.820029
  20.000000,    0.932770
