Ground Distance, Angles
   0.000000,    0.000000
   1.888207,    0.000000
   7.515043,    0.000000
  16.823440,    0.000000
  29.755848,    0.000000
  46.254292,    0.000000
  66.260421,    0.000000
  89.715560,    0.000000
 116.560764,    0.000000
 146.736874,    0.000000
 180.184565,    0.000000
 216.844408,    0.000000
 256.656958,    0.000000
 299.562843,    0.000000
 345.502892,    0.000000
 394.418214,    0.000000
 446.250302,    0.000000
 500.941031,    0.000000
 556.079956,    0.000000
 616.213220,    3.622611
 655.025820,    5.571275
 693.878315,    8.053790
 726.593608,    8.927603
 793.579443,   10.091342
 861.925148,   11.187405
 882.696589,   11.476952
 952.123568,   12.296557
1022.084086,   12.811734
1092.405670,   12.977982
1162.982808,   12.758691
1230.337953,   12.176964
1301.348304,   12.192230
1372.585930,   12.248091
1444.038270,   12.342551
1515.687039,   12.472326
1587.508987,   12.633005
1659.476815,   12.819236
1731.560201,   13.024937
1735.058764,   13.035295
1807.227413,   13.254046
1879.437336,   13.476839
1882.668506,   13.486766
1954.885567,   13.327326
2027.102302,   13.268694
2099.318880,   13.262778
2171.535327,   13.266126
2243.751918,   13.249253
2315.968655,   13.252116
2388.185521,   13.254948
2460.402499,   13.257802
2532.619590,   13.260639
2604.836819,   13.263539
2677.054195,   13.266575
2749.271712,   13.269714
2821.489398,   13.272745
2893.707251,   13.275919
2965.925261,   13.279192
3038.143412,   13.282515
3110.361690,   13.285876
3182.580103,   13.289133
3254.798662,   13.292399
3327.017363,   13.295769
3399.236211,   13.299110
3471.455222,   13.302421
3543.674401,   13.305822
3615.893729,   13.309373
3688.113207,   13.312843
3760.332861,   13.316206
3832.552700,   13.319689
3904.772690,   13.323441
3976.992848,   13.326891
4049.213155,   13.330569
4121.433624,   13.333818
4193.654265,   13.337175
4265.875062,   13.340654
4338.096039,   13.343892
4410.317175,   13.347518
4482.538480,   13.350859
4554.759977,   13.354264
4626.981642,   13.357927
4699.203493,   13.361325
4771.425504,   13.365111
4843.647668,   13.368691
4915.869982,   13.372383
4988.092441,   13.376047
5060.315055,   13.379675
5132.537837,   13.383306
5204.760787,   13.387045
5276.983894,   13.390874
5349.207165,   13.394591
5421.430632,   13.398219
5493.654278,   13.402206
5565.878048,   13.381290
5638.101867,   13.345645
5710.325940,   13.327106
5782.550180,   13.306782
5854.774627,   13.286072
5926.999265,   13.265685
5999.224091,   13.245146
6071.449098,   13.224831
6143.674325,   13.224732
6215.899756,   13.205119
6288.125407,   13.185931
6360.351218,   13.166622
6432.577137,   13.146731
6504.803192,   13.127036
6577.029361,   13.107253
6649.255666,   13.087592
6721.482107,   13.068180
6793.708685,   13.048662
6865.935423,   13.029456
6938.162304,   13.010435
7010.389318,   12.991503
7082.616467,   12.972690
7154.843771,   12.953868
7227.071217,   12.935402
7299.298772,   12.916509
7371.526468,   12.897423
7443.754325,   12.878599
7515.982331,   12.859983
7588.210490,   12.841437
7660.438780,   12.823240
7732.667217,   12.804926
7804.895784,   12.787005
7877.124511,   12.768957
7949.353389,   12.751284
8000.000000,   12.745628
