Ground Distance, Acceleration
   0.000000,    2.913700
   0.000000,    2.913684
   0.000007,    2.913628
   0.000098,    2.913421
   0.000670,    2.912965
   0.002934,    2.912158
   0.007323,    2.911260
   0.013691,    2.910362
   0.022051,    2.909461
   0.032365,    2.908561
   0.044734,    2.907656
   0.059144,    2.906747
   0.075578,    2.905836
   0.094044,    2.904924
   0.114643,    2.904006
   0.137402,    2.903083
   0.162170,    2.902161
   0.189476,    2.901222
   0.218734,    2.900287
   0.250286,    2.899346
   0.284253,    2.898397
   0.320278,    2.897449
   0.358312,    2.896504
   0.399214,    2.895541
   0.442560,    2.894573
   0.488313,    2.893600
   0.536406,    2.892624
   0.587626,    2.891631
   0.641038,    2.890640
   0.696889,    2.889646
   0.755478,    2.888645
   0.817958,    2.887618
   0.882368,    2.886599
   0.949970,    2.885567
   1.020282,    2.884532
   1.094149,    2.883481
   1.171803,    2.882413
   1.251923,    2.881346
   1.333974,    2.880288
   1.419749,    2.879215
   1.510070,    2.878119
   1.603495,    2.877018
   1.699363,    2.875920
   1.799709,    2.874802
   1.902985,    2.873683
   2.011288,    2.872541
   2.121991,    2.871403
   2.235010,    2.870271
   2.353237,    2.869116
   2.475822,    2.867948
   2.603281,    2.866762
   2.733701,    2.865578
   2.867731,    2.864388
   3.008282,    2.863169
   3.151312,    2.861957
   3.299152,    2.860731
   3.450410,    2.859503
   3.604102,    2.858282
   3.762782,    2.857047
   3.795548,    2.856796
   3.874948,    2.856190
   3.876450,    2.856178
   3.877665,    2.856169
   3.878084,    2.856166
   3.878463,    2.856163
   3.881221,    2.856142
   3.893992,    2.856045
   3.929442,    2.855777
   4.028029,    2.855037
   4.208702,    2.853704
   4.385260,    2.852427
   4.569052,    2.851123
   4.757880,    2.849809
   4.952132,    2.848484
   5.149798,    2.847160
   5.353679,    2.845820
   5.561249,    2.844479
   5.773450,    2.843134
   5.990291,    2.841783
   6.213401,    2.840417
   6.441998,    2.839041
   6.676652,    2.837652
   6.918066,    2.836247
   7.162085,    2.834850
   7.410699,    2.833450
   7.665157,    2.832040
   7.929193,    2.830599
   8.197229,    2.829160
   8.471888,    2.827708
   8.750839,    2.826255
   9.039534,    2.824775
   9.334786,    2.823283
   9.632676,    2.821801
   9.938180,    2.820302
  10.247859,    2.818805
  10.565606,    2.817291
  10.890645,    2.815763
  11.222384,    2.814226
  11.561260,    2.812678
  11.904372,    2.811131
  12.257815,    2.809560
  12.616547,    2.807986
  12.983160,    2.806399
  13.350167,    2.804831
  13.728300,    2.803236
  14.112577,    2.801636
  14.505105,    2.800022
  14.904600,    2.798400
  15.312602,    2.796764
  15.724272,    2.795134
  15.728556,    2.795117
  15.729849,    2.795112
  15.730570,    2.795109
  15.731225,    2.795106
  15.737776,    2.795081
  15.767232,    2.794965
  15.870779,    2.794558
  16.174231,    2.793373
  16.605198,    2.791707
  17.043397,    2.790033
  17.486299,    2.788362
  17.938770,    2.786674
  18.401548,    2.784968
  18.868889,    2.783265
  19.344127,    2.781553
  19.829204,    2.779825
  20.319082,    2.778099
  20.815447,    2.776370
  21.318069,    2.774638
  21.835047,    2.772876
  22.361094,    2.771103
  22.892351,    2.769331
  23.432651,    2.767548
  23.977864,    2.765767
  24.538585,    2.763955
  25.104121,    2.762146
  25.679271,    2.760326
  26.261956,    2.758500
  26.856622,    2.756655
  27.456416,    2.754813
  28.068611,    2.752952
  28.686738,    2.751091
  29.318877,    2.749207
  29.953682,    2.747333
  30.601530,    2.745439
  31.260957,    2.743529
  31.927463,    2.741617
  32.601050,    2.739703
  33.289692,    2.737765
  33.982139,    2.735833
  34.683715,    2.733895
  35.395317,    2.731946
  35.539849,    2.731552
  35.629995,    2.731307
  35.690657,    2.731142
  35.918605,    2.730524
  35.922959,    2.730512
  35.924775,    2.730507
  35.926568,    2.730502
  35.939630,    2.730467
  35.999159,    2.730306
  36.242109,    2.729649
  36.854418,    2.728002
  37.593283,    2.726030
  38.349220,    2.724031
  39.104736,    2.722050
  39.874141,    2.720051
  40.655084,    2.718039
  41.446779,    2.716017
  42.254405,    2.713971
  43.066873,    2.711931
  43.888516,    2.709885
  44.721737,    2.707828
  45.564363,    2.705765
  46.414407,    2.703700
  47.274222,    2.701629
  48.153524,    2.699528
  49.037235,    2.697434
  49.932446,    2.695329
  50.839176,    2.693214
  51.759317,    2.691085
  52.688883,    2.688950
  53.622158,    2.686824
  54.567492,    2.684687
  55.524976,    2.682540
  56.501698,    2.680365
  57.483019,    2.678197
  58.480824,    2.676010
  59.492993,    2.673807
  60.515044,    2.671600
  61.541479,    2.669400
  62.579337,    2.667191
  63.626252,    2.664979
  64.691228,    2.662746
  64.734043,    2.662656
