Ground Distance, 
   0.000000,   56.897821
 252.156588,   56.897821
 260.749132,   56.168362
 269.341676,   55.438903
 277.934220,   54.709444
 286.526765,   53.979984
 295.119309,   53.250525
 303.711853,   52.521066
 312.304397,   51.791607
 320.896942,   51.062147
 329.489486,   50.332688
 330.222222,   50.322876
 337.541733,   50.224862
 387.431833,   49.556841
 397.329943,   49.424313
 407.201582,   49.292140
 417.046822,   49.160319
 426.865733,   49.028850
 427.257943,   49.023599
 428.042237,   49.013098
 428.355907,   49.008898
 428.489195,   49.007113
 428.755757,   49.003544
 428.777854,   49.003248
 428.796766,   49.002995
 428.807152,   49.002856
 428.814229,   49.002761
 428.816604,   49.002729
 428.817961,   49.002711
 428.818625,   49.002702
 428.819035,   49.002695
 428.819413,   49.002674
 428.823190,   49.002469
 428.860964,   49.000416
 429.238617,   48.979868
 433.006388,   48.772758
 464.091448,   46.904903
 493.841567,   44.802061
 521.007085,   42.536182
 545.570886,   40.117668
 567.604972,   37.555062
 587.212601,   34.857364
 604.516208,   32.033529
 609.095721,   31.197171
 612.881117,   30.472382
 614.534514,   30.145559
 615.361070,   29.979724
 616.275506,   29.794324
 625.102632,   27.891268
 629.975607,   26.740286
 633.348193,   25.894424
 634.407108,   25.619674
 635.398806,   25.358129
 644.744938,   22.660573
 647.625550,   21.727556
 649.558982,   21.068245
 651.839192,   20.252102
 652.490147,   20.010732
 653.656908,   19.568132
 654.700485,   19.160832
 663.023111,   15.412557
 669.604766,   11.392203
 670.768427,   10.496443
 671.357120,   10.009316
 671.676596,    9.733678
 671.960970,    9.480867
 674.389369,    6.916740
 676.647926,    2.764522
 676.872630,    1.886907
 676.981229,    1.256245
 677.042513,    0.674985
 677.066363,    0.132220
 677.067300,    0.014737
 677.067312,   -0.003522
