Time, Efficiency
   0.246667,   11.834562
   0.248333,   11.834562
   0.250000,   11.834562
   0.251667,   11.834562
   0.253333,   11.834562
   0.255000,   11.834562
   0.256667,   11.834562
   0.258333,   11.834562
   0.260000,   11.834562
   0.261667,   11.834562
   0.263333,   11.834562
   0.265000,   11.834562
   0.266667,   11.834562
   0.268333,   11.834562
   0.270000,   11.834562
   0.271667,   11.834562
   0.273333,   11.834562
   0.275000,   11.834562
   0.276667,   11.834562
   0.278333,   11.834562
   0.280000,   11.834562
   0.281667,   11.834562
   0.283333,   11.834562
   0.285000,   11.834562
   0.286667,   11.834562
   0.288333,   11.834562
   0.290000,   11.834562
   0.291667,   11.834562
   0.293333,   11.834562
   0.295000,   11.834562
   0.296667,   11.834562
   0.298333,   11.834562
   0.300000,   11.834562
   0.301667,   11.834562
   0.303333,   11.834562
   0.305000,   11.834562
   0.306667,   11.834562
   0.308333,   11.834562
   0.310000,   11.834562
   0.311667,   11.834562
   0.313333,   11.834562
   0.315000,   11.834562
   0.316667,   11.834562
   0.318333,   11.834562
   0.320000,   11.834562
   0.321667,   11.834562
   0.323333,   11.834562
   0.325000,   11.834562
   0.326667,   11.834562
   0.328333,   11.834562
   0.330000,   11.834562
   0.331667,   11.834562
   0.333333,   11.834562
   0.335000,   11.834562
   0.336667,   11.834562
   0.338333,   11.834562
   0.340000,   11.834562
   0.341667,   11.834562
   0.343333,   11.834562
   0.345000,   11.834562
   0.346667,   11.834562
   0.348333,   11.834562
   0.350000,   11.834562
   0.351667,   11.834562
   0.353333,   11.834562
   0.355000,   11.834562
   0.355811,   11.834562
   0.357478,   11.937975
   0.359145,   12.040303
   0.360811,   12.141563
   0.362478,   12.241773
   0.364145,   12.340948
   0.365811,   12.439105
   0.367478,   12.536258
   0.369145,   12.669193
   0.370811,   12.859112
   0.372478,   13.043718
   0.374145,   13.223229
   0.375811,   13.397854
   0.377478,   13.567790
   0.379145,   13.733222
   0.380811,   13.894328
   0.382478,   14.051276
   0.384145,   14.204223
   0.385811,   14.339898
   0.387478,   14.449295
   0.389145,   14.554789
   0.390811,   14.656586
   0.392478,   14.754876
   0.394145,   14.849837
   0.395811,   14.941636
   0.397478,   15.030429
   0.399145,   15.116360
   0.400811,   15.199565
   0.402478,   15.259118
   0.404145,   15.282394
   0.405811,   15.304951
   0.407478,   15.326822
   0.409145,   15.348037
   0.410811,   15.368625
   0.412478,   15.388614
   0.414145,   15.408029
   0.415811,   15.426895
   0.417478,   15.445235
   0.418518,   15.456426
   0.420185,   14.762334
   0.421852,   14.142817
   0.423518,   13.586470
   0.425185,   13.084099
   0.426852,   12.628212
   0.428518,   12.212643
   0.430185,   11.832270
   0.431852,   11.482804
   0.433518,   11.160624
   0.435185,   10.862655
   0.436852,   10.862655
   0.438518,   10.862655
   0.440185,   10.862655
   0.441852,   10.862655
   0.443518,   10.862655
   0.445185,   10.862655
   0.446852,   10.862655
   0.448518,   10.862655
   0.450185,   10.862655
   0.451852,   10.862655
   0.453518,   10.862655
   0.455185,   10.862655
   0.456852,   10.862655
   0.458518,   10.862655
   0.460185,   10.862655
   0.460185,   15.200185
   1.655097,   15.197525
   2.874522,   15.194636
   4.133302,   15.192241
   5.482632,   15.190574
   6.969219,   15.188103
   8.614908,   15.184812
  10.453102,   15.180806
  12.542548,   15.176011
  15.027550,   15.170299
  15.027550,   13.073606
  15.858972,   13.069639
  16.690395,   13.065671
  17.521817,   13.061702
  18.353239,   13.057731
  19.184662,   13.053760
  20.016084,   13.049787
  20.847506,   13.045813
  21.678929,   13.041838
  22.510351,   13.037862
  23.341773,   13.033884
  24.173196,   13.029906
  25.004618,   13.025926
  25.836040,   13.021945
  26.667463,   13.017964
  27.498885,   13.013980
  28.330307,   13.009996
  29.161730,   13.006011
  29.993152,   13.002024
  30.824574,   12.998037
  31.655997,   12.994048
  32.487419,   12.990058
  33.318841,   12.986067
  34.150264,   12.982075
  34.981686,   12.978081
  35.813108,   12.974087
  36.644531,   12.970091
  37.475953,   12.966094
  38.307375,   12.962096
  39.138798,   12.958097
  39.138798,   11.487243
  40.298666,   11.482886
  41.461312,   11.478812
  42.622520,   11.474655
  43.778533,   11.470450
  44.927113,   11.466215
  46.063949,   11.461877
  47.184952,   11.457460
  48.302137,   11.453392
  49.411806,   11.449195
  49.411806,   15.055499
  49.990878,   15.054047
  50.575571,   15.052530
  51.165723,   15.050950
  51.764106,   15.049667
  52.381498,   15.049110
  53.027216,   15.048350
  53.704269,   15.047386
  54.414975,   15.046147
  55.161144,   15.044670
  55.161144,   15.983920
  57.014269,   15.983920
  58.868203,   15.983920
  60.722949,   15.983920
  62.578505,   15.983920
  64.434873,   15.983920
  66.292054,   15.983920
  68.150049,   15.983920
  70.008858,   15.983920
  71.868482,   15.983920
  71.868482,   11.354739
  72.514813,   11.352860
  73.150956,   11.349929
  73.789636,   11.347748
  74.430995,   11.345564
  75.075175,   11.343383
  75.721967,   11.341188
  76.371231,   11.338974
  77.022507,   11.336726
  77.674878,   11.334426
  77.674878,   15.983920
  82.674878,   15.984611
  87.674878,   15.985304
  92.674878,   15.985644
  97.674878,   15.985041
 102.674878,   15.984438
 107.674878,   15.983832
 112.674878,   15.983225
 117.674878,   15.982617
 122.674878,   15.982007
 122.674878,    8.170091
 122.676545,    8.169473
 122.678211,    8.169473
 122.679878,    8.169473
 122.681545,    8.169467
 122.683211,    8.169459
 122.684878,    8.169451
 122.686545,    8.169443
 122.688211,    8.169436
 122.689878,    8.169428
 122.691545,    8.169420
 122.693211,    8.169412
 122.694878,    8.169404
 122.696545,    8.169397
 122.698211,    8.169389
 122.699878,    8.169381
 122.701545,    8.169373
 122.703211,    8.169365
 122.704878,    8.169358
 122.706545,    8.169350
 122.708211,    8.169342
 122.709878,    8.169334
 122.711545,    8.169326
 122.713211,    8.169318
 122.714878,    8.169304
 122.716545,    8.169288
 122.718211,    8.169273
 122.719878,    8.169257
 122.721545,    8.169242
 122.723211,    8.169226
 122.724878,    8.169210
 122.726545,    8.169195
 122.728211,    8.169179
 122.729878,    8.169163
 122.731545,    8.169147
 122.733211,    8.169132
 122.734878,    8.169116
 122.736545,    8.169100
 122.738211,    8.169085
 122.739878,    8.169069
 122.741545,    8.169053
 122.743211,    8.169037
 122.744878,    8.169022
 122.746545,    8.169006
 122.748211,    8.168984
 122.749878,    8.168960
 122.751545,    8.168936
 122.753211,    8.168913
 122.754878,    8.168889
 122.756545,    8.168865
 122.758211,    8.168841
 122.759878,    8.168818
 122.761545,    8.168794
 122.763211,    8.168770
 122.764878,    8.168746
 122.766545,    8.168723
 122.768211,    8.168699
 122.769878,    8.168675
 122.771545,    8.168651
 122.773211,    8.168627
 122.774878,    8.168603
 122.776545,    8.168580
 122.778211,    8.168556
 122.779878,    8.168532
 122.781545,    8.168501
 122.783211,    8.168469
 122.784878,    8.168437
 122.786545,    8.168405
 122.788211,    8.168373
 122.789878,    8.168341
 122.791545,    8.168309
 122.793211,    8.168277
 122.794878,    8.168245
 122.796545,    8.168213
 122.798211,    8.168164
 122.799878,    8.168112
 122.801545,    8.168060
 122.803211,    8.168008
 122.804878,    8.167956
 122.806545,    8.167904
 122.808211,    8.167851
 122.809878,    8.167799
 122.811545,    8.167747
 122.813211,    8.167695
 122.814878,    8.167569
 122.816545,    8.167429
 122.818211,    8.167289
 122.819878,    8.167149
 122.821545,    8.167009
 122.823211,    8.166869
 122.824878,    8.166728
 122.826545,    8.166588
 122.828211,    8.166447
 122.829878,    8.166307
 122.831545,    8.166136
 122.833211,    8.165960
 122.834878,    8.165784
 122.836545,    8.165607
 122.838211,    8.165431
 122.839878,    8.165254
 122.841545,    8.165077
 122.843211,    8.164900
 122.844878,    8.164722
 122.846545,    8.164545
 122.848211,    8.164367
 122.849878,    8.164189
 122.851545,    8.164011
 122.853211,    8.163833
 122.854878,    8.163655
 122.856545,    8.163476
 122.858211,    8.163297
 122.859878,    8.163118
 122.861545,    8.162939
 122.863211,    8.162760
 122.864878,    8.162565
 122.866545,    8.162367
 122.868211,    8.162170
 122.869878,    8.161971
 122.871545,    8.161773
 122.873211,    8.161575
 122.874878,    8.161376
 122.876545,    8.161177
 122.878211,    8.160978
 122.879878,    8.160778
 122.881545,    8.160563
 122.883211,    8.160345
 122.884878,    8.160127
 122.886545,    8.159908
 122.888211,    8.159689
 122.889878,    8.159470
 122.891545,    8.159251
 122.893211,    8.159031
 122.894878,    8.158811
 122.896545,    8.158591
 122.898211,    8.158360
 122.899878,    8.158126
 122.901545,    8.157892
 122.903211,    8.157658
 122.904878,    8.157423
 122.906545,    8.157189
 122.908211,    8.156954
 122.909878,    8.156718
 122.911545,    8.156483
 122.913211,    8.156247
 122.914878,    8.155882
 122.916545,    8.155492
 122.918211,    8.155103
 122.919878,    8.154712
 122.921545,    8.154322
 122.923211,    8.153930
 122.924878,    8.153539
 122.926545,    8.153147
 122.928211,    8.152754
 122.929878,    8.152361
 122.931545,    8.151940
 122.933211,    8.151513
 122.934878,    8.151085
 122.936545,    8.150657
 122.938211,    8.150229
 122.939878,    8.149800
 122.941545,    8.149370
 122.943211,    8.148940
 122.944878,    8.148509
 122.946545,    8.148078
 122.948211,    8.147618
 122.949878,    8.147152
 122.951545,    8.146686
 122.953211,    8.146219
 122.954878,    8.145751
 122.956545,    8.145283
 122.958211,    8.144814
 122.959878,    8.144344
 122.961545,    8.143874
 122.963211,    8.143403
 122.964878,    8.142931
 122.966545,    8.142459
 122.968211,    8.141986
 122.969878,    8.141512
 122.971545,    8.141038
 122.973211,    8.140563
 122.974878,    8.140087
 122.976545,    8.139611
 122.978211,    8.139133
 122.979878,    8.138656
 122.981545,    8.138125
 122.983211,    8.137584
 122.984878,    8.137041
 122.986545,    8.136499
 122.988211,    8.135955
 122.989878,    8.135410
 122.991545,    8.134865
 122.993211,    8.134319
 122.994878,    8.133773
 122.996545,    8.133225
 122.998211,    8.132520
 122.999878,    8.131785
 123.001545,    8.131049
 123.003211,    8.130312
 123.004878,    8.129574
 123.006545,    8.128835
 123.008211,    8.128094
 123.009878,    8.127353
 123.011545,    8.126610
 123.013211,    8.125867
 123.014878,    8.125122
 123.016545,    8.124376
 123.018211,    8.123629
 123.019878,    8.122881
 123.021545,    8.122131
 123.023211,    8.121381
 123.024878,    8.120630
 123.026545,    8.119877
 123.028211,    8.119123
 123.029878,    8.118368
 123.031545,    8.117612
 123.033211,    8.116855
 123.034878,    8.116097
 123.036545,    8.115338
 123.038211,    8.114577
 123.039878,    8.113815
 123.041545,    8.113053
 123.043211,    8.112289
 123.044878,    8.111523
 123.046545,    8.110757
 123.048211,    8.109924
 123.049878,    8.109077
 123.051545,    8.108228
 123.053211,    8.107379
 123.054878,    8.106528
 123.056545,    8.105675
 123.058211,    8.104821
 123.059878,    8.103966
 123.061545,    8.103110
 123.063211,    8.102252
 123.064878,    8.101218
 123.066545,    8.100150
 123.068211,    8.099081
 123.069878,    8.098010
 123.071545,    8.096937
 123.073211,    8.095863
 123.074878,    8.094787
 123.076545,    8.093709
 123.078211,    8.092629
 123.079878,    8.091548
 123.081545,    8.090465
 123.083211,    8.089380
 123.084878,    8.088294
 123.086545,    8.087206
 123.088211,    8.086116
 123.089878,    8.085025
 123.091545,    8.083931
 123.093211,    8.082836
 123.094878,    8.081740
 123.096545,    8.080641
 123.098211,    8.079541
 123.099878,    8.078439
 123.101545,    8.077335
 123.103211,    8.076230
 123.104878,    8.075123
 123.106545,    8.074014
 123.108211,    8.072903
 123.109878,    8.071790
 123.111545,    8.070676
 123.113211,    8.069560
 123.114878,    8.068413
 123.116545,    8.067259
 123.118211,    8.066102
 123.119878,    8.064945
 123.121545,    8.063785
 123.123211,    8.062623
 123.124878,    8.061459
 123.126545,    8.060294
 123.128211,    8.059127
 123.129878,    8.057957
 123.131545,    8.056686
 123.133211,    8.055394
 123.134878,    8.054100
 123.136545,    8.052804
 123.138211,    8.051506
 123.139878,    8.050206
 123.141545,    8.048904
 123.143211,    8.047601
 123.144878,    8.046295
 123.146545,    8.044988
 123.148211,    8.043605
 123.149878,    8.042206
 123.151545,    8.040805
 123.153211,    8.039402
 123.154878,    8.037997
 123.156545,    8.036589
 123.158211,    8.035179
 123.159878,    8.033767
 123.161545,    8.032353
 123.163211,    8.030936
 123.164878,    8.029517
 123.166545,    8.028096
 123.168211,    8.026673
 123.169878,    8.025247
 123.171545,    8.023820
 123.173211,    8.022390
 123.174878,    8.020957
 123.176545,    8.019523
 123.178211,    8.018086
 123.179878,    8.016647
 123.181545,    8.015182
 123.183211,    8.013711
 123.184878,    8.012238
 123.186545,    8.010762
 123.188211,    8.009284
 123.189878,    8.007804
 123.191545,    8.006321
 123.193211,    8.004836
 123.194878,    8.003349
 123.196545,    8.001859
 123.198211,    8.000183
 123.199878,    7.998469
 123.201545,    7.996753
 123.203211,    7.995035
 123.204878,    7.993313
 123.206545,    7.991589
 123.208211,    7.989862
 123.209878,    7.988133
 123.211545,    7.986401
 123.213211,    7.984666
 123.214878,    7.982929
 123.216545,    7.981188
 123.218211,    7.979446
 123.219878,    7.977700
 123.221545,    7.975952
 123.223211,    7.974201
 123.224878,    7.972447
 123.226545,    7.970690
 123.228211,    7.968931
 123.229878,    7.967169
 123.231545,    7.965404
 123.233211,    7.963636
 123.234878,    7.961866
 123.236545,    7.960093
 123.238211,    7.958317
 123.239878,    7.956538
 123.241545,    7.954757
 123.243211,    7.952972
 123.244878,    7.951185
 123.246545,    7.949395
 123.248211,    7.947573
 123.249878,    7.945742
 123.251545,    7.943909
 123.253211,    7.942072
 123.254878,    7.940233
 123.256545,    7.938391
 123.258211,    7.936546
 123.259878,    7.934698
 123.261545,    7.932847
 123.263211,    7.930993
 123.264878,    7.929172
 123.266545,    7.927356
 123.268211,    7.925537
 123.269878,    7.923716
 123.271545,    7.921893
 123.273211,    7.920066
 123.274878,    7.918238
 123.276545,    7.916407
 123.278211,    7.914574
 123.279878,    7.912738
 123.281545,    7.910684
 123.283211,    7.908587
 123.284878,    7.906486
 123.286545,    7.904383
 123.288211,    7.902276
 123.289878,    7.900166
 123.291545,    7.898052
 123.293211,    7.895936
 123.294878,    7.893816
 123.296545,    7.891690
 123.298211,    7.889556
 123.299878,    7.887419
 123.301545,    7.885278
 123.303211,    7.883135
 123.304878,    7.880988
 123.306545,    7.878837
 123.308211,    7.876683
 123.309878,    7.874526
 123.311545,    7.872366
 123.313211,    7.870320
 123.314878,    7.868424
 123.316545,    7.866525
 123.318211,    7.864624
 123.319878,    7.862720
 123.321545,    7.860814
 123.323211,    7.858905
 123.324878,    7.856993
 123.326545,    7.855079
 123.328211,    7.853162
 123.329878,    7.851161
 123.331545,    7.849052
 123.333211,    7.846939
 123.334878,    7.844824
 123.336545,    7.842706
 123.338211,    7.840586
 123.339878,    7.838462
 123.341545,    7.836335
 123.343211,    7.834206
 123.344878,    7.832074
 123.346545,    7.829855
 123.348211,    7.827525
 123.349878,    7.825191
 123.351545,    7.822854
 123.353211,    7.820513
 123.354878,    7.818170
 123.356545,    7.815823
 123.358211,    7.813472
 123.359878,    7.811118
 123.361545,    7.808761
 123.363211,    7.806469
 123.364878,    7.804263
 123.366545,    7.802054
 123.368211,    7.799842
 123.369878,    7.797626
 123.371545,    7.795408
 123.373211,    7.793187
 123.374878,    7.790963
 123.376545,    7.788736
 123.378211,    7.786506
 123.379878,    7.784273
 123.381545,    7.782037
 123.383211,    7.779798
 123.384878,    7.777556
 123.386545,    7.775311
 123.388211,    7.773063
 123.389878,    7.770812
 123.391545,    7.768558
 123.393211,    7.766301
 123.394878,    7.764040
 123.396545,    7.761740
 123.398211,    7.759390
 123.399878,    7.757037
 123.401545,    7.754680
 123.403211,    7.752320
 123.404878,    7.749957
 123.406545,    7.747591
 123.408211,    7.745222
 123.409878,    7.742850
 123.411545,    7.740474
 123.413211,    7.738190
 123.414878,    7.736024
 123.416545,    7.733857
 123.418211,    7.731687
 123.419878,    7.729514
 123.421545,    7.727339
 123.423211,    7.725162
 123.424878,    7.722982
 123.426545,    7.720800
 123.428211,    7.718615
 123.429878,    7.716270
 123.431545,    7.713715
 123.433211,    7.711156
 123.434878,    7.708594
 123.436545,    7.706029
 123.438211,    7.703461
 123.439878,    7.700889
 123.441545,    7.698314
 123.443211,    7.695735
 123.444878,    7.693153
 123.446545,    7.690729
 123.448211,    7.688510
 123.449878,    7.686289
 123.451545,    7.684065
 123.453211,    7.681839
 123.454878,    7.679610
 123.456545,    7.677379
 123.458211,    7.675145
 123.459878,    7.672909
 123.461545,    7.670670
 123.463211,    7.668429
 123.464878,    7.666185
 123.466545,    7.663938
 123.468211,    7.661689
 123.469878,    7.659437
 123.471545,    7.657183
 123.473211,    7.654926
 123.474878,    7.652667
 123.476545,    7.650405
 123.478211,    7.648140
 123.479878,    7.645847
 123.481545,    7.643518
 123.483211,    7.641186
 123.484878,    7.638851
 123.486545,    7.636514
 123.488211,    7.634174
 123.489878,    7.631831
 123.491545,    7.629485
 123.493211,    7.627137
 123.494878,    7.624787
 123.496545,    7.622373
 123.498211,    7.619878
 123.499878,    7.617380
 123.501545,    7.614880
 123.503211,    7.612377
 123.504878,    7.609871
 123.506545,    7.607362
 123.508211,    7.604851
 123.509878,    7.602336
 123.511545,    7.599819
 123.513211,    7.597299
 123.514878,    7.594777
 123.516545,    7.592251
 123.518211,    7.589723
 123.519878,    7.587192
 123.521545,    7.584658
 123.523211,    7.582122
 123.524878,    7.579582
 123.526545,    7.577040
 123.528211,    7.574495
 123.529878,    7.572132
 123.531545,    7.570007
 123.533211,    7.567880
 123.534878,    7.565750
 123.536545,    7.563619
 123.538211,    7.561486
 123.539878,    7.559351
 123.541545,    7.557214
 123.543211,    7.555075
 123.544878,    7.552934
 123.546545,    7.550604
 123.548211,    7.548029
 123.549878,    7.545452
 123.551545,    7.542871
 123.553211,    7.540288
 123.554878,    7.537702
 123.556545,    7.535113
 123.558211,    7.532521
 123.559878,    7.529926
 123.561545,    7.527329
 123.563211,    7.524917
 123.564878,    7.522748
 123.566545,    7.520576
 123.568211,    7.518403
 123.569878,    7.516228
 123.571545,    7.514050
 123.573211,    7.511871
 123.574878,    7.509689
 123.576545,    7.507506
 123.578211,    7.505320
 123.579878,    7.503088
 123.581545,    7.500797
 123.583211,    7.498503
 123.584878,    7.496208
 123.586545,    7.493910
 123.588211,    7.491611
 123.589878,    7.489309
 123.591545,    7.487005
 123.593211,    7.484699
 123.594878,    7.482391
 123.596545,    7.480052
 123.598211,    7.477673
 123.599878,    7.475293
 123.601545,    7.472911
 123.603211,    7.470526
 123.604878,    7.468139
 123.606545,    7.465750
 123.608211,    7.463359
 123.609878,    7.460966
 123.611545,    7.458570
 123.613211,    7.456173
 123.614878,    7.453773
 123.616545,    7.451371
 123.618211,    7.448967
 123.619878,    7.446561
 123.621545,    7.444152
 123.623211,    7.441741
 123.624878,    7.439329
 123.626545,    7.436913
 123.628211,    7.434496
 123.629878,    7.432253
 123.631545,    7.430236
 123.633211,    7.428218
 123.634878,    7.426198
 123.636545,    7.424177
 123.638211,    7.422154
 123.639878,    7.420129
 123.641545,    7.418103
 123.643211,    7.416076
 123.644878,    7.414047
 123.646545,    7.411678
 123.648211,    7.409237
 123.649878,    7.406795
 123.651545,    7.404350
 123.653211,    7.401903
 123.654878,    7.399454
 123.656545,    7.397003
 123.658211,    7.394549
 123.659878,    7.392093
 123.661545,    7.389635
 123.663211,    7.387584
 123.664878,    7.385614
 123.666545,    7.383643
 123.668211,    7.381671
 123.669878,    7.379697
 123.671545,    7.377721
 123.673211,    7.375745
 123.674878,    7.373766
 123.676545,    7.371786
 123.678211,    7.369805
 123.679878,    7.367823
 123.681545,    7.365838
 123.683211,    7.363853
 123.684878,    7.361866
 123.686545,    7.359877
 123.688211,    7.357887
 123.689878,    7.355896
 123.691545,    7.353903
 123.693211,    7.351909
 123.694878,    7.349913
 123.696545,    7.347852
 123.698211,    7.345777
 123.699878,    7.343700
 123.701545,    7.341622
 123.703211,    7.339542
 123.704878,    7.337461
 123.706545,    7.335378
 123.708211,    7.333294
 123.709878,    7.331208
 123.711545,    7.329121
 123.713211,    7.326868
 123.714878,    7.324580
 123.716545,    7.322291
 123.718211,    7.320000
 123.719878,    7.317707
 123.721545,    7.315412
 123.723211,    7.313116
 123.724878,    7.310818
 123.726545,    7.308518
 123.728211,    7.306172
 123.729878,    7.303767
 123.731545,    7.301361
 123.733211,    7.298952
 123.734878,    7.296542
 123.736545,    7.294130
 123.738211,    7.291715
 123.739878,    7.289299
 123.741545,    7.286881
 123.743211,    7.284781
 123.744878,    7.283084
 123.746545,    7.281387
 123.748211,    7.279689
 123.749878,    7.277990
 123.751545,    7.276289
 123.753211,    7.274588
 123.754878,    7.272886
 123.756545,    7.271183
 123.758211,    7.269479
 123.759878,    7.267382
 123.761545,    7.265191
 123.763211,    7.262999
 123.764878,    7.260805
 123.766545,    7.258609
 123.768211,    7.256412
 123.769878,    7.254213
 123.771545,    7.252013
 123.773211,    7.249811
 123.774878,    7.247607
 123.776545,    7.245849
 123.778211,    7.244194
 123.779878,    7.242539
 123.781545,    7.240882
 123.783211,    7.239225
 123.784878,    7.237567
 123.786545,    7.235908
 123.788211,    7.234248
 123.789878,    7.232587
 123.791545,    7.230925
 123.793211,    7.229039
 123.794878,    7.227098
 123.796545,    7.225155
 123.798211,    7.223212
 123.799878,    7.221267
 123.801545,    7.219322
 123.803211,    7.217375
 123.804878,    7.215426
 123.806545,    7.213477
 123.808211,    7.211526
 123.809878,    7.209800
 123.811545,    7.208126
 123.813211,    7.206451
 123.814878,    7.204776
 123.816545,    7.203099
 123.818211,    7.201421
 123.819878,    7.199743
 123.821545,    7.198064
 123.823211,    7.196383
 123.824878,    7.194702
 123.826545,    7.193020
 123.828211,    7.191337
 123.829878,    7.189653
 123.831545,    7.187968
 123.833211,    7.186283
 123.834878,    7.184596
 123.836545,    7.182909
 123.838211,    7.181220
 123.839878,    7.179531
 123.841545,    7.177841
 123.843211,    7.176122
 123.844878,    7.174396
 123.846545,    7.172670
 123.848211,    7.170942
 123.849878,    7.169213
 123.851545,    7.167484
 123.853211,    7.165753
 123.854878,    7.164022
 123.856545,    7.162290
 123.858211,    7.160557
 123.859878,    7.158768
 123.861545,    7.156965
 123.863211,    7.155161
 123.864878,    7.153356
 123.866545,    7.151550
 123.868211,    7.149743
 123.869878,    7.147936
 123.871545,    7.146127
 123.873211,    7.144318
 123.874878,    7.142507
 123.876545,    7.141131
 123.878211,    7.139857
 123.879878,    7.138582
 123.881545,    7.137306
 123.883211,    7.136030
 123.884878,    7.134754
 123.886545,    7.133477
 123.888211,    7.132200
 123.889878,    7.130922
 123.891545,    7.129465
 123.893211,    7.127647
 123.894878,    7.125828
 123.896545,    7.124008
 123.898211,    7.122187
 123.899878,    7.120366
 123.901545,    7.118543
 123.903211,    7.116719
 123.904878,    7.114894
 123.906545,    7.113069
 123.908211,    7.111444
 123.909878,    7.110226
 123.911545,    7.109008
 123.913211,    7.107789
 123.914878,    7.106569
 123.916545,    7.105349
 123.918211,    7.104129
 123.919878,    7.102908
 123.921545,    7.101687
 123.923211,    7.100466
 123.924878,    7.099041
 123.926545,    7.097207
 123.928211,    7.095373
 123.929878,    7.093537
 123.931545,    7.091700
 123.933211,    7.089862
 123.934878,    7.088024
 123.936545,    7.086184
 123.938211,    7.084344
 123.939878,    7.082502
 123.941545,    7.080839
 123.943211,    7.079537
 123.944878,    7.078235
 123.946545,    7.076932
 123.948211,    7.075629
 123.949878,    7.074325
 123.951545,    7.073020
 123.953211,    7.071715
 123.954878,    7.070410
 123.956545,    7.069104
 123.958211,    7.067842
 123.959878,    7.066584
 123.961545,    7.065326
 123.963211,    7.064068
 123.964878,    7.062809
 123.966545,    7.061550
 123.968211,    7.060290
 123.969878,    7.059029
 123.971545,    7.057769
 123.973211,    7.056510
 123.974878,    7.055273
 123.976545,    7.054035
 123.978211,    7.052797
 123.979878,    7.051558
 123.981545,    7.050320
 123.983211,    7.049080
 123.984878,    7.047840
 123.986545,    7.046600
 123.988211,    7.045360
 123.989878,    7.044146
 123.991545,    7.043215
 123.993211,    7.042283
 123.994878,    7.041352
 123.996545,    7.040420
 123.998211,    7.039488
 123.999878,    7.038556
 124.001545,    7.037623
