Mach, Climb Angle
   0.184383,    6.502282
   0.186763,    6.467251
   0.189143,    6.429268
   0.191523,    6.388446
   0.193903,    6.344903
   0.196283,    6.298764
   0.198663,    6.250131
   0.201043,    6.198759
   0.203423,    6.145067
   0.205803,    6.089200
   0.208183,    6.035962
   0.210563,    5.984812
   0.212943,    5.931243
   0.215323,    5.875671
   0.217703,    5.818586
   0.220082,    5.759696
   0.222462,    5.698587
   0.224842,    5.636358
   0.227222,    5.572150
   0.229602,    5.506348
   0.231982,    5.439490
   0.234362,    5.370366
   0.236742,    5.300801
   0.239122,    5.228671
   0.241502,    5.156684
   0.243882,    5.089019
   0.246262,    5.021271
   0.248642,    4.950974
   0.251022,    4.880560
   0.253402,    4.808120
   0.255782,    4.735050
   0.258162,    4.660806
   0.260542,    4.585097
   0.262922,    4.509238
   0.265302,    4.431081
   0.267682,    4.352585
   0.270062,    4.273402
   0.272442,    4.192300
   0.274822,    4.111006
   0.277202,    4.032545
   0.279582,    3.955291
   0.281962,    3.877827
   0.284342,    3.799765
   0.286722,    3.719731
   0.289102,    3.639469
   0.291482,    3.558977
   0.293862,    3.476657
   0.296242,    3.393612
   0.298622,    3.310321
   0.301001,    3.226691
   0.303381,    3.140887
   0.305761,    3.054821
   0.308141,    2.968493
   0.310521,    2.882355
   0.312901,    2.799715
   0.315281,    2.716725
   0.317661,    2.633457
   0.320041,    2.549911
   0.322421,    2.465225
   0.324801,    2.379225
   0.327181,    2.292934
   0.329561,    2.206350
   0.331941,    2.119474
   0.334321,    2.031489
   0.336701,    1.942199
   0.339081,    1.852605
   0.341461,    1.762704
   0.343841,    1.672497
   0.346221,    1.585308
   0.348601,    1.498696
   0.350981,    1.411486
   0.353361,    1.323956
   0.355741,    1.236108
   0.358121,    1.147940
   0.360501,    1.059452
   0.362881,    0.969813
   0.365261,    0.879003
   0.367641,    0.787862
   0.370021,    0.696389
   0.372401,    0.604585
   0.374781,    0.512450
   0.377161,    0.419982
   0.379541,    0.327156
   0.381920,    0.236191
   0.384300,    0.144883
   0.386680,    0.053233
   0.389060,   -0.038761
   0.391440,   -0.131097
   0.393820,   -0.223778
   0.396200,   -0.316802
   0.398580,   -0.410170
   0.400960,   -0.505169
   0.403340,   -0.600754
   0.405720,   -0.696693
   0.408100,   -0.792986
   0.410480,   -0.889634
   0.412860,   -0.986637
   0.415240,   -1.082539
   0.417620,   -1.177858
   0.420000,   -1.273532
