Mach, Efficiency
   0.189842,   12.993710
   0.193581,   13.262567
   0.197320,   13.518283
   0.201059,   13.758901
   0.204798,   13.984311
   0.208537,   14.192760
   0.212276,   14.386442
   0.216015,   14.564506
   0.219754,   14.724086
   0.223493,   14.867385
   0.227232,   14.994587
   0.230971,   15.105755
   0.234710,   15.201168
   0.238449,   15.281320
   0.242188,   15.344628
   0.245926,   15.391857
   0.249665,   15.425230
   0.253404,   15.445950
   0.257143,   15.453913
   0.260882,   15.444573
   0.264621,   15.425711
   0.268360,   15.396146
   0.272099,   15.351304
   0.275838,   15.300934
   0.279577,   15.235308
   0.283316,   15.164399
   0.287055,   15.081707
   0.290794,   14.993746
   0.294533,   14.895109
   0.298272,   14.793798
   0.302011,   14.680534
   0.305750,   14.567613
   0.309489,   14.443214
   0.313228,   14.317453
   0.316967,   14.188406
   0.320706,   14.051352
   0.324445,   13.915359
   0.328184,   13.774431
   0.331923,   13.629058
   0.335662,   13.485126
   0.339401,   13.338238
   0.343140,   13.186768
   0.346879,   13.037096
   0.350618,   12.889216
   0.354357,   12.734090
   0.358096,   12.580696
   0.361835,   12.429401
   0.365574,   12.279525
   0.369313,   12.124190
   0.373051,   11.971214
   0.376790,   11.820567
   0.380529,   11.672217
   0.384268,   11.521381
   0.388007,   11.370716
   0.391746,   11.222538
   0.395485,   11.076806
   0.399224,   10.933479
   0.402963,   10.788909
   0.406702,   10.644579
   0.410441,   10.502778
   0.414180,   10.363459
   0.417919,   10.226574
   0.421658,   10.092075
   0.425397,    9.956516
   0.429136,    9.822071
   0.432875,    9.690079
   0.436614,    9.560488
   0.440353,    9.433246
   0.444092,    9.308304
   0.447831,    9.185614
   0.451570,    9.062446
   0.455309,    8.940544
   0.459048,    8.820912
   0.462787,    8.703500
   0.466526,    8.588258
   0.470265,    8.475136
   0.474004,    8.364087
   0.477743,    8.255066
   0.481482,    8.147332
   0.485221,    8.039510
   0.488960,    7.933703
   0.492699,    7.829863
   0.496438,    7.727946
   0.500176,    7.627908
   0.503915,    7.529704
   0.507654,    7.433293
   0.511393,    7.338634
   0.515132,    7.245687
   0.518871,    7.154413
   0.522610,    7.063446
   0.526349,    6.973531
   0.530088,    6.885258
   0.533827,    6.798591
   0.537566,    6.713492
   0.541305,    6.629925
   0.545044,    6.547855
   0.548783,    6.467247
   0.552522,    6.388069
   0.556261,    6.310288
   0.560000,    6.233873
