Ground Roll Distance, Acceleration
 331.646776,   -0.419316
 339.078318,   -0.418667
 389.865521,   -0.414290
 399.940509,   -0.413433
 409.988191,   -0.412583
 420.008643,   -0.411738
 430.001942,   -0.410900
 431.997350,   -0.410733
 432.006798,   -0.410732
 432.009893,   -0.410732
 432.011097,   -0.410731
 432.011551,   -0.410731
 432.011906,   -2.409255
 432.012226,   -2.409258
 432.015425,   -2.409291
 432.047416,   -2.409613
 432.367271,   -2.412843
 435.559737,   -2.445340
 466.849179,   -2.791561
 497.981317,   -3.194300
 526.433221,   -3.626119
 552.133144,   -4.082404
 575.157408,   -4.558993
 595.619655,   -5.051182
 613.654700,   -5.553788
 619.384226,   -5.730006
 623.380218,   -5.858361
 627.509632,   -5.996103
 628.398225,   -6.025383
 629.209181,   -6.052061
 637.064106,   -6.321048
 642.020120,   -6.501569
 645.711843,   -6.642152
 646.479303,   -6.671971
 647.335126,   -6.705225
 655.468661,   -7.038278
 658.991159,   -7.193341
 662.046974,   -7.334092
 664.390854,   -7.446450
 664.732294,   -7.462854
 665.063764,   -7.478069
 668.262832,   -7.628834
 676.417265,   -8.053376
 682.763490,   -8.448275
 683.119573,   -8.473321
 683.371226,   -8.491290
 683.475865,   -8.499173
 683.574717,   -8.507147
 684.516570,   -8.585692
 688.008079,   -8.952228
 688.591430,   -9.046282
 688.820354,   -9.094262
 688.970607,   -9.134752
 689.065993,   -9.170658
 689.122864,   -9.209850
 689.126917,   -9.216320
 689.129323,   -9.222764
 689.129924,   -9.226212
 689.130043,   -9.227996
 689.130053,   -9.228710
