eta, Total_load
   0.000000, 19577.489073
   0.020408, 19395.909306
   0.040816, 19333.739571
   0.061224, 19242.798109
   0.081633, 19127.775537
   0.102041, 18991.797868
   0.122449, 18837.178059
   0.142857, 18665.720043
   0.163265, 18478.876420
   0.183673, 18277.841583
   0.204082, 18063.612015
   0.224490, 17837.029979
   0.244898, 17598.823212
   0.265306, 17349.662580
   0.285714, 17084.532305
   0.306122, 16808.411434
   0.326531, 16541.138940
   0.346939, 16252.289502
   0.367347, 15955.738233
   0.387755, 15652.469941
   0.408163, 15343.320839
   0.428571, 15029.017469
   0.448980, 14710.190502
   0.469388, 14387.383585
   0.489796, 14061.060418
   0.510204, 13731.552396
   0.530612, 13399.179289
   0.551020, 13064.245730
   0.571429, 12726.928066
   0.591837, 12387.330554
   0.612245, 12045.479986
   0.632653, 11701.317087
   0.653061, 11354.683903
   0.673469, 11005.305922
   0.693878, 10652.767159
   0.714286, 10296.475523
   0.734694, 9935.614490
   0.755102, 9569.074948
   0.775510, 9195.357681
   0.795918, 8812.431150
   0.816327, 8417.519129
   0.836735, 8006.774307
   0.857143, 7574.758492
   0.877551, 7113.577153
   0.897959, 6611.353346
   0.918367, 6049.320528
   0.938776, 5395.634672
   0.959184, 4589.681317
   0.979592, 3486.988406
   1.000000,    0.000000
