V/VsTO, Thrust - Yawing Moment
   0.310042, 432155.501717
   0.313335, 431839.673928
   0.316628, 431523.846139
   0.319921, 431208.018350
   0.323214, 430892.190562
   0.326507, 430576.362773
   0.329800, 430260.534984
   0.333093, 429944.707195
   0.336386, 429628.879406
   0.339679, 429313.051617
   0.342972, 428997.223829
   0.346265, 428680.881442
   0.349558, 428364.229118
   0.352851, 428047.576794
   0.356144, 427730.924470
   0.359437, 427414.272146
   0.362730, 427097.619822
   0.366023, 426780.967498
   0.369316, 426464.315174
   0.372609, 426147.662850
   0.375902, 425831.010526
   0.379195, 425514.358202
   0.382488, 425197.705878
   0.385781, 424881.053554
   0.389074, 424564.401230
   0.392367, 424247.748907
   0.395660, 423931.096583
   0.398953, 423614.444259
   0.402246, 423297.791935
   0.405539, 422981.139611
   0.408832, 422664.487287
   0.412125, 422347.834963
   0.415418, 422031.182639
   0.418711, 421714.530315
   0.422004, 421397.877991
   0.425297, 421081.225667
   0.428590, 420764.573343
   0.431883, 420447.412165
   0.435176, 420129.726060
   0.438469, 419812.039954
   0.441762, 419494.353849
   0.445055, 419176.667743
   0.448348, 418858.981638
   0.451641, 418541.295532
   0.454934, 418223.609426
   0.458227, 417905.923321
   0.461520, 417588.237215
   0.464813, 417270.551110
   0.468106, 416952.865004
   0.471399, 416635.178899
   0.474692, 416317.492793
   0.477985, 415999.806688
   0.481278, 415682.120582
   0.484571, 415364.434477
   0.487864, 415046.748371
   0.491157, 414729.062266
   0.494450, 414411.376160
   0.497743, 414093.690055
   0.501036, 413776.003949
   0.504329, 413458.317844
   0.507622, 413140.631738
   0.510915, 412822.945632
   0.514208, 412505.259527
   0.517501, 412187.127204
   0.520794, 411868.202815
   0.524087, 411549.278427
   0.527380, 411230.354038
   0.530673, 410911.429649
   0.533966, 410592.505261
   0.537259, 410273.580872
   0.540552, 409954.656484
   0.543845, 409635.732095
   0.547138, 409316.807706
   0.550431, 408997.883318
   0.553724, 408678.958929
   0.557017, 408360.034540
   0.560310, 408041.110152
   0.563603, 407722.185763
   0.566896, 407403.261374
   0.570189, 407084.336986
   0.573482, 406765.412597
   0.576775, 406446.488208
   0.580068, 406127.563820
   0.583361, 405808.639431
   0.586654, 405489.715043
   0.589947, 405170.790654
   0.593240, 404851.866265
   0.596533, 404532.941877
   0.599826, 404214.017488
   0.603119, 403894.777423
   0.606412, 403574.471298
   0.609705, 403254.165174
   0.612998, 402933.859049
   0.616291, 402613.552925
   0.619584, 402293.246800
   0.622877, 401972.940676
   0.626170, 401652.634551
   0.629463, 401332.328427
   0.632756, 401012.022302
   0.636049, 400691.716178
   0.639342, 400371.410053
   0.642635, 400051.103929
   0.645928, 399730.797804
   0.649221, 399410.491680
   0.652514, 399090.185555
   0.655807, 398769.879431
   0.659100, 398449.573306
   0.662393, 398129.267182
   0.665686, 397808.961058
   0.668979, 397488.654933
   0.672272, 397168.348809
   0.675565, 396848.042684
   0.678858, 396527.736560
   0.682151, 396207.430435
   0.685444, 395887.124311
   0.688737, 395566.717916
   0.692030, 395245.373692
   0.695323, 394924.029467
   0.698616, 394602.685243
   0.701909, 394281.341018
   0.705202, 393959.996794
   0.708495, 393638.652570
   0.711788, 393317.308345
   0.715081, 392995.964121
   0.718374, 392674.619896
   0.721667, 392353.275672
   0.724960, 392031.931447
   0.728253, 391710.587223
   0.731546, 391389.242999
   0.734839, 391067.898774
   0.738132, 390746.554550
   0.741425, 390425.210325
   0.744718, 390103.866101
   0.748011, 389782.521876
   0.751304, 389461.177652
   0.754597, 389139.833427
   0.757890, 388818.489203
   0.761183, 388497.144979
   0.764476, 388175.800754
   0.767769, 387854.456530
   0.771062, 387533.112305
   0.774355, 387211.768081
   0.777648, 386889.967361
   0.780941, 386568.149944
   0.784234, 386246.332528
   0.787527, 385924.515111
   0.790820, 385602.697695
   0.794113, 385280.880278
   0.797406, 384959.062862
   0.800700, 384637.245446
   0.803993, 384315.428029
   0.807286, 383993.610613
   0.810579, 383671.793196
   0.813872, 383349.975780
   0.817165, 383028.158363
   0.820458, 382706.340947
   0.823751, 382384.523531
   0.827044, 382062.706114
   0.830337, 381740.888698
   0.833630, 381419.071281
   0.836923, 381097.253865
   0.840216, 380775.436448
   0.843509, 380453.619032
   0.846802, 380131.801616
   0.850095, 379809.984199
   0.853388, 379488.166783
   0.856681, 379166.349366
   0.859974, 378844.531950
   0.863267, 378522.786045
   0.866560, 378201.054495
   0.869853, 377879.322945
   0.873146, 377557.591394
   0.876439, 377235.859844
   0.879732, 376914.128294
   0.883025, 376592.396743
   0.886318, 376270.665193
   0.889611, 375948.933643
   0.892904, 375627.202092
   0.896197, 375305.470542
   0.899490, 374983.738992
