Mach, Rate of Climb
   0.184383,  452.468523
   0.186763,  455.733814
   0.189143,  458.240614
   0.191523,  459.986716
   0.193903,  460.972542
   0.196283,  461.201234
   0.198663,  460.678739
   0.201043,  459.413899
   0.203423,  457.330607
   0.205803,  454.469765
   0.208183,  450.874367
   0.210563,  447.479725
   0.212943,  444.363942
   0.215323,  440.403484
   0.217703,  435.750258
   0.220082,  430.489850
   0.222462,  424.446693
   0.224842,  417.651649
   0.227222,  410.312669
   0.229602,  402.046485
   0.231982,  393.204491
   0.234362,  383.622183
   0.236742,  373.290074
   0.239122,  362.338601
   0.241502,  350.539674
   0.243882,  338.435577
   0.246262,  326.754955
   0.248642,  314.497015
   0.251022,  301.490395
   0.253402,  287.780035
   0.255782,  273.504849
   0.258162,  258.299592
   0.260542,  242.688924
   0.262922,  226.086157
   0.265302,  208.917231
   0.267682,  191.186423
   0.270062,  172.423523
   0.272442,  153.204995
   0.274822,  133.275043
   0.277202,  112.406742
   0.279582,   92.135497
   0.281962,   71.372026
   0.284342,   49.624745
   0.286722,   27.391265
   0.289102,    4.668916
   0.291482,  -19.249480
   0.293862,  -43.699446
   0.296242,  -68.664546
   0.298622,  -94.398803
   0.301001, -121.132742
   0.303381, -148.407899
   0.305761, -176.227233
   0.308141, -204.863289
   0.310521, -234.509941
   0.312901, -264.174586
   0.315281, -293.921483
   0.317661, -324.228765
   0.320041, -355.814915
   0.322421, -387.991945
   0.324801, -420.755213
   0.327181, -454.107937
   0.329561, -488.135418
   0.331941, -523.401652
   0.334321, -559.282866
   0.336701, -595.782392
   0.339081, -632.903564
   0.341461, -670.649715
   0.343841, -709.495360
   0.346221, -748.920029
   0.348601, -787.843632
   0.350981, -827.400698
   0.353361, -867.594666
   0.355741, -908.428976
   0.358121, -950.252195
   0.360501, -993.107019
   0.362881, -1036.627154
   0.365261, -1080.816137
   0.367641, -1125.677507
   0.370021, -1171.214800
   0.372401, -1217.431554
   0.374781, -1264.634459
   0.377161, -1312.948800
   0.379541, -1361.967187
   0.381920, -1411.184909
   0.384300, -1461.048684
   0.386680, -1511.620229
   0.389060, -1562.903172
   0.391440, -1614.901139
   0.393820, -1667.794595
   0.396200, -1721.958581
   0.398580, -1776.861724
   0.400960, -1832.507730
   0.403340, -1888.900309
   0.405720, -1946.043167
   0.408100, -2003.940012
   0.410480, -2062.594551
   0.412860, -2122.010493
   0.415240, -2182.146803
   0.417620, -2243.467283
   0.420000, -2305.839843
