Ground Roll Distance, Acceleration
 329.160240,   -0.395883
 336.394730,   -0.395346
 385.603045,   -0.391738
 395.366295,   -0.391032
 405.103567,   -0.390331
 414.814930,   -0.389635
 424.500452,   -0.388943
 424.887336,   -0.388916
 425.660981,   -0.388861
 425.970393,   -0.388839
 426.101410,   -0.388830
 426.363430,   -0.388811
 426.385089,   -0.388809
 426.396291,   -0.388809
 426.403635,   -0.388808
 426.407968,   -0.388808
 426.409974,   -0.388808
 426.410642,   -0.388808
 426.410959,   -2.404312
 426.411247,   -2.404315
 426.414131,   -2.404346
 426.442970,   -2.404659
 426.731313,   -2.407793
 429.609508,   -2.439326
 457.845762,   -2.774515
 486.800785,   -3.174771
 513.358190,   -3.604579
 537.417614,   -4.059153
 559.039531,   -4.534479
 578.317209,   -5.025956
 595.363013,   -5.528451
 599.854847,   -5.673754
 603.971052,   -5.812320
 605.446565,   -5.863327
 606.199100,   -5.888862
 606.883563,   -5.911941
 613.551784,   -6.144594
 619.325075,   -6.358474
 623.288669,   -6.512804
 624.658106,   -6.567626
 626.318228,   -6.634445
 637.127760,   -7.103330
 639.603397,   -7.220320
 642.176933,   -7.346483
 642.892249,   -7.382439
 643.266876,   -7.401130
 643.625313,   -7.418241
 647.075383,   -7.587692
 654.991479,   -8.017036
 661.211468,   -8.417261
 661.680470,   -8.451238
 661.984222,   -8.473653
 662.097717,   -8.482391
 662.205117,   -8.491323
 663.224156,   -8.579146
 666.672759,   -8.953131
 667.229221,   -9.045101
 667.447658,   -9.091377
 667.594880,   -9.130768
 667.691457,   -9.165860
 667.745916,   -9.197182
 667.765288,   -9.225035
 667.765514,   -9.227037
 667.765574,   -9.228460
 667.765575,   -9.228757
