CL_e, delta_e_eq
  -0.355987,    5.000000
  -0.280265,    5.000000
  -0.204559,    5.000000
  -0.128865,    5.000000
  -0.053180,    4.236897
   0.022500,    2.835114
   0.098179,    1.421597
   0.173860,    0.001144
   0.249548,   -1.432203
   0.326256,   -2.748352
   0.401003,   -4.344566
   0.475767,   -5.977985
   0.550552,   -7.640748
   0.625361,   -9.398081
   0.700200,  -11.226264
   0.775070,  -13.492518
   0.849977,  -17.558168
   0.924922,  -25.000000
