x z ! NACA0012
     1.0000      0.0013
     0.9937      0.0021
     0.9828      0.0037
     0.9700      0.0054
     0.9556      0.0073
     0.9402      0.0093
     0.9242      0.0114
     0.9078      0.0135
     0.8913      0.0156
     0.8746      0.0176
     0.8579      0.0196
     0.8412      0.0216
     0.8245      0.0235
     0.8078      0.0254
     0.7910      0.0272
     0.7743      0.0290
     0.7575      0.0308
     0.7407      0.0326
     0.7240      0.0343
     0.7072      0.0359
     0.6905      0.0376
     0.6737      0.0391
     0.6569      0.0407
     0.6402      0.0422
     0.6235      0.0437
     0.6067      0.0451
     0.5900      0.0464
     0.5733      0.0478
     0.5566      0.0490
     0.5399      0.0503
     0.5233      0.0514
     0.5066      0.0525
     0.4900      0.0536
     0.4734      0.0545
     0.4568      0.0555
     0.4403      0.0563
     0.4237      0.0571
     0.4072      0.0578
     0.3908      0.0584
     0.3744      0.0589
     0.3580      0.0593
     0.3416      0.0596
     0.3254      0.0599
     0.3091      0.0600
     0.2930      0.0600
     0.2769      0.0599
     0.2609      0.0597
     0.2449      0.0593
     0.2291      0.0588
     0.2134      0.0581
     0.1978      0.0572
     0.1824      0.0562
     0.1672      0.0551
     0.1522      0.0537
     0.1376      0.0521
     0.1233      0.0503
     0.1095      0.0484
     0.0964      0.0462
     0.0842      0.0439
     0.0730      0.0415
     0.0629      0.0391
     0.0539      0.0367
     0.0461      0.0343
     0.0394      0.0321
     0.0335      0.0298
     0.0284      0.0277
     0.0240      0.0257
     0.0201      0.0237
     0.0168      0.0217
     0.0138      0.0198
     0.0111      0.0179
     0.0088      0.0161
     0.0068      0.0142
     0.0051      0.0123
     0.0036      0.0104
     0.0024      0.0085
     0.0014      0.0066
     0.0007      0.0047
     0.0002      0.0028
     0.0000      0.0009
     0.0000     -0.0009
     0.0002     -0.0028
     0.0007     -0.0047
     0.0014     -0.0066
     0.0024     -0.0085
     0.0036     -0.0104
     0.0051     -0.0123
     0.0068     -0.0142
     0.0088     -0.0161
     0.0111     -0.0179
     0.0138     -0.0198
     0.0168     -0.0217
     0.0201     -0.0237
     0.0240     -0.0257
     0.0284     -0.0277
     0.0335     -0.0298
     0.0394     -0.0321
     0.0461     -0.0343
     0.0539     -0.0367
     0.0629     -0.0391
     0.0730     -0.0415
     0.0842     -0.0439
     0.0964     -0.0462
     0.1095     -0.0484
     0.1233     -0.0503
     0.1376     -0.0521
     0.1522     -0.0537
     0.1672     -0.0551
     0.1824     -0.0562
     0.1978     -0.0572
     0.2134     -0.0581
     0.2291     -0.0588
     0.2449     -0.0593
     0.2609     -0.0597
     0.2769     -0.0599
     0.2930     -0.0600
     0.3091     -0.0600
     0.3254     -0.0599
     0.3416     -0.0596
     0.3580     -0.0593
     0.3744     -0.0589
     0.3908     -0.0584
     0.4072     -0.0578
     0.4237     -0.0571
     0.4403     -0.0563
     0.4568     -0.0555
     0.4734     -0.0545
     0.4900     -0.0536
     0.5066     -0.0525
     0.5233     -0.0514
     0.5399     -0.0503
     0.5566     -0.0490
     0.5733     -0.0478
     0.5900     -0.0464
     0.6067     -0.0451
     0.6235     -0.0437
     0.6402     -0.0422
     0.6569     -0.0407
     0.6737     -0.0391
     0.6905     -0.0376
     0.7072     -0.0359
     0.7240     -0.0343
     0.7407     -0.0326
     0.7575     -0.0308
     0.7743     -0.0290
     0.7910     -0.0272
     0.8078     -0.0254
     0.8245     -0.0235
     0.8412     -0.0216
     0.8579     -0.0196
     0.8746     -0.0176
     0.8913     -0.0156
     0.9078     -0.0135
     0.9242     -0.0114
     0.9402     -0.0093
     0.9556     -0.0073
     0.9700     -0.0054
     0.9828     -0.0037
     0.9937     -0.0021
     1.0000     -0.0013
