x z ! Fuselage
    27.1660      1.0606
    27.1284      1.1234
    26.9044      1.1855
    26.4062      1.2384
    25.6329      1.2780
    24.6486      1.3039
    23.5600      1.3181
    22.4941      1.3240
    21.5761      1.3256
    20.9070      1.3257
    14.3895      1.3257
     8.7752      1.3257
     4.0640      1.3257
     3.8057      1.3097
     3.3994      1.2185
     2.8097      1.0278
     2.0906      0.7541
     1.3479      0.4392
     0.7024      0.1342
     0.2527     -0.1159
     0.0378     -0.2882
     0.0000     -0.3977
     0.0242     -0.5291
     0.1660     -0.6708
     0.4766     -0.8216
     0.9514     -0.9721
     1.5486     -1.1084
     2.2076     -1.2169
     2.8682     -1.2878
     3.4886     -1.3202
     4.0640     -1.3257
     8.7752     -1.3257
    14.3895     -1.3257
    20.9070     -1.3257
    21.4227     -1.3064
    22.2049     -1.1971
    23.1932     -0.9683
    24.2820     -0.6369
    25.3375     -0.2464
    26.2223      0.1512
    26.8277      0.5114
    27.1153      0.8110
    27.1660      1.0606
