Speed (TAS), Efficiency
 141.410479,    9.454862
 142.342036,    9.622632
 143.273594,    9.794432
 144.205152,    9.961433
 145.136709,   10.129853
 146.068267,   10.295147
 146.999824,   10.460218
 147.931382,   10.622882
 148.862939,   10.784776
 149.794497,   10.943917
 150.726054,   11.102946
 151.657612,   11.257714
 152.589170,   11.414326
 153.520727,   11.563928
 154.452285,   11.718451
 155.383842,   11.862402
 156.315400,   12.010577
 157.246957,   12.153166
 158.178515,   12.294342
 159.110072,   12.436424
 160.041630,   12.570037
 160.973187,   12.707358
 161.904745,   12.838115
 162.836303,   12.966939
 163.767860,   13.099136
 164.699418,   13.219134
 165.630975,   13.342009
 166.562533,   13.464753
 167.494090,   13.578056
 168.425648,   13.693929
 169.357205,   13.808267
 170.288763,   13.913989
 171.220321,   14.021936
 172.151878,   14.129223
 173.083436,   14.226575
 174.014993,   14.325814
 174.946551,   14.426992
 175.878108,   14.515957
 176.809666,   14.605861
 177.741223,   14.697370
 178.672781,   14.782740
 179.604338,   14.862834
 180.535896,   14.944224
 181.467454,   15.026939
 182.399011,   15.097892
 183.330569,   15.168868
 184.262126,   15.240881
 185.193684,   15.312525
 186.125241,   15.372932
 187.056799,   15.434124
 187.988356,   15.496114
 188.919914,   15.558297
 189.851472,   15.608676
 190.783029,   15.659633
 191.714587,   15.711175
 192.646144,   15.763312
 193.577702,   15.806785
 194.509259,   15.847261
 195.440817,   15.888141
 196.372374,   15.929430
 197.303932,   15.969620
 198.235489,   15.999561
 199.167047,   16.029756
 200.098605,   16.060207
 201.030162,   16.090918
 201.961720,   16.119608
 202.893277,   16.139262
 203.824835,   16.159055
 204.756392,   16.178987
 205.687950,   16.199060
 206.619507,   16.219274
 207.551065,   16.229693
 208.482623,   16.239195
 209.414180,   16.248750
 210.345738,   16.258360
 211.277295,   16.268024
 212.208853,   16.275534
 213.140410,   16.275053
 214.071968,   16.274570
 215.003525,   16.274085
 215.935083,   16.273597
 216.866640,   16.273108
 217.798198,   16.272053
 218.729756,   16.262021
 219.661313,   16.251958
 220.592871,   16.241865
 221.524428,   16.231743
 222.455986,   16.221590
 223.387543,   16.211407
 224.319101,   16.197903
 225.250658,   16.178852
 226.182216,   16.159767
 227.113774,   16.140649
 228.045331,   16.121498
 228.976889,   16.102314
 229.908446,   16.083098
 230.840004,   16.063204
 231.771561,   16.035868
 232.703119,   16.008515
 233.634676,   15.981146
